period_bucket,n,q05,q10,q25,q50,q75,q90,q95
2024,22820,-0.7701927856866465,-0.5524697857441698,-0.27380161948842135,-0.01191254590095675,0.2493746352738761,0.5542074080266363,0.7886583978605723
2026,40881,0.03092841645425533,0.3567030860821493,0.7518595909046265,1.1301225214565247,1.5082960432094408,1.9037399038414768,2.2406538269700524
