subset,metric,label,mean_2024,mean_2026,delta,se,snr,n_2024,n_2026
full,ai_strict_bin,AI-mention strict,0.00810692375109553,0.1328245395171351,0.12471761576603957,0.0017804140780991416,70.04978072246782,22820,40881
full,ai_broad_bin,AI-mention broad,0.06858019281332164,0.44294415498642403,0.3743639621731024,0.00297234673585714,125.94895395511337,22820,40881
full,mentor_bin,Mentor (senior-only is applied separately),0.14342681858019282,0.23773880286685747,0.09431198428666465,0.0031331330555981226,30.101493493279133,22820,40881
full,req_header_bin,Requirements-header presence,0.009246275197195442,0.006090849049680781,-0.0031554261475146613,0.0007412953409883777,4.256638310052637,22820,40881
full,breadth_resid,requirement_breadth length-residualized,2.6890723881302507e-15,2.0338485311455763,2.0338485311455736,0.042623802568009274,47.716262008778436,22820,40881
full,requirement_breadth,requirement_breadth raw,8.398410791832209,11.10854206807964,2.7101312762474308,0.04668714672462659,58.04876644598818,22820,40881
full,desc_len_chars,Description length,1458.9722812528873,1713.7453436095054,254.77306235661808,6.5133772526486995,39.11535482656302,22820,40881
full,mentor_senior_only,Mentor senior-only (S1),0.19080544317763884,0.3601309772483487,0.16932553407070985,0.004936242299943924,34.30251672869328,13595,17713
low40_within_period,ai_strict_bin,AI-mention strict,0.004820333041191937,0.10072162426614481,0.09590129122495288,0.0024626658504368925,38.94206402705401,9128,16352
low40_within_period,ai_broad_bin,AI-mention broad,0.04699824715162138,0.36888454011741684,0.32188629296579546,0.004375401737870642,73.56725444883295,9128,16352
low40_within_period,mentor_bin,Mentor (senior-only is applied separately),0.08610867659947415,0.1616316046966732,0.07552292809719906,0.004111937303915479,18.36675088048751,9128,16352
low40_within_period,req_header_bin,Requirements-header presence,0.014132340052585452,0.00898972602739726,-0.005142614025188192,0.001439159890697838,3.573344461882256,9128,16352
low40_within_period,breadth_resid,requirement_breadth length-residualized,-0.09415555846315668,1.3492019139224058,1.4433574723855624,0.06031077338864617,23.932000723726127,9128,16352
low40_within_period,requirement_breadth,requirement_breadth raw,6.90624287992709,10.017864799199657,3.111621919272567,0.06653172643420496,46.76899407307181,9128,16352
low40_within_period,desc_len_chars,Description length,956.9397357028936,1515.03615835358,558.0964226506865,7.353388235395025,75.89649897231429,9128,16352
low40_within_period,mentor_senior_only,Mentor senior-only (S1),0.1308746048472076,0.2530981887511916,0.12222358390398402,0.007348926916247806,16.631487194920776,4745,6294
low40_global,ai_strict_bin,AI-mention strict,0.00686372745490982,0.09599710197428002,0.0891333745193702,0.0040074906412183794,22.241692495199786,19960,5521
low40_global,ai_broad_bin,AI-mention broad,0.06142284569138277,0.3017569280927368,0.24033408240135404,0.0064071522216046254,37.510281336996876,19960,5521
low40_global,mentor_bin,Mentor (senior-only is applied separately),0.13451903807615231,0.12787538489404093,-0.006643653182111381,0.005102223115917249,1.3021094983842199,19960,5521
low40_global,req_header_bin,Requirements-header presence,0.01002004008016032,0.005977178047455171,-0.004042862032705149,0.0012542451233852519,3.2233428357236273,19960,5521
low40_global,breadth_resid,requirement_breadth length-residualized,-0.05150770466723997,0.9335050530572683,0.9850127577245082,0.07534629096276386,13.073141957462797,19960,5521
low40_global,requirement_breadth,requirement_breadth raw,8.184315370098552,8.819033886085077,0.6347185159865241,0.08263911713486603,7.6806062067515946,19960,5521
low40_global,desc_len_chars,Description length,1375.527993289998,1232.3125450612833,-143.21544822871465,9.208990079604947,15.551699696787859,19960,5521
low40_global,mentor_senior_only,Mentor senior-only (S1),0.18041149464376807,0.20471596998928188,0.024304475345513804,0.009991028051406912,2.4326300777517393,11762,1866
