seniority_col,boundary,auc_2024,auc_2026,n_2024_a,n_2024_b,n_2026_a,n_2026_b,top_features_2024,top_features_2026,delta_auc
seniority_best_available_combined,entry↔associate,0.7798369347739096,0.6803418803418804,241,84,390,30,edu_level:+1.082; yoe_extracted_or_median:+0.476; mentor_density:-0.449; scope_density:+0.383; tech_count:-0.363,edu_level:-0.401; ai_mention_validated:-0.374; yoe_extracted_or_median:-0.357; scope_density:-0.338; text_len:+0.326,-0.09949505443202922
seniority_best_available_combined,associate↔mid-senior,0.8251269801761938,0.7765429836096962,84,7707,30,3639,mentor_density:+0.779; edu_level:-0.745; yoe_extracted_or_median:+0.672; people_mgmt_density:+0.585; tech_count:+0.460,yoe_extracted_or_median:+1.229; mentor_density:+0.509; scope_density:+0.435; ai_mention_validated:+0.424; text_len:+0.236,-0.04858399656649759
seniority_best_available_combined,mid-senior↔director,0.7204304197253089,0.711161426606406,7707,61,3639,128,text_len:+0.419; tech_count:-0.376; yoe_extracted_or_median:+0.316; scope_density:+0.230; people_mgmt_density:+0.167,mentor_density:-1.021; scope_density:+0.431; tech_count:+0.372; edu_level:+0.301; text_len:+0.258,-0.009268993118902835
seniority_best_available_aug,entry↔associate,0.6193116132931633,0.5606957959458272,339,1079,4076,842,yoe_extracted_or_median:+0.425; text_len:+0.314; edu_level:-0.129; mentor_density:+0.117; tech_count:-0.089,edu_level:-0.140; text_len:+0.137; scope_density:+0.095; yoe_extracted_or_median:-0.089; tech_count:+0.086,-0.05861581734733612
seniority_best_available_aug,associate↔mid-senior,0.6916799797520798,0.7224485221930589,1079,21908,842,24832,yoe_extracted_or_median:+0.640; people_mgmt_density:+0.444; tech_count:+0.388; mentor_density:+0.260; edu_level:+0.144,yoe_extracted_or_median:+0.935; mentor_density:+0.317; text_len:+0.185; scope_density:+0.157; edu_level:+0.151,0.03076854244097904
seniority_best_available_aug,mid-senior↔director,0.7438033049317463,0.6863535621912575,21908,112,24832,372,edu_level:+0.431; yoe_extracted_or_median:+0.386; scope_density:+0.327; text_len:+0.270; tech_count:-0.200,yoe_extracted_or_median:+0.352; scope_density:+0.288; edu_level:+0.286; mentor_density:-0.254; tech_count:+0.234,-0.05744974274048875
seniority_final,entry↔associate,0.5535129346582903,0.5519381945199414,977,1692,4656,996,tech_count:-0.190; text_len:+0.142; scope_density:+0.081; people_mgmt_density:-0.052; ai_mention_validated:-0.043,text_len:+0.135; edu_level:-0.110; scope_density:+0.107; tech_count:+0.065; mentor_density:+0.041,-0.0015747401383489068
seniority_final,associate↔mid-senior,0.6898828117375786,0.7109323843616515,1692,24466,996,26805,yoe_extracted_or_median:+0.663; people_mgmt_density:+0.430; tech_count:+0.394; mentor_density:+0.262; edu_level:+0.142,yoe_extracted_or_median:+0.862; mentor_density:+0.283; text_len:+0.209; scope_density:+0.137; edu_level:+0.129,0.02104957262407292
seniority_final,mid-senior↔director,0.7511214241872359,0.6856138922698662,24466,113,26805,351,yoe_extracted_or_median:+0.426; edu_level:+0.387; scope_density:+0.337; text_len:+0.216; tech_count:-0.176,yoe_extracted_or_median:+0.383; scope_density:+0.296; edu_level:+0.234; mentor_density:-0.223; tech_count:+0.194,-0.06550753191736969
