period,level_a,level_b,seniority_col,n_a,n_b,auc_mean,auc_std,reason,variant,top_features_str
2024,entry,associate,seniority_final,773,1591,0.55922067424108,0.01714127257945605,ok,no_aggregators,tech_count:-0.205; edu_level:-0.126; yoe_extracted_or_median:+0.110; text_len:+0.095; people_mgmt_density:-0.091
2024,associate,mid-senior,seniority_final,1591,18054,0.6723068062822549,0.0214495085274787,ok,no_aggregators,yoe_extracted_or_median:+0.690; tech_count:+0.266; mentor_density:+0.240; people_mgmt_density:+0.194; edu_level:+0.065
2024,mid-senior,director,seniority_final,18054,74,0.7100049162390594,0.08836914837893646,ok,no_aggregators,yoe_extracted_or_median:+0.509; scope_density:+0.296; edu_level:+0.258; tech_count:-0.198; mentor_density:-0.160
2026,entry,associate,seniority_final,3405,870,0.5540921903218727,0.014176533080640158,ok,no_aggregators,edu_level:-0.145; scope_density:+0.118; text_len:+0.110; tech_count:+0.089; ai_mention_validated:-0.063
2026,associate,mid-senior,seniority_final,870,23290,0.7201309821688555,0.011268039263050545,ok,no_aggregators,yoe_extracted_or_median:+0.889; mentor_density:+0.326; text_len:+0.211; edu_level:+0.132; scope_density:+0.127
2026,mid-senior,director,seniority_final,23290,338,0.6842609983824217,0.05082720269747101,ok,no_aggregators,yoe_extracted_or_median:+0.394; scope_density:+0.276; mentor_density:-0.233; tech_count:+0.232; edu_level:+0.197
