period,boundary,distance
2024,entry↔associate,0.878790207795892
2024,associate↔mid-senior,2.566176137851506
2024,mid-senior↔director,4.3677804808037
2026,entry↔associate,0.9411210753702215
2026,associate↔mid-senior,2.8358737049514855
2026,mid-senior↔director,2.3921681632484804
