column,source,subset,total,non_null,non_null_pct,n_distinct
is_multi_location,kaggle_asaniczka,swe_filtered,23213,23213,100.0,2
is_multi_location,scraped,swe_filtered,24095,24095,100.0,2
is_swe,kaggle_arshkon,swe_filtered,5019,5019,100.0,1
is_swe,kaggle_asaniczka,swe_filtered,23213,23213,100.0,1
is_swe,scraped,swe_filtered,24095,24095,100.0,1
is_swe_adjacent,kaggle_arshkon,swe_filtered,5019,5019,100.0,1
is_swe_adjacent,kaggle_asaniczka,swe_filtered,23213,23213,100.0,1
is_swe_adjacent,scraped,swe_filtered,24095,24095,100.0,1
swe_confidence,kaggle_arshkon,swe_filtered,5019,5019,100.0,64
swe_confidence,kaggle_asaniczka,swe_filtered,23213,23213,100.0,251
swe_confidence,scraped,swe_filtered,24095,24095,100.0,197
swe_classification_tier,kaggle_arshkon,swe_filtered,5019,5019,100.0,3
swe_classification_tier,kaggle_asaniczka,swe_filtered,23213,23213,100.0,3
swe_classification_tier,scraped,swe_filtered,24095,24095,100.0,3
is_control,kaggle_arshkon,swe_filtered,5019,5019,100.0,1
is_control,kaggle_asaniczka,swe_filtered,23213,23213,100.0,1
is_control,scraped,swe_filtered,24095,24095,100.0,1
seniority_imputed,kaggle_arshkon,swe_filtered,5019,5019,100.0,5
seniority_imputed,kaggle_asaniczka,swe_filtered,23213,23213,100.0,5
seniority_imputed,scraped,swe_filtered,24095,24095,100.0,5
seniority_source,kaggle_arshkon,swe_filtered,5019,5019,100.0,5
seniority_source,kaggle_asaniczka,swe_filtered,23213,23213,100.0,5
seniority_source,scraped,swe_filtered,24095,24095,100.0,5
seniority_confidence,kaggle_arshkon,swe_filtered,5019,5019,100.0,5
seniority_confidence,kaggle_asaniczka,swe_filtered,23213,23213,100.0,5
seniority_confidence,scraped,swe_filtered,24095,24095,100.0,5
seniority_final,kaggle_arshkon,swe_filtered,5019,5019,100.0,5
seniority_final,kaggle_asaniczka,swe_filtered,23213,23213,100.0,4
seniority_final,scraped,swe_filtered,24095,24095,100.0,5
seniority_final_source,kaggle_arshkon,swe_filtered,5019,5019,100.0,7
seniority_final_source,kaggle_asaniczka,swe_filtered,23213,23213,100.0,2
seniority_final_source,scraped,swe_filtered,24095,24095,100.0,7
seniority_final_confidence,kaggle_arshkon,swe_filtered,5019,5019,100.0,21
seniority_final_confidence,kaggle_asaniczka,swe_filtered,23213,23213,100.0,2
seniority_final_confidence,scraped,swe_filtered,24095,24095,100.0,17
yoe_extracted,kaggle_arshkon,swe_filtered,5019,3040,60.57,19
yoe_extracted,kaggle_asaniczka,swe_filtered,23213,16755,72.18,19
yoe_extracted,scraped,swe_filtered,24095,16525,68.58,19
yoe_min_extracted,kaggle_arshkon,swe_filtered,5019,3040,60.57,17
yoe_min_extracted,kaggle_asaniczka,swe_filtered,23213,16755,72.18,19
yoe_min_extracted,scraped,swe_filtered,24095,16525,68.58,18
yoe_max_extracted,kaggle_arshkon,swe_filtered,5019,3040,60.57,20
yoe_max_extracted,kaggle_asaniczka,swe_filtered,23213,16755,72.18,20
yoe_max_extracted,scraped,swe_filtered,24095,16525,68.58,20
yoe_match_count,kaggle_arshkon,swe_filtered,5019,5019,100.0,15
yoe_match_count,kaggle_asaniczka,swe_filtered,23213,23213,100.0,20
yoe_match_count,scraped,swe_filtered,24095,24095,100.0,19
yoe_resolution_rule,kaggle_arshkon,swe_filtered,5019,5019,100.0,11
yoe_resolution_rule,kaggle_asaniczka,swe_filtered,23213,23213,100.0,12
yoe_resolution_rule,scraped,swe_filtered,24095,24095,100.0,12
yoe_all_mentions_json,kaggle_arshkon,swe_filtered,5019,3361,66.97,3043
yoe_all_mentions_json,kaggle_asaniczka,swe_filtered,23213,18213,78.46,11683
yoe_all_mentions_json,scraped,swe_filtered,24095,18440,76.53,12375
yoe_seniority_contradiction,kaggle_arshkon,swe_filtered,5019,5019,100.0,2
yoe_seniority_contradiction,kaggle_asaniczka,swe_filtered,23213,23213,100.0,2
yoe_seniority_contradiction,scraped,swe_filtered,24095,24095,100.0,2
seniority_cross_check,kaggle_arshkon,swe_filtered,5019,5019,100.0,3
seniority_cross_check,kaggle_asaniczka,swe_filtered,23213,23213,100.0,2
seniority_cross_check,scraped,swe_filtered,24095,24095,100.0,3
seniority_3level,kaggle_arshkon,swe_filtered,5019,5019,100.0,4
seniority_3level,kaggle_asaniczka,swe_filtered,23213,23213,100.0,3
seniority_3level,scraped,swe_filtered,24095,24095,100.0,4
city_extracted,kaggle_arshkon,swe_filtered,5019,3968,79.06,686
city_extracted,kaggle_asaniczka,swe_filtered,23213,22465,96.78,1799
city_extracted,scraped,swe_filtered,24095,23027,95.57,909
state_normalized,kaggle_arshkon,swe_filtered,5019,3842,76.55,47
state_normalized,kaggle_asaniczka,swe_filtered,23213,22566,97.21,51
state_normalized,scraped,swe_filtered,24095,22982,95.38,31
country_extracted,kaggle_arshkon,swe_filtered,5019,4701,93.66,9
country_extracted,kaggle_asaniczka,swe_filtered,23213,22801,98.23,22
country_extracted,scraped,swe_filtered,24095,23093,95.84,4
is_remote_inferred,kaggle_arshkon,swe_filtered,5019,5019,100.0,1
is_remote_inferred,kaggle_asaniczka,swe_filtered,23213,23213,100.0,1
is_remote_inferred,scraped,swe_filtered,24095,24095,100.0,1
metro_area,kaggle_arshkon,swe_filtered,5019,3065,61.07,76
metro_area,kaggle_asaniczka,swe_filtered,23213,16944,72.99,86
metro_area,scraped,swe_filtered,24095,18657,77.43,26
metro_source,kaggle_arshkon,swe_filtered,5019,5019,100.0,4
metro_source,kaggle_asaniczka,swe_filtered,23213,23213,100.0,4
metro_source,scraped,swe_filtered,24095,24095,100.0,3
metro_confidence,kaggle_arshkon,swe_filtered,5019,5019,100.0,3
metro_confidence,kaggle_asaniczka,swe_filtered,23213,23213,100.0,3
metro_confidence,scraped,swe_filtered,24095,24095,100.0,2
period,kaggle_arshkon,swe_filtered,5019,5019,100.0,1
period,kaggle_asaniczka,swe_filtered,23213,23213,100.0,1
period,scraped,swe_filtered,24095,24095,100.0,1
scrape_week,kaggle_arshkon,swe_filtered,5019,0,0.0,0
scrape_week,kaggle_asaniczka,swe_filtered,23213,0,0.0,0
scrape_week,scraped,swe_filtered,24095,24095,100.0,3
date_flag,kaggle_arshkon,swe_filtered,5019,5019,100.0,1
date_flag,kaggle_asaniczka,swe_filtered,23213,23213,100.0,1
date_flag,scraped,swe_filtered,24095,24095,100.0,1
is_english,kaggle_arshkon,swe_filtered,5019,5019,100.0,1
is_english,kaggle_asaniczka,swe_filtered,23213,23213,100.0,1
is_english,scraped,swe_filtered,24095,24095,100.0,1
description_hash,kaggle_arshkon,swe_filtered,5019,5019,100.0,4658
description_hash,kaggle_asaniczka,swe_filtered,23213,23213,100.0,17677
description_hash,scraped,swe_filtered,24095,24095,100.0,19762
ghost_job_risk,kaggle_arshkon,swe_filtered,5019,5019,100.0,3
ghost_job_risk,kaggle_asaniczka,swe_filtered,23213,23213,100.0,3
ghost_job_risk,scraped,swe_filtered,24095,24095,100.0,3
description_quality_flag,kaggle_arshkon,swe_filtered,5019,5019,100.0,2
description_quality_flag,kaggle_asaniczka,swe_filtered,23213,23213,100.0,2
description_quality_flag,scraped,swe_filtered,24095,24095,100.0,1
preprocessing_version,kaggle_arshkon,swe_filtered,5019,5019,100.0,1
preprocessing_version,kaggle_asaniczka,swe_filtered,23213,23213,100.0,1
preprocessing_version,scraped,swe_filtered,24095,24095,100.0,1
dedup_method,kaggle_arshkon,swe_filtered,5019,5019,100.0,1
dedup_method,kaggle_asaniczka,swe_filtered,23213,23213,100.0,1
dedup_method,scraped,swe_filtered,24095,24095,100.0,1
boilerplate_removed,kaggle_arshkon,swe_filtered,5019,5019,100.0,1
boilerplate_removed,kaggle_asaniczka,swe_filtered,23213,23213,100.0,1
boilerplate_removed,scraped,swe_filtered,24095,24095,100.0,1
control_bucket,kaggle_arshkon,swe_filtered,5019,5019,100.0,1
control_bucket,kaggle_asaniczka,swe_filtered,23213,23213,100.0,1
control_bucket,scraped,swe_filtered,24095,24095,100.0,3
eligible_control_unit,kaggle_arshkon,swe_filtered,5019,5019,100.0,1
eligible_control_unit,kaggle_asaniczka,swe_filtered,23213,23213,100.0,1
eligible_control_unit,scraped,swe_filtered,24095,24095,100.0,1
eligible_for_extraction,kaggle_arshkon,swe_filtered,5019,5019,100.0,2
eligible_for_extraction,kaggle_asaniczka,swe_filtered,23213,23213,100.0,2
eligible_for_extraction,scraped,swe_filtered,24095,24095,100.0,1
llm_text_skip_reason,kaggle_arshkon,swe_filtered,5019,4,0.08,1
llm_text_skip_reason,kaggle_asaniczka,swe_filtered,23213,2,0.01,1
llm_text_skip_reason,scraped,swe_filtered,24095,0,0.0,0
description_core_llm,kaggle_arshkon,swe_filtered,5019,4996,99.54,4604
description_core_llm,kaggle_asaniczka,swe_filtered,23213,18882,81.34,13350
description_core_llm,scraped,swe_filtered,24095,0,0.0,0
extraction_input_hash,kaggle_arshkon,swe_filtered,5019,5019,100.0,4685
extraction_input_hash,kaggle_asaniczka,swe_filtered,23213,23213,100.0,17855
extraction_input_hash,scraped,swe_filtered,24095,24095,100.0,19964
selected_for_control_cohort,kaggle_arshkon,swe_filtered,5019,5019,100.0,1
selected_for_control_cohort,kaggle_asaniczka,swe_filtered,23213,23213,100.0,1
selected_for_control_cohort,scraped,swe_filtered,24095,24095,100.0,1
llm_extraction_reason,kaggle_arshkon,swe_filtered,5019,5019,100.0,2
llm_extraction_reason,kaggle_asaniczka,swe_filtered,23213,23213,100.0,2
llm_extraction_reason,scraped,swe_filtered,24095,24095,100.0,1
llm_extraction_coverage,kaggle_arshkon,swe_filtered,5019,5019,100.0,2
llm_extraction_coverage,kaggle_asaniczka,swe_filtered,23213,23213,100.0,3
llm_extraction_coverage,scraped,swe_filtered,24095,24095,100.0,1
needs_llm_classification,kaggle_arshkon,swe_filtered,5019,5019,100.0,2
needs_llm_classification,kaggle_asaniczka,swe_filtered,23213,23213,100.0,2
needs_llm_classification,scraped,swe_filtered,24095,24095,100.0,2
classification_input_hash,kaggle_arshkon,swe_filtered,5019,3133,62.42,2905
classification_input_hash,kaggle_asaniczka,swe_filtered,23213,8722,37.57,7318
classification_input_hash,scraped,swe_filtered,24095,13211,54.83,11136
llm_classification_reason,kaggle_arshkon,swe_filtered,5019,5019,100.0,3
llm_classification_reason,kaggle_asaniczka,swe_filtered,23213,23213,100.0,3
llm_classification_reason,scraped,swe_filtered,24095,24095,100.0,2
swe_classification_llm,kaggle_arshkon,swe_filtered,5019,0,0.0,0
swe_classification_llm,kaggle_asaniczka,swe_filtered,23213,0,0.0,0
swe_classification_llm,scraped,swe_filtered,24095,0,0.0,0
seniority_llm,kaggle_arshkon,swe_filtered,5019,0,0.0,0
seniority_llm,kaggle_asaniczka,swe_filtered,23213,0,0.0,0
seniority_llm,scraped,swe_filtered,24095,0,0.0,0
ghost_assessment_llm,kaggle_arshkon,swe_filtered,5019,0,0.0,0
ghost_assessment_llm,kaggle_asaniczka,swe_filtered,23213,0,0.0,0
ghost_assessment_llm,scraped,swe_filtered,24095,0,0.0,0
yoe_min_years_llm,kaggle_arshkon,swe_filtered,5019,0,0.0,0
yoe_min_years_llm,kaggle_asaniczka,swe_filtered,23213,0,0.0,0
yoe_min_years_llm,scraped,swe_filtered,24095,0,0.0,0
llm_model_classification,kaggle_arshkon,swe_filtered,5019,0,0.0,0
llm_model_classification,kaggle_asaniczka,swe_filtered,23213,0,0.0,0
llm_model_classification,scraped,swe_filtered,24095,0,0.0,0
llm_prompt_version_classification,kaggle_arshkon,swe_filtered,5019,0,0.0,0
llm_prompt_version_classification,kaggle_asaniczka,swe_filtered,23213,0,0.0,0
llm_prompt_version_classification,scraped,swe_filtered,24095,0,0.0,0
llm_classification_coverage,kaggle_arshkon,swe_filtered,5019,5019,100.0,3
llm_classification_coverage,kaggle_asaniczka,swe_filtered,23213,23213,100.0,3
llm_classification_coverage,scraped,swe_filtered,24095,24095,100.0,2
