period,n,token,count,rate,n_titles_in_period
2024-01,2,software engineer,368,0.3420074349442379,1076
2024-01,2,systems engineer,147,0.1366171003717472,1076
2024-01,2,senior software,106,0.09851301115241635,1076
2024-01,2,engineer iii,61,0.056691449814126396,1076
2024-01,2,full stack,44,0.040892193308550186,1076
2024-01,2,test engineer,43,0.039962825278810406,1076
2024-01,2,data engineer,42,0.03903345724907063,1076
2024-01,2,software developer,30,0.027881040892193308,1076
2024-01,2,application engineer,29,0.02695167286245353,1076
2024-01,2,system engineer,28,0.026022304832713755,1076
2024-01,2,embedded software,27,0.02509293680297398,1076
2024-01,2,with security,26,0.024163568773234202,1076
2024-01,2,security clearance,26,0.024163568773234202,1076
2024-01,2,reliability engineer,21,0.019516728624535316,1076
2024-01,2,application developer,20,0.01858736059479554,1076
2024-01,2,java developer,20,0.01858736059479554,1076
2024-01,2,product engineer,20,0.01858736059479554,1076
2024-01,2,infrastructure engineer,18,0.016728624535315983,1076
2024-01,2,engineer principal,18,0.016728624535315983,1076
2024-01,2,automation engineer,17,0.015799256505576207,1076
2024-01,2,software development,16,0.01486988847583643,1076
2024-01,2,stack developer,16,0.01486988847583643,1076
2024-01,2,senior data,15,0.013940520446096654,1076
2024-01,2,development engineer,15,0.013940520446096654,1076
2024-01,2,web developer,15,0.013940520446096654,1076
2024-01,2,devops engineer,14,0.013011152416356878,1076
2024-01,2,engineer with,13,0.012081784386617101,1076
2024-01,2,site reliability,13,0.012081784386617101,1076
2024-01,2,usa software,13,0.012081784386617101,1076
2024-01,2,computer scientist,12,0.011152416356877323,1076
2024-01,2,platform engineer,12,0.011152416356877323,1076
2024-01,2,senior systems,11,0.010223048327137546,1076
2024-01,2,engineer senior,11,0.010223048327137546,1076
2024-01,2,principal systems,11,0.010223048327137546,1076
2024-01,2,principal software,11,0.010223048327137546,1076
2024-01,2,quality assurance,11,0.010223048327137546,1076
2024-01,2,python developer,11,0.010223048327137546,1076
2024-01,2,engineer data,10,0.00929368029739777,1076
2024-01,2,lead software,9,0.008364312267657992,1076
2024-01,2,staff software,9,0.008364312267657992,1076
2024-01,2,stack software,9,0.008364312267657992,1076
2024-01,2,engineer backend,9,0.008364312267657992,1076
2024-01,2,sr software,9,0.008364312267657992,1076
2024-01,2,sr systems,9,0.008364312267657992,1076
2024-01,2,engineer systems,9,0.008364312267657992,1076
2024-01,2,front end,9,0.008364312267657992,1076
2024-01,2,assurance engineer,9,0.008364312267657992,1076
2024-01,2,firmware engineer,9,0.008364312267657992,1076
2024-01,2,engineer c,8,0.007434944237918215,1076
2024-01,2,machine learning,8,0.007434944237918215,1076
2024-04,2,software engineer,100,0.28901734104046245,346
