period,n,token,count,rate,n_titles_in_period
2024-04,2,data engineer,25,0.07225433526011561,346
2024-04,2,systems engineer,25,0.07225433526011561,346
2024-04,2,application engineer,19,0.05491329479768786,346
2024-04,2,senior software,14,0.04046242774566474,346
2024-04,2,product engineer,11,0.031791907514450865,346
2024-04,2,reliability engineer,10,0.028901734104046242,346
2024-04,2,full stack,10,0.028901734104046242,346
2024-04,2,machine learning,9,0.02601156069364162,346
2024-04,2,test engineer,9,0.02601156069364162,346
2024-04,2,software development,9,0.02601156069364162,346
2024-04,2,development engineer,9,0.02601156069364162,346
2024-04,2,site reliability,8,0.023121387283236993,346
2024-04,2,cloud engineer,8,0.023121387283236993,346
2024-04,2,learning engineer,7,0.02023121387283237,346
2024-04,2,software developer,7,0.02023121387283237,346
2024-04,2,system engineer,6,0.017341040462427744,346
2024-04,2,application developer,5,0.014450867052023121,346
2024-04,2,frontend developer,5,0.014450867052023121,346
2024-04,2,senior data,5,0.014450867052023121,346
2024-04,2,engineer remote,5,0.014450867052023121,346
2024-04,2,quality assurance,5,0.014450867052023121,346
2024-04,2,assurance engineer,5,0.014450867052023121,346
2024-04,2,salesforce developer,4,0.011560693641618497,346
2024-04,2,engineer hybrid,4,0.011560693641618497,346
2024-04,2,automation engineer,4,0.011560693641618497,346
2024-04,2,engineer iii,4,0.011560693641618497,346
2024-04,2,engineer aws,4,0.011560693641618497,346
2024-04,2,aws python,4,0.011560693641618497,346
2024-04,2,python airflow,4,0.011560693641618497,346
2024-04,2,airflow rds,4,0.011560693641618497,346
2024-04,2,engineer full,3,0.008670520231213872,346
2024-04,2,platform engineer,3,0.008670520231213872,346
2024-04,2,devops engineer,3,0.008670520231213872,346
2024-04,2,sales application,3,0.008670520231213872,346
2024-04,2,python developer,3,0.008670520231213872,346
2024-04,2,back end,3,0.008670520231213872,346
2024-04,2,end developer,3,0.008670520231213872,346
2024-04,2,firmware engineer,3,0.008670520231213872,346
2024-04,2,java developer,3,0.008670520231213872,346
2024-04,2,software dev,3,0.008670520231213872,346
2024-04,2,engineer federal,3,0.008670520231213872,346
2024-04,2,software quality,3,0.008670520231213872,346
2024-04,2,front-end engineer,2,0.005780346820809248,346
2024-04,2,big data,2,0.005780346820809248,346
2024-04,2,science software,2,0.005780346820809248,346
2024-04,2,engineer azure,2,0.005780346820809248,346
2024-04,2,azure python,2,0.005780346820809248,346
2024-04,2,python sql,2,0.005780346820809248,346
2024-04,2,developer with,2,0.005780346820809248,346
2026-03,2,software engineer,534,0.5184466019417475,1030
2026-03,2,engineer iii,75,0.07281553398058252,1030
2026-03,2,full stack,60,0.05825242718446602,1030
2026-03,2,data engineer,58,0.05631067961165048,1030
2026-03,2,machine learning,43,0.04174757281553398,1030
2026-03,2,learning engineer,38,0.036893203883495145,1030
2026-03,2,systems engineer,37,0.035922330097087375,1030
2026-03,2,senior software,32,0.031067961165048542,1030
2026-03,2,ai engineer,28,0.027184466019417475,1030
2026-03,2,google cloud,28,0.027184466019417475,1030
2026-03,2,test engineer,25,0.024271844660194174,1030
2026-03,2,embedded software,22,0.021359223300970873,1030
2026-03,2,software developer,21,0.020388349514563107,1030
2026-03,2,software development,21,0.020388349514563107,1030
2026-03,2,development engineer,21,0.020388349514563107,1030
2026-03,2,devops engineer,20,0.019417475728155338,1030
2026-03,2,stack software,19,0.018446601941747572,1030
2026-03,2,reliability engineer,17,0.01650485436893204,1030
2026-03,2,cloud engineer,16,0.015533980582524271,1030
2026-03,2,application engineer,15,0.014563106796116505,1030
2026-03,2,site reliability,14,0.013592233009708738,1030
2026-03,2,stack developer,13,0.01262135922330097,1030
2026-03,2,system engineer,13,0.01262135922330097,1030
2026-03,2,security software,13,0.01262135922330097,1030
2026-03,2,engineer starlink,12,0.011650485436893204,1030
2026-03,2,iii ai/ml,12,0.011650485436893204,1030
2026-03,2,engineer ai,11,0.010679611650485437,1030
2026-03,2,product engineer,10,0.009708737864077669,1030
2026-03,2,engineer full,10,0.009708737864077669,1030
2026-03,2,engineer in,10,0.009708737864077669,1030
2026-03,2,in test,10,0.009708737864077669,1030
2026-03,2,iii infrastructure,10,0.009708737864077669,1030
2026-03,2,java software,10,0.009708737864077669,1030
2026-03,2,infrastructure engineer,10,0.009708737864077669,1030
2026-03,2,engineer c,9,0.008737864077669903,1030
2026-03,2,engineer cloud,9,0.008737864077669903,1030
2026-03,2,staff software,9,0.008737864077669903,1030
2026-03,2,engineer data,9,0.008737864077669903,1030
2026-03,2,engineer hybrid,8,0.007766990291262136,1030
2026-03,2,infrastructure google,8,0.007766990291262136,1030
2026-03,2,platform engineer,7,0.006796116504854369,1030
2026-03,2,front end,7,0.006796116504854369,1030
2026-03,2,stack engineer,7,0.006796116504854369,1030
2026-03,2,iii google,7,0.006796116504854369,1030
2026-03,2,engineer mid,7,0.006796116504854369,1030
2026-03,2,iii full,7,0.006796116504854369,1030
2026-03,2,ai/ml google,7,0.006796116504854369,1030
2026-03,2,quality assurance,7,0.006796116504854369,1030
2026-03,2,iii mobile,7,0.006796116504854369,1030
2026-03,2,lead ai,7,0.006796116504854369,1030
2026-04,2,software engineer,599,0.5054852320675105,1185
2026-04,2,engineer iii,92,0.07763713080168777,1185
2026-04,2,full stack,60,0.05063291139240506,1185
2026-04,2,systems engineer,57,0.04810126582278481,1185
2026-04,2,machine learning,46,0.038818565400843885,1185
2026-04,2,data engineer,46,0.038818565400843885,1185
2026-04,2,learning engineer,37,0.031223628691983123,1185
2026-04,2,embedded software,36,0.030379746835443037,1185
2026-04,2,ai engineer,32,0.0270042194092827,1185
2026-04,2,software developer,28,0.02362869198312236,1185
2026-04,2,senior software,27,0.02278481012658228,1185
2026-04,2,site reliability,27,0.02278481012658228,1185
2026-04,2,application engineer,25,0.02109704641350211,1185
2026-04,2,reliability engineer,24,0.020253164556962026,1185
2026-04,2,test engineer,24,0.020253164556962026,1185
2026-04,2,devops engineer,23,0.019409282700421943,1185
2026-04,2,development engineer,21,0.017721518987341773,1185
2026-04,2,google cloud,21,0.017721518987341773,1185
2026-04,2,software development,20,0.016877637130801686,1185
2026-04,2,stack engineer,18,0.015189873417721518,1185
2026-04,2,iii infrastructure,15,0.012658227848101266,1185
2026-04,2,engineer ai,13,0.010970464135021098,1185
2026-04,2,stack developer,13,0.010970464135021098,1185
2026-04,2,stack software,12,0.010126582278481013,1185
2026-04,2,engineer backend,11,0.009282700421940928,1185
2026-04,2,engineer starlink,11,0.009282700421940928,1185
2026-04,2,in test,11,0.009282700421940928,1185
2026-04,2,ai/ml engineer,10,0.008438818565400843,1185
2026-04,2,automation engineer,10,0.008438818565400843,1185
2026-04,2,engineer in,10,0.008438818565400843,1185
2026-04,2,cloud engineer,10,0.008438818565400843,1185
2026-04,2,qa engineer,9,0.007594936708860759,1185
2026-04,2,product engineer,9,0.007594936708860759,1185
2026-04,2,engineer embedded,9,0.007594936708860759,1185
2026-04,2,artificial intelligence,9,0.007594936708860759,1185
2026-04,2,iii google,9,0.007594936708860759,1185
2026-04,2,system engineer,9,0.007594936708860759,1185
2026-04,2,iii ai/ml,9,0.007594936708860759,1185
2026-04,2,application developer,8,0.006751054852320675,1185
2026-04,2,staff software,8,0.006751054852320675,1185
2026-04,2,web developer,8,0.006751054852320675,1185
2026-04,2,top secret,8,0.006751054852320675,1185
2026-04,2,engineer mid,8,0.006751054852320675,1185
2026-04,2,backend engineer,8,0.006751054852320675,1185
2026-04,2,infrastructure google,8,0.006751054852320675,1185
2026-04,2,infrastructure engineer,7,0.00590717299578059,1185
2026-04,2,backend software,7,0.00590717299578059,1185
2026-04,2,agentic ai,7,0.00590717299578059,1185
2026-04,2,engineer top,7,0.00590717299578059,1185
2026-04,2,engineer aws,7,0.00590717299578059,1185
