claim,n_firms_panel,mean_delta_raw_pp,mean_delta_core_pp,pct_firms_up_raw,pct_firms_up_core,pct_firms_up10_raw,pct_firms_up10_core,mean_bp_share_change_2026_2024,sd_bp_share_change,verdict
H2 within-firm mean delta on 292-firm panel,292,19.36178748289379,17.55131366358284,75.0,73.28767123287672,61.3013698630137,60.61643835616438,0.02351857064103797,0.12283491254298835,WEAKENS
