claim,bt_rate_raw,bt_rate_core,rest_rate_raw,rest_rate_core,gap_raw_pp,gap_core_pp,verdict
H6 Big Tech minus Rest (2026-04),0.44016227180527384,0.3742393509127789,0.27268539843390144,0.23575925072931062,16.74768733713724,13.848010018346827,SURVIVES
