yr,n_total,n_topic1,n_topic1_ai_raw,n_topic1_ai_core,pct_topic1,topic1_ai_raw,topic1_ai_core
2024,17784,436.0,225.0,211.0,2.4516419253261357,0.5160550458715596,0.48394495412844035
2026,19219,2449.0,2065.0,2000.0,12.742598470263802,0.8432013066557779,0.8166598611678236
