substrate,scenario,bay_n,rest_n,bay_pct,rest_pct,gap_pp
raw,original,1010,2087,15.643564356435643,9.535218016291328,6.108346340144315
raw,self_excluded,785,2044,9.29936305732484,9.735812133072406,-0.4364490757475661
core,original,799,1791,12.14017521902378,10.664433277498604,1.4757419415251753
core,self_excluded,600,1752,6.166666666666667,10.901826484018265,-4.735159817351598
