period,ai_tag,n,n_inflated,n_ghost,n_realistic,inflated_rate,ghost_rate,any_non_realistic
2024-01,ai_mentioned,533,28.0,2.0,503.0,0.0525328330206379,0.00375234521575985,0.056285178236397754
2024-01,no_ai,17591,1035.0,36.0,16520.0,0.058836905235631856,0.0020465010516741516,0.060883406287306006
2024-04,ai_mentioned,210,16.0,0.0,194.0,0.0761904761904762,0.0,0.0761904761904762
2024-04,no_ai,4477,320.0,18.0,4139.0,0.07147643511279875,0.0040205494750949295,0.07549698458789368
2026-03,ai_mentioned,3152,138.0,3.0,3011.0,0.04378172588832487,0.0009517766497461929,0.04473350253807107
2026-03,no_ai,8656,438.0,24.0,8194.0,0.0506007393715342,0.0027726432532347504,0.05337338262476895
2026-04,ai_mentioned,3985,179.0,3.0,3803.0,0.04491844416562108,0.000752823086574655,0.04567126725219574
2026-04,no_ai,10022,601.0,17.0,9404.0,0.05996807024545999,0.001696268209938136,0.06166433845539813
