claim,swe_delta_raw_pp,swe_delta_core_pp,control_delta_raw_pp,control_delta_core_pp,ratio_raw,ratio_core,verdict
H1 SWE-vs-control delta ratio (2024-01 -> 2026-04),25.506355734493585,22.619350901197986,1.1113777509339409,0.5942107998099305,22.950212664469344,38.06620631673677,SURVIVES
