period,bucket,n,mean_tech_count,mean_breadth_resid,mean_scope_density,mean_cred_stack,ai_rate
2024-01,a_junior_titled,90,5.444444444444445,-0.6813456869402813,0.2989137116259574,3.688888888888889,0.011111111111111112
2024-01,b_other_explicit_marker,456,4.519736842105263,-2.3470577620696442,0.2447459565517395,4.140350877192983,0.008771929824561403
2024-01,c_unlabelled_yoe_le2,1076,4.589219330855019,-1.7258000918144691,0.28426649629228884,4.315985130111524,0.011152416356877323
2024-01,d_other,16502,5.410616894921827,-0.8665817386535986,0.29590777360687426,4.086474366743425,0.008241425281784027
2024-04,a_junior_titled,48,5.833333333333333,-0.40565803233029435,0.28289494007344285,3.6666666666666665,0.0
2024-04,b_other_explicit_marker,183,4.923497267759563,-1.5494900721806881,0.2902714806473469,4.054644808743169,0.01092896174863388
2024-04,c_unlabelled_yoe_le2,346,5.355491329479769,-0.895906041460601,0.3021367663145864,4.199421965317919,0.023121387283236993
2024-04,d_other,4110,5.72287104622871,-0.17098734641420799,0.3308675987595617,3.7126520681265207,0.012408759124087591
2026-03,a_junior_titled,92,8.826086956521738,3.5672509622093203,0.2653940631879127,3.891304347826087,0.14130434782608695
2026-03,b_other_explicit_marker,789,6.726235741444867,0.4341689997943921,0.42071930625375287,4.518377693282636,0.10899873257287707
2026-03,c_unlabelled_yoe_le2,1030,6.437864077669903,0.07106452074206154,0.41598887224428094,4.732038834951457,0.10485436893203884
2026-03,d_other,9897,7.472769526119026,1.4519166720238021,0.4742069683144656,4.474689299787815,0.1319591795493584
2026-04,a_junior_titled,110,7.290909090909091,1.510922845391761,0.3278125259336342,4.109090909090909,0.11818181818181818
2026-04,b_other_explicit_marker,802,6.824189526184538,0.41247423702922054,0.41530806700432255,4.644638403990025,0.11221945137157108
2026-04,c_unlabelled_yoe_le2,1185,6.10464135021097,-0.3583929175326966,0.42049615478071856,4.7215189873417724,0.1257383966244726
2026-04,d_other,11910,7.58623005877414,1.4667476337811918,0.46567546213134237,4.45071368597817,0.14920235096557516
