analysis_group,subgroup,ai_canonical_rate_2024,ai_canonical_rate_2026,ai_strict_v1_rate_2024,ai_strict_v1_rate_2026,n_2024,n_2026,worker_any_mid,worker_daily_mid,is_headline,delta_2024_2026_canonical,delta_2024_2026_strict_v1
control,accountant,0.0004463289444320464,0.007977800901838363,0.0002231644722160232,0.003815469996531391,4481,2883,0.5,0.2,True,0.007531471957406316,0.0035923055243153677
control,civil_engineer,0.0,0.007211538461538462,0.0,0.0,274,416,0.22,0.08,True,0.007211538461538462,0.0
control,electrical_engineer,0.001277139208173691,0.01634877384196185,0.0,0.0009082652134423251,783,1101,0.3,0.12,True,0.015071634633788161,0.0009082652134423251
control,financial_analyst,0.0,0.017361111111111112,0.0,0.010416666666666666,763,864,0.3,0.12,True,0.017361111111111112,0.010416666666666666
control,mechanical_engineer,0.0,0.010384215991692628,0.0,0.0010384215991692627,539,963,0.25,0.1,True,0.010384215991692628,0.0010384215991692627
control,nurse,0.0,0.00015008254539996998,0.0,0.0,12961,6663,0.15,0.05,True,0.00015008254539996998,0.0
control,other_control,0.0,0.0010976948408342481,0.0,0.0,2642,911,,,False,0.0010976948408342481,0.0
swe,ml_engineer,0.41192411924119243,0.738870792616721,0.12195121951219512,0.46959826275787186,369,1842,0.85,0.6,False,0.3269466733755285,0.34764704324567675
swe,other_swe,0.016218389777499776,0.20139211136890953,0.004378518452327763,0.1061801307740983,22382,23705,0.79,0.506,True,0.18517372159140974,0.10180161232177054
swe_adjacent,data_analyst,0.01079136690647482,0.04785276073619632,0.0,0.0196319018404908,556,815,0.6,0.3,True,0.0370613938297215,0.0196319018404908
swe_adjacent,data_engineer,0.041666666666666664,0.28169014084507044,0.0,0.1056338028169014,24,142,0.75,0.4,True,0.24002347417840378,0.1056338028169014
swe_adjacent,data_scientist,0.16343825665859565,0.39935181850918255,0.0387409200968523,0.17032769175369103,826,2777,0.75,0.45,True,0.2359135618505869,0.13158677165683874
swe_adjacent,devops_engineer,0.0,0.16666666666666666,0.0,0.16666666666666666,12,6,0.7,0.4,True,0.16666666666666666,0.16666666666666666
swe_adjacent,ml_engineer,0.7567567567567568,0.8432432432432433,0.35135135135135137,0.6270270270270271,37,185,0.85,0.6,True,0.08648648648648649,0.2756756756756757
swe_adjacent,network_engineer,0.0,0.01276595744680851,0.0,0.00425531914893617,1380,1410,0.35,0.15,True,0.01276595744680851,0.00425531914893617
swe_adjacent,other_adjacent,0.018302447952413637,0.24632569077013522,0.004118050789293068,0.12904174015285128,4371,3402,,,False,0.22802324281772157,0.1249236893635582
swe_adjacent,qa_engineer,0.0,0.03628601921024546,0.0,0.017075773745997867,1085,937,0.5,0.25,True,0.03628601921024546,0.017075773745997867
swe_adjacent,security_engineer,0.007945516458569807,0.13431613431613432,0.0022701475595913734,0.045454545454545456,881,2442,0.4,0.18,True,0.1263706178575645,0.04318439789495408
swe_adjacent,solutions_architect,0.0200445434298441,0.2556131260794473,0.005567928730512249,0.14853195164075994,898,579,0.65,0.35,True,0.2355685826496032,0.14296402291024768
swe_adjacent,systems_admin,0.0,0.017699115044247787,0.0,0.008849557522123894,1703,113,0.4,0.18,True,0.017699115044247787,0.008849557522123894
