regex,fs_rate_raw,fs_rate_core,swe_rate_raw,swe_rate_core,fs_minus_swe_raw_pp,fs_minus_swe_core_pp
canonical_broad,0.26108647450110867,0.24279379157427938,0.3232920149899106,0.27659267800518883,-6.220554048880195,-3.3798886430909447
strict_v9like,0.23004434589800443,0.2178492239467849,0.2784664168348227,0.24834246180455463,-4.842207093681827,-3.049323785776972
tooling_only,0.22838137472283815,0.21618625277161863,0.2716921302969155,0.2402709714615163,-4.331075557407738,-2.4084718689897673
