cutoff,n_metros,n_hubs,delta_min_pp,delta_max_pp,delta_unweighted_mean_pp,delta_volume_weighted_pp,hub_mean_delta_pp,rest_mean_delta_pp,premium_pp
30,26,5,13.030796364129696,28.705011523580627,20.279622528253544,20.50970932865101,23.86464436335071,19.426045900849452,4.438598462501256
50,26,5,13.030796364129696,28.705011523580627,20.279622528253544,20.50970932865101,23.86464436335071,19.426045900849452,4.438598462501256
100,24,4,13.030796364129696,28.705011523580627,20.308032201832248,20.370676160634897,23.668923495901645,19.635853943018365,4.033069552883281
200,20,4,13.030796364129696,28.705011523580627,19.568952163988104,20.207440971070348,23.668923495901645,18.543959331009717,5.124964164891926
