cohort,n_postings,n_firms,ai_rate,mean_yoe,median_yoe,n,ai_density_ratio_vs_general
FDE_2026,52.0,38.0,0.5384615384615384,4.285714285714286,4.0,,1.9479061146194796
general_SWE_2026,,,0.27643095035241266,5.352462213554364,5.0,25822.0,1.0
