period,n,mean_desc_len,mean_core_len,mean_desc_len_runtime
2024-01,18129,3881.4461911853937,2303.7413059103224,3881.4461911853937
2024-04,4691,3305.6418674056704,1967.5836192109778,3305.6418674056704
2026-03,19740,4975.147011144883,2616.975369879415,4975.147011144883
2026-04,25577,4830.227860968839,2619.3486291486292,4830.227860968839
