period,ai_tag,n,n_inflated,n_ghost,n_realistic,inflated_rate,ghost_rate,any_non_realistic
2024-01,ai_mentioned,350,19.0,0.0,331.0,0.054285714285714284,0.0,0.054285714285714284
2024-01,no_ai,17736,1044.0,37.0,16655.0,0.05886332882273342,0.0020861524582769506,0.060949481281010374
2024-04,ai_mentioned,165,15.0,0.0,150.0,0.09090909090909091,0.0,0.09090909090909091
2024-04,no_ai,4499,319.0,18.0,4162.0,0.07090464547677261,0.004000889086463659,0.07490553456323627
2026-03,ai_mentioned,2695,126.0,3.0,2566.0,0.046753246753246755,0.0011131725417439704,0.04786641929499073
2026-03,no_ai,8996,444.0,24.0,8528.0,0.0493552690084482,0.0026678523788350376,0.05202312138728324
2026-04,ai_mentioned,3439,158.0,2.0,3279.0,0.045943588252398956,0.0005815644082582146,0.04652515266065717
2026-04,no_ai,10410,617.0,18.0,9775.0,0.059269932756964454,0.001729106628242075,0.06099903938520653
