silhouette_5d,inter_intra_ratio_384d,mean_inter_centroid_cosine,mean_intra_nn_cosine,ari_42_vs_1337,ari_42_vs_2026,ari_1337_vs_2026,ari_mean,primary_min_cluster_size
0.26473698019981384,0.6829279546063267,0.14027661085128784,0.20540469884872437,0.04401170737809089,0.9573998720153937,0.042951280534224104,0.3481209533092362,20
