period,n_total,OP_A_junior_title_n,OP_A_junior_title_rate,OP_A2_junior_jr_title_n,OP_A2_junior_jr_title_rate,OP_B_explicit_entry_family_n,OP_B_explicit_entry_family_rate,OP_C_junior_in_desc_n,OP_C_junior_in_desc_rate,OP_E_levelcode_title_n,OP_E_levelcode_title_rate,OP_F_any_explicit_title_n,OP_F_any_explicit_title_rate
2024-01,18124,69.0,0.0038071065989847717,90.0,0.004965791216067094,177.0,0.009766056058265284,1529.0,0.08436327521518429,371.0,0.020470094901787684,546.0,0.030125800044140366
2024-04,4687,38.0,0.00810753147002347,48.0,0.01024109238318754,89.0,0.01898869212716023,451.0,0.09622359718369959,143.0,0.030509921058246212,231.0,0.04928525709409003
2026-03,11808,75.0,0.0063516260162601625,92.0,0.007791327913279133,330.0,0.027947154471544715,1388.0,0.11754742547425474,560.0,0.04742547425474255,881.0,0.07461043360433604
2026-04,14007,87.0,0.006211180124223602,110.0,0.007853216249018347,285.0,0.020346969372456628,1629.0,0.11629899336046262,632.0,0.04512029699435996,912.0,0.06511030199186121
