metric,value
"T36 ai-vocab comparison mean (canonical, AI-strict, exploration archive)",0.03596666666666667
T36 ai-vocab comparison mean as percentage,3.5966666666666667
Neighbor titles weighted AI-strict rate on unified_core 2026 (re-derived),0.11845102505694761
Market AI-strict rate on unified_core 2026 SWE,0.27643095035241266
Market AI-strict rate as percentage,27.643095035241267
