bertopic_topic,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
-1,0.2,0.034482758620689655,0.1111111111111111,0.034482758620689655,0.07142857142857142,0.0,0.07142857142857142,0.1111111111111111,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.1111111111111111,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.034482758620689655,0.0,0.07142857142857142,0.2,0.1111111111111111
0,0.42857142857142855,0.0,0.07142857142857142,0.034482758620689655,0.0,0.0,0.034482758620689655,0.2,0.0,0.0,0.034482758620689655,0.07142857142857142,0.07142857142857142,0.0,0.034482758620689655,0.0,0.1111111111111111,0.034482758620689655,0.0,0.034482758620689655,0.15384615384615385,0.07142857142857142
1,0.034482758620689655,0.30434782608695654,0.0,0.034482758620689655,0.1111111111111111,0.0,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.0
2,0.1111111111111111,0.034482758620689655,0.07142857142857142,0.15384615384615385,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.1111111111111111,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.2,0.0
3,0.0,0.034482758620689655,0.0,0.0,0.15384615384615385,0.034482758620689655,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.07142857142857142,0.0,0.034482758620689655,0.2,0.0,0.0,0.034482758620689655,0.15384615384615385,0.034482758620689655,0.0
4,0.2,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.034482758620689655,0.30434782608695654,0.0,0.0,0.0,0.034482758620689655,0.1111111111111111,0.0,0.034482758620689655,0.0,0.15384615384615385,0.0,0.0,0.0,0.1111111111111111,0.0
5,0.07142857142857142,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.2,0.15384615384615385,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.07142857142857142,0.07142857142857142
6,0.07142857142857142,0.0,0.15384615384615385,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.07142857142857142,0.25,0.0,0.1111111111111111,0.034482758620689655,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142
7,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.42857142857142855,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.07142857142857142,0.1111111111111111
8,0.15384615384615385,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.07142857142857142,0.0,0.034482758620689655,0.0,0.0,0.42857142857142855,0.0,0.034482758620689655,0.07142857142857142,0.0,0.0,0.0,0.034482758620689655,0.07142857142857142,0.034482758620689655
9,0.2,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.034482758620689655,0.2,0.0,0.0,0.0,0.034482758620689655,0.07142857142857142,0.0,0.07142857142857142,0.0,0.30434782608695654,0.0,0.0,0.0,0.15384615384615385,0.0
10,0.15384615384615385,0.0,0.1111111111111111,0.034482758620689655,0.0,0.0,0.0,0.07142857142857142,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.1111111111111111,0.0,0.0,0.0,0.0,0.2,0.034482758620689655,0.0,0.034482758620689655,0.1111111111111111,0.2
11,0.034482758620689655,0.0,0.034482758620689655,0.0,0.1111111111111111,0.25,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.1111111111111111,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655
12,0.07142857142857142,0.034482758620689655,0.15384615384615385,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.25,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.034482758620689655,0.07142857142857142
13,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655
14,0.1111111111111111,0.07142857142857142,0.1111111111111111,0.034482758620689655,0.0,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.1111111111111111,0.1111111111111111,0.0,0.07142857142857142,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142
15,0.1111111111111111,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.2,0.07142857142857142,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.07142857142857142,0.034482758620689655
16,0.07142857142857142,0.034482758620689655,0.15384615384615385,0.0,0.1111111111111111,0.0,0.0,0.034482758620689655,0.2,0.15384615384615385,0.0,0.07142857142857142,0.034482758620689655,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.0,0.07142857142857142,0.07142857142857142
17,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0
18,0.034482758620689655,0.0,0.25,0.0,0.0,0.034482758620689655,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.07142857142857142
19,0.15384615384615385,0.0,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.1111111111111111,0.034482758620689655,0.07142857142857142,0.07142857142857142,0.034482758620689655,0.07142857142857142,0.0,0.0,0.1111111111111111,0.07142857142857142,0.0,0.0,0.0,0.30434782608695654,0.034482758620689655
20,0.1111111111111111,0.034482758620689655,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.07142857142857142
21,0.1111111111111111,0.0,0.07142857142857142,0.0,0.07142857142857142,0.034482758620689655,0.0,0.034482758620689655,0.0,0.034482758620689655,0.07142857142857142,0.07142857142857142,0.034482758620689655,0.0,0.0,0.1111111111111111,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.07142857142857142,0.1111111111111111,0.07142857142857142
