period2,sen_combined,is_aggregator,hedge_count__mean,hedge_count__median,firm_count__mean,firm_count__median,aspiration_ratio__mean,aspiration_ratio__median,n_distinct_tech__mean,n_distinct_tech__median,scope_count__mean,scope_count__median,kitchen_sink_score__mean,kitchen_sink_score__median,ai_count__mean,ai_count__median,senior_scope_n__mean,senior_scope_n__median,n
2024,associate,False,2.397590361445783,3.0,0.04819277108433735,0.0,2.397590361445783,3.0,6.253012048192771,7.0,0.060240963855421686,0.0,0.5301204819277109,0.0,1.5542168674698795,2.0,0.060240963855421686,0.0,83
2024,associate,True,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024,entry,False,0.8414096916299559,1.0,0.44933920704845814,0.0,0.7951541850220264,0.5,5.484581497797357,4.0,0.14537444933920704,0.0,1.13215859030837,0.0,0.2511013215859031,0.0,0.13215859030837004,0.0,227
2024,entry,True,1.0714285714285714,0.5,0.7857142857142857,1.0,0.9285714285714286,0.25,5.785714285714286,4.5,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,14
2024,mid-senior,False,0.8125446747676912,1.0,0.4635453895639743,0.0,0.7728585894686681,1.0,6.983917083631165,6.0,0.3777698355968549,0.0,2.7619728377412436,0.0,0.17512508934953538,0.0,0.34774839170836314,0.0,5596
2024,mid-senior,True,0.7560397915679773,1.0,0.3604926575082899,0.0,0.7398547291962735,1.0,9.17243012790147,9.0,0.5101847465656087,0.0,2.5840833728090953,0.0,0.2728564661297963,0.0,0.5011842728564662,0.0,2111
2024,other,False,0.777849951282884,1.0,0.4795063332250731,0.0,0.7403594240554293,0.5,5.938616433907113,5.0,0.3217927898668399,0.0,2.119779149074375,0.0,0.1481000324780773,0.0,0.297044494965898,0.0,15395
2024,other,True,0.8049947970863683,1.0,0.2917793964620187,0.0,0.7866805411030177,1.0,8.294276795005203,7.0,0.38189386056191466,0.0,2.2984391259105097,0.0,0.3744016649323621,0.0,0.31196670135275756,0.0,4805
2026,associate,False,1.5185185185185186,1.0,0.4074074074074074,0.0,1.5185185185185186,1.0,8.925925925925926,9.0,0.48148148148148145,0.0,6.296296296296297,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0,27
2026,associate,True,0.6666666666666666,1.0,0.3333333333333333,0.0,0.6666666666666666,1.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2026,entry,False,1.1865443425076452,1.0,0.40978593272171254,0.0,1.1865443425076452,1.0,6.5474006116207955,5.0,0.5932721712538226,0.0,3.706422018348624,0.0,0.8960244648318043,0.0,0.4801223241590214,0.0,327
2026,entry,True,1.2698412698412698,1.0,0.5079365079365079,0.0,1.2698412698412698,1.0,7.73015873015873,7.0,0.30158730158730157,0.0,2.2222222222222223,0.0,0.6507936507936508,0.0,0.30158730158730157,0.0,63
2026,mid-senior,False,1.0601923673596028,1.0,0.4365497983245423,0.0,1.0351122142931015,1.0,8.741855414210363,8.0,0.8762022959975179,1.0,7.879925535215637,0.0,0.9609059882097425,0.0,0.7604716103009619,1.0,3223
2026,mid-senior,True,1.0168269230769231,1.0,0.41346153846153844,0.0,0.9743589743589743,1.0,9.132211538461538,8.0,0.5721153846153846,0.0,5.8125,0.0,0.8028846153846154,0.0,0.5168269230769231,0.0,416
2026,other,False,1.1791072980838277,1.0,0.525454476737594,0.0,1.1345603890295677,1.0,8.92845534600703,8.0,0.8222910918779999,0.0,7.89599002229865,0.0,1.1536717185078802,1.0,0.7124229940662913,0.0,26459
2026,other,True,1.055237676056338,1.0,0.5682218309859155,0.0,1.0079958920187793,1.0,8.84330985915493,8.0,0.43661971830985913,0.0,4.700264084507042,0.0,0.8794014084507042,0.0,0.39766725352112675,0.0,4544
