period2,n,mean_hedge,mean_firm,mean_ai_count,mean_ai_prox_hedge,mean_ai_prox_firm,ai_present_rate,n_ai,ai_hedge_rate,ai_firm_rate,ai_window_aspiration_ratio
2024,28232,0.7931071124964579,0.43415273448569,0.20621989232077076,0.04183196372910173,0.007509209407764239,0.1426395579484273,3234,0.11510858506437838,0.011126968540795316,10.345008583636279
2026,35062,1.150647424562204,0.5202783640408419,1.0922936512463637,0.15777765101819632,0.018880839655467458,0.5121784267868348,12534,0.11467059306074064,0.011346796216894897,10.105988586452359
