cluster_id,share_2024,share_2026_avg,delta_pp
1,0.016516516516516516,0.0646542683475918,4.813775183107529
0,0.04466966966966967,0.06634029307595449,2.167062340628482
10,0.0063813813813813815,0.01686741199313368,1.0486030611752297
25,0.0007507507507507507,0.008433354785316503,0.7682604034565752
13,0.0063813813813813815,0.014055684965194264,0.7674303583812883
4,0.03228228228228228,0.039916493203430124,0.7634210921147841
16,0.0037537537537537537,0.01086956674439674,0.7115812990642986
20,0.0037537537537537537,0.008995784481604468,0.5242030727850714
21,0.0037537537537537537,0.008620409897245423,0.4866656143491669
31,0.0018768768768768769,0.006184900360665857,0.43080234837889797
35,0.0011261261261261261,0.00524751753351925,0.4121391407393124
18,0.005255255255255256,0.008996767873105408,0.3741512617850153
6,0.02927927927927928,0.032794912438118336,0.3515633158839057
26,0.0045045045045045045,0.0063709720810938356,0.1866467576589331
33,0.003003003003003003,0.004685368806231555,0.1682365803228552
22,0.006006006006006006,0.007496674380670569,0.1490668374664563
12,0.01126126126126126,0.012368255391830237,0.11069941305689758
32,0.0037537537537537537,0.004685649775231824,0.09318960214780704
34,0.0033783783783783786,0.004123641532444263,0.07452631540658845
23,0.0063813813813813815,0.007122002218812195,0.0740620837430813
24,0.006006006006006006,0.0061840574536650515,0.01780514476590455
28,0.005255255255255256,0.005247798502519519,-0.0007456752735736892
9,0.015015015015015015,0.012743489491689148,-0.2271525523325867
5,0.03490990990990991,0.03223276371083064,-0.26771461990792655
15,0.012387387387387387,0.00955751175539176,-0.2829875631995627
29,0.007882882882882882,0.003373313817226575,-0.45095690656563076
27,0.00975975975975976,0.0033735947862268433,-0.6386164973532917
17,0.012762762762762763,0.006184759876165723,-0.657800288659704
30,0.009384384384384385,0.0024356500210796993,-0.6948734363304685
19,0.012012012012012012,0.004872564402660607,-0.7139447609351405
3,0.04466966966966967,0.035981452112416254,-0.8688217557253415
8,0.020645645645645645,0.011618349130112952,-0.9027296515532693
14,0.01876876876876877,0.0065597130070243655,-1.2209055761744403
11,0.024024024024024024,0.007870925089028539,-1.6153098934995485
-1,0.4797297297297297,0.46158535634525644,-1.8144373384473278
2,0.05292792792792793,0.032795895829619275,-2.0132032098308654
7,0.03978978978978979,0.018552874783495824,-2.1236915006293966
