source,seniority_final_source,n,yoe_cov,metro_cov,desc_core_llm_cov,co_cov
kaggle_arshkon,llm,83,0.6385542168674698,0.5662650602409639,0.9879518072289156,0.9759036144578314
kaggle_arshkon,title_keyword,92,0.13043478260869565,0.6739130434782609,1.0,0.967391304347826
kaggle_asaniczka,llm,92,0.6413043478260869,0.717391304347826,1.0,1.0
kaggle_asaniczka,title_keyword,112,0.36607142857142855,0.7767857142857143,0.9732142857142857,1.0
scraped,llm,273,0.4139194139194139,0.8388278388278388,0.9853479853479854,1.0
scraped,title_keyword,1002,0.20459081836327345,0.653692614770459,0.3313373253493014,1.0
