term,count_a,count_b,freq_a,freq_b,z_score,abs_z,category
years_experience,498,159,0.003121454673093437,0.001045124396095573,12.035752599080823,12.035752599080823,
capital_one,185,19,0.0011595765351853128,0.00012488907877871626,9.254921663369114,9.254921663369114,
systems_engineering,144,41,0.0009025893030631624,0.0002694974857856509,6.832139749213216,6.832139749213216,System Design
protected_law,131,39,0.000821105546536627,0.00025635126696683865,6.385061961187849,6.385061961187849,
ai_engineer,8,78,5.014385017017569e-05,0.0005127025339336773,-6.26374172445002,6.26374172445002,AI/LLM
minimum_years,93,18,0.0005829222582282924,0.00011831596936931016,6.1948744387478945,6.1948744387478945,
ai_driven,5,76,3.133990635635981e-05,0.000499556315114865,-5.999535134876942,5.999535134876942,"AI/LLM, Ownership"
lockheed_martin,9,71,5.641183144144765e-05,0.0004666907680678345,-5.972862137661158,5.972862137661158,
privacy_notice,29,95,0.00018177145686688688,0.0006244453938935813,-5.818364829110383,5.818364829110383,
application_development,103,29,0.0006456020709410121,0.00019062017287277747,5.805372928420509,5.805372928420509,
job_seekers,12,70,7.521577525526354e-05,0.0004601176586584284,-5.797487789016942,5.797487789016942,
color_religion,257,132,0.0016108711867168942,0.0008676504420416078,5.785922836858681,5.785922836858681,
systems_engineer,117,38,0.0007333538087388195,0.0002497781575574325,5.771266257060938,5.771266257060938,System Design
ai_ml,23,85,0.00014416356923925512,0.0005587142997995201,-5.7647086264842695,5.7647086264842695,AI/LLM
python_javascript,13,70,8.14837565265355e-05,0.0004601176586584284,-5.732639888618815,5.732639888618815,
clicking_apply,17,74,0.00010655568161162334,0.00048641009629605284,-5.646230444589864,5.646230444589864,
career_site,4,68,2.5071925085087846e-05,0.0004469714398396161,-5.6018281016066345,5.6018281016066345,
staffing_firm,6,62,3.760788762763177e-05,0.0004075327833831794,-5.574813885963259,5.574813885963259,
website_search,79,17,0.0004951705204304849,0.00011174285995990403,5.56965951602359,5.56965951602359,
software_engineering,169,275,0.0010592888348449614,0.0018076050875866828,-5.473945386303267,5.473945386303267,
ai_generated,3,71,1.8803943813815885e-05,0.0004666907680678345,-5.452612330727943,5.452612330727943,AI/LLM
team_members,198,96,0.0012410602917118485,0.0006310185033029875,5.444200782961246,5.444200782961246,
talent_solutions,65,9,0.0004074187826326775,5.915798468465508e-05,5.426742836969659,5.426742836969659,
information_collected,3,65,1.8803943813815885e-05,0.0004272521116113978,-5.2926099434202545,5.2926099434202545,
los_angeles,19,71,0.00011909164415416726,0.0004666907680678345,-5.288266948523166,5.288266948523166,
gender_identity,342,206,0.002143649594775011,0.0013540605383376607,5.21900377023137,5.21900377023137,
privacy_policy,13,61,8.14837565265355e-05,0.00040095967397377327,-5.216719705123616,5.216719705123616,
clients_across,77,21,0.00048263455788794104,0.00013803529759752852,5.086086086285894,5.086086086285894,
rust_go,7,51,4.387586889890373e-05,0.0003352285798797121,-5.045530288471142,5.045530288471142,
large_language,7,51,4.387586889890373e-05,0.0003352285798797121,-5.045530288471142,5.045530288471142,
real_world,47,108,0.0002945951197497822,0.000709895816215861,-5.034647125088166,5.034647125088166,
sexual_orientation,378,238,0.0023692969205408015,0.0015644000394386564,5.027279366112637,5.027279366112637,
language_models,6,50,3.760788762763177e-05,0.00032865547047030596,-5.018286275745684,5.018286275745684,
orientation_gender,280,164,0.0017550347559561492,0.0010779899431426036,4.964482980690779,4.964482980690779,
wide_range,63,14,0.0003948828200901336,9.202353173168567e-05,4.930633133522585,4.930633133522585,
action_employer,66,16,0.00041368676390394945,0.00010516975055049791,4.915810514128547,4.915810514128547,
software_systems,80,25,0.000501438501701757,0.00016432773523515298,4.870512116136811,4.870512116136811,System Design
javascript_including,3,51,1.8803943813815885e-05,0.0003352285798797121,-4.851739998895253,4.851739998895253,
base_salary,55,116,0.00034473896991995786,0.0007624806914911099,-4.850283593374459,4.850283593374459,
affirmative_action,89,31,0.0005578503331432046,0.0002037663916915897,4.830939711958545,4.830939711958545,
cloud_platforms,22,68,0.00013789558796798316,0.0004469714398396161,-4.79505812939803,4.79505812939803,
experience_strong,10,50,6.267981271271962e-05,0.00032865547047030596,-4.783479084652737,4.783479084652737,
development_team,72,21,0.0004512946515315812,0.00013803529759752852,4.777797166506917,4.777797166506917,
interpersonal_skills,51,8,0.00031966704483487,5.258487527524896e-05,4.747035732654825,4.747035732654825,
web_services,66,18,0.00041368676390394945,0.00011831596936931016,4.708556525532601,4.708556525532601,
consistent_requirements,56,12,0.00035100695119122985,7.887731291287344e-05,4.693970933520752,4.693970933520752,
per_year,46,101,0.00028832713847851024,0.0006638840503500181,-4.689963637935523,4.689963637935523,
benefits_pay,4,44,2.5071925085087846e-05,0.00028921681401386924,-4.683990616764491,4.683990616764491,
continuous_integration,67,19,0.00041995474517522144,0.00012488907877871626,4.666929804333906,4.666929804333906,
race_color,275,166,0.0017236948495997894,0.0010911361619614158,4.659577487992881,4.659577487992881,
requirements_applicable,55,12,0.00034473896991995786,7.887731291287344e-05,4.629873487203622,4.629873487203622,
national_origin,369,240,0.002312885089099354,0.0015775462582574688,4.624142739913807,4.624142739913807,
san_francisco,59,117,0.0003698108950050457,0.000769053800900516,-4.5869822307904204,4.5869822307904204,
identity_national,114,50,0.0007145498649250036,0.00032865547047030596,4.58127040709818,4.58127040709818,
apex_systems,88,33,0.0005515823518719326,0.00021691261051040196,4.574014722927402,4.574014722927402,System Design
