term,count_a,count_b,freq_a,freq_b,z_score,abs_z,category,favors
capital,222,1973,0.0008384255727353067,0.0022642739346837876,-14.057397218477655,14.057397218477655,,Senior 2024 (arshkon)
senior,110,1389,0.00041543609459857543,0.0015940580310571622,-13.590199657251516,13.590199657251516,,Senior 2024 (arshkon)
one,599,3426,0.002262238369677697,0.003931780283946608,-12.52391597037541,12.52391597037541,,Senior 2024 (arshkon)
actalent,103,22,0.00038899925221502974,2.5247859383194795e-05,11.645379586838645,11.645379586838645,,Junior 2024 (arshkon)
clearance,220,270,0.0008308721891971509,0.00030986009243011794,10.863344667230795,10.863344667230795,,Junior 2024 (arshkon)
azure,323,1934,0.0012198714414121807,0.0022195163657772153,-9.978130052988101,9.978130052988101,,Senior 2024 (arshkon)
experience,3488,13814,0.01317310089054392,0.015853360432702406,-9.929943048728658,9.929943048728658,,Senior 2024 (arshkon)
talent,259,386,0.0009781631681911912,0.0004429851691778723,9.865976447883495,9.865976447883495,,Junior 2024 (arshkon)
program,421,767,0.0015899872347818205,0.0008802321884959276,9.756412807007257,9.756412807007257,,Junior 2024 (arshkon)
apex,160,191,0.0006042706830524734,0.00021919732464500936,9.463681244256879,9.463681244256879,,Junior 2024 (arshkon)
lead,199,1338,0.0007515616620465137,0.0015355289024870289,-9.417033411222238,9.417033411222238,Mgmt/Mentoring,Senior 2024 (arshkon)
defense,119,117,0.00044942632052027704,0.00013427270671971777,9.280186417771807,9.280186417771807,,Junior 2024 (arshkon)
dice,72,37,0.000271921807373613,4.246230896264579e-05,9.180300470364333,9.180300470364333,,Junior 2024 (arshkon)
cloud,793,3681,0.002994916572878821,0.004224425926797275,-8.823482454273782,8.823482454273782,,Senior 2024 (arshkon)
systems,1671,4276,0.006310851946129269,0.0049072657601154975,8.760032776548933,8.760032776548933,System Design,Junior 2024 (arshkon)
fanduel,58,19,0.0002190481226065216,2.1804969467304595e-05,8.728547373694475,8.728547373694475,,Junior 2024 (arshkon)
asia,57,17,0.00021527143083744364,1.9509709523377798e-05,8.688799791300386,8.688799791300386,,Junior 2024 (arshkon)
delta,58,24,0.0002190481226065216,2.7543119327121596e-05,8.5435387182052,8.5435387182052,,Junior 2024 (arshkon)
bae,65,37,0.0002454849649900673,4.246230896264579e-05,8.520223655873533,8.520223655873533,,Junior 2024 (arshkon)
drawings,57,23,0.00021527143083744364,2.6395489355158196e-05,8.496134373989875,8.496134373989875,,Junior 2024 (arshkon)
platform,346,1866,0.0013067353521009737,0.002141477527683704,-8.457259617916398,8.457259617916398,System Design,Senior 2024 (arshkon)
years,1078,4688,0.00407127372706604,0.005380089308564418,-8.29835912850455,8.29835912850455,,Senior 2024 (arshkon)
usaa,50,14,0.00018883458845389792,1.6066819607487597e-05,8.14981281214801,8.14981281214801,,Junior 2024 (arshkon)
teams,510,2478,0.0019261128022297588,0.0028438270705253045,-8.037071063473157,8.037071063473157,,Senior 2024 (arshkon)
military,170,253,0.0006420376007432529,0.00029035038290674015,8.003399050865879,8.003399050865879,,Junior 2024 (arshkon)
nasa,50,21,0.00018883458845389792,2.4100229411231395e-05,7.916967112445008,7.916967112445008,,Junior 2024 (arshkon)
government,187,294,0.0007062413608175782,0.0003374032117572395,7.899008375397986,7.899008375397986,,Junior 2024 (arshkon)
equipment,189,300,0.0007137947443557342,0.0003442889915890199,7.852886085363753,7.852886085363753,,Junior 2024 (arshkon)
maintenance,241,421,0.000910182716347788,0.0004831522181965913,7.843054632197094,7.843054632197094,,Junior 2024 (arshkon)
manufacturing,172,268,0.0006495909842814089,0.0003075648324861911,7.65399253868509,7.65399253868509,,Junior 2024 (arshkon)
building,350,1790,0.0013218421191772854,0.0020542576498144855,-7.560079476384127,7.560079476384127,,Senior 2024 (arshkon)
manpowergroup,47,6,0.00017750451314666404,6.885779831780399e-06,7.497736805816377,7.497736805816377,,Junior 2024 (arshkon)
cgi,122,2,0.00046075639582751095,2.2952599439267997e-06,7.449157463038924,7.449157463038924,,Junior 2024 (arshkon)
dental,310,607,0.0011707744484141672,0.0006966113929817837,7.441006182072667,7.441006182072667,,Junior 2024 (arshkon)
architecture,276,1478,0.0010423669282655166,0.001696197098561905,-7.4386306266448665,7.4386306266448665,System Design,Senior 2024 (arshkon)
air,64,53,0.00024170827322098936,6.082438851406019e-05,7.4291718610725805,7.4291718610725805,,Junior 2024 (arshkon)
secret,115,151,0.0004343195534439652,0.00017329212576647337,7.424266546672414,7.424266546672414,,Junior 2024 (arshkon)
posted,54,513,0.00020394135553020976,0.000588734175617224,-7.414030764309645,7.414030764309645,,Senior 2024 (arshkon)
leidos,48,5,0.000181281204915742,5.738149859816999e-06,7.350498002932607,7.350498002932607,,Junior 2024 (arshkon)
anduril,52,36,0.00019638797199205384,4.1314678990682396e-05,7.189969221585078,7.189969221585078,,Junior 2024 (arshkon)
teksystems,44,5,0.00016617443783943018,5.738149859816999e-06,7.134606692747325,7.134606692747325,,Junior 2024 (arshkon)
georgia,41,6,0.0001548443625321963,6.885779831780399e-06,7.12365695156289,7.12365695156289,,Junior 2024 (arshkon)
experts,115,160,0.0004343195534439652,0.00018362079551414396,7.042583081435442,7.042583081435442,,Junior 2024 (arshkon)
frameworks,165,973,0.0006231541418978631,0.001116643962720388,-6.936395001990718,6.936395001990718,,Senior 2024 (arshkon)
navy,41,21,0.0001548443625321963,2.4100229411231395e-05,6.932198486164972,6.932198486164972,,Junior 2024 (arshkon)
national,488,1102,0.0018430255833100438,0.0012646882291036665,6.932125363587558,6.932125363587558,,Junior 2024 (arshkon)
original,40,20,0.00015106767076311834,2.2952599439267995e-05,6.880578796481965,6.880578796481965,,Junior 2024 (arshkon)
learning,304,1537,0.0011481142977996994,0.0017639072669077456,-6.854378551278593,6.854378551278593,AI/LLM,Senior 2024 (arshkon)
analysis,379,816,0.0014313661804805462,0.0009364660571221342,6.829696977241335,6.829696977241335,,Junior 2024 (arshkon)
amazon,36,389,0.0001359609036868065,0.0004464280590937625,-6.8272650522946305,6.8272650522946305,,Senior 2024 (arshkon)
