term,count_a,count_b,freq_a,freq_b,z_score,abs_z,category
lensa,300,165,0.0013421377570193805,0.00010329472614690013,26.467768682912645,26.467768682912645,
cisco,159,92,0.0007113330112202716,5.7594635184938255e-05,19.192355817442248,19.192355817442248,
jobs,232,357,0.0010379198654283208,0.000223492225663293,18.215018894742673,18.215018894742673,
cgi,107,40,0.000478695800003579,2.5041145732581848e-05,15.921960463704615,15.921960463704615,
apex,146,218,0.0006531737084160985,0.00013647424424257108,14.642604045133567,14.642604045133567,
tiktok,96,19,0.00042948408224620176,1.1894544222976378e-05,14.285190491247294,14.285190491247294,
veeva,84,31,0.0003757985719654265,1.9406887942750933e-05,14.102257403398399,14.102257403398399,
internship,111,133,0.0004965909700971708,8.326180956083464e-05,13.891414479600211,13.891414479600211,
lockheed,72,33,0.0003221130616846513,2.0658945229380025e-05,13.066603242440276,13.066603242440276,
program,441,1568,0.001972942502818489,0.0009816129127172084,12.962766739636905,12.962766739636905,
martin,71,34,0.0003176392691612534,2.1284973872694573e-05,12.9604318584177,12.9604318584177,
experience,2476,22993,0.011077110287933286,0.014394276595731361,-12.562125283006422,12.562125283006422,
years,472,6076,0.002111630071043825,0.003803750036779183,-12.360082329368723,12.360082329368723,
lead,97,2435,0.0004339578747695997,0.00152437974647092,-12.148696891847223,12.148696891847223,Mgmt/Mentoring
redirects,60,33,0.0002684275514038761,2.0658945229380025e-05,11.832872950019755,11.832872950019755,
directemployers,60,33,0.0002684275514038761,2.0658945229380025e-05,11.832872950019755,11.832872950019755,
site,263,830,0.001176607433653657,0.0005196037739510734,11.554806603019802,11.554806603019802,
week,248,766,0.0011095005458026878,0.0004795379407789424,11.485402813484864,11.485402813484864,
behalf,83,113,0.0003713247794420286,7.074123669454372e-05,11.469780700434162,11.469780700434162,
collected,67,73,0.00029974409906766163,4.570009096196187e-05,11.116964320470961,11.116964320470961,
frontier,60,54,0.0002684275514038761,3.38055467389855e-05,11.045925067269037,11.045925067269037,
basic,200,585,0.000894758504679587,0.00036622675633900953,10.90805856950829,10.90805856950829,
ascot,49,30,0.00021921583364649882,1.8780859299436385e-05,10.599708938071776,10.599708938071776,
technical,667,7295,0.0029840196131064225,0.004566878952979614,-10.56892814208079,10.56892814208079,
apply,490,2070,0.0021921583364649883,0.0012958792916611106,10.474482221007898,10.474482221007898,
cloud,449,5332,0.0020087328430056727,0.0033379847261531606,-10.36987416381543,10.36987416381543,
azure,158,2625,0.0007068592186968738,0.0016433251887006837,-10.314850839845594,10.314850839845594,
rust,95,187,0.0004250102897228038,0.00011706735629982014,10.233914471829207,10.233914471829207,
clicking,82,142,0.00036685098691863064,8.889606735066556e-05,10.219971341388977,10.219971341388977,
interns,44,21,0.00019684687102950913,1.314660150960547e-05,10.203797994866315,10.203797994866315,
jobot,62,79,0.00027737513645067195,4.945626282184915e-05,10.162658050458685,10.162658050458685,
clients,328,1250,0.0014674039476745226,0.0007825358041431828,10.139410279099382,10.139410279099382,
actalent,66,93,0.0002952703065442637,5.82206638282528e-05,10.088040276465774,10.088040276465774,
quota,46,37,0.000205794456076305,2.316305980263821e-05,9.89141129459515,9.89141129459515,
coinbase,41,19,0.00018342549345931532,1.1894544222976378e-05,9.857826556121028,9.857826556121028,
board,72,118,0.0003221130616846513,7.387137991111645e-05,9.847087499924868,9.847087499924868,
senior,78,1735,0.00034895581682503894,0.0010861596961507377,-9.819312194652824,9.819312194652824,
software,1850,10333,0.00827651616828618,0.006468753971369206,9.818502516476284,9.818502516476284,
