cohort,n,mean_len,mean_yoe,entry_share,j2_share,aggregator_share,midsenior_share,director_share
new,18317,4628.567669378173,5.164147053770829,0.03302942621608342,0.033684555331113177,0.19965059780531746,0.4075994977343451,0.006005350221106077
returning,22564,5142.115538025173,4.962795658447832,0.02969331678780358,0.03146605211841872,0.13929267860308456,0.4410565502570466,0.008198900904095018
