company,n,j1,j2,j3,j4,n_yoe,agg_n,source
Archetype AI,5,0.0,0.0,0.0,0.0,1.0,0.0,scraped
The Walt Disney Company,67,1.0,3.0,1.0,14.0,56.0,0.0,scraped
EBizCharge,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Ashby,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Altos Labs,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Galileo Financial Technologies,5,0.0,0.0,2.0,2.0,5.0,0.0,scraped
ACI Worldwide,7,0.0,0.0,1.0,1.0,7.0,0.0,scraped
Mercury Systems,6,0.0,0.0,0.0,4.0,6.0,0.0,scraped
MegazoneCloud US,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Bloomberg,81,0.0,0.0,1.0,3.0,56.0,1.0,scraped
Addison Group,15,2.0,2.0,1.0,1.0,9.0,0.0,scraped
ChenMed,3,0.0,0.0,1.0,2.0,3.0,0.0,scraped
"Patterson Companies, Inc.",3,0.0,0.0,1.0,2.0,2.0,0.0,scraped
Arm,10,1.0,1.0,0.0,0.0,3.0,0.0,scraped
The Nuclear Company,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Intel,29,2.0,2.0,10.0,17.0,25.0,0.0,scraped
Tracker Technologies,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Collins Aerospace,51,0.0,0.0,15.0,29.0,48.0,0.0,scraped
GM Performance Power Units,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"OPS Consulting, LLC",3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
IPS-Integrated Project Services,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Paramount,5,0.0,0.0,0.0,2.0,4.0,0.0,scraped
Decagon,13,0.0,0.0,0.0,0.0,5.0,0.0,scraped
MFS Investment Management,4,0.0,0.0,0.0,1.0,4.0,0.0,scraped
Generate:Biomedicines,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Public Storage,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Mindlance,28,0.0,0.0,1.0,5.0,20.0,6.0,scraped
Posh,8,0.0,0.0,0.0,2.0,8.0,0.0,scraped
TDO Software,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Uphold,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Third Wave Automation,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Pariveda,6,0.0,0.0,0.0,4.0,4.0,0.0,scraped
CVS Health,57,0.0,2.0,9.0,16.0,53.0,1.0,scraped
Abaka AI,3,0.0,0.0,1.0,2.0,2.0,0.0,scraped
Certified Group,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Gallup,4,0.0,0.0,1.0,2.0,4.0,0.0,scraped
Plaud,5,0.0,0.0,0.0,4.0,4.0,0.0,scraped
Wesco,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
ERCOT,5,0.0,0.0,0.0,0.0,5.0,0.0,scraped
Learning Commons,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Nuna Inc.,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Apex Fintech Solutions,13,0.0,0.0,3.0,7.0,12.0,0.0,scraped
Turion Space,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Industrial Electric Mfg. (IEM),3,0.0,0.0,3.0,3.0,3.0,0.0,scraped
Crunchyroll,7,0.0,0.0,0.0,0.0,6.0,0.0,scraped
Form Energy,3,0.0,0.0,1.0,1.0,3.0,0.0,scraped
Also,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Cognite,3,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Fireblocks,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Eggs Unlimited,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Sandisk,5,0.0,0.0,0.0,1.0,4.0,0.0,scraped
Suno,14,0.0,0.0,0.0,5.0,13.0,0.0,scraped
Expand Energy,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Eaton,17,0.0,0.0,2.0,5.0,8.0,0.0,scraped
GC AI,3,0.0,0.0,0.0,0.0,1.0,0.0,scraped
WGA,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Candescent,5,0.0,0.0,0.0,0.0,5.0,0.0,scraped
Sierra Nevada Corporation,8,1.0,1.0,1.0,1.0,6.0,0.0,scraped
Search Services,3,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Camunda,5,0.0,0.0,0.0,0.0,1.0,0.0,scraped
MOTOR Information Systems,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Reyes Coca-Cola Bottling,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Baxter International Inc.,7,1.0,1.0,1.0,5.0,6.0,0.0,scraped
Substack,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
BGC Group,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Quarterhill Inc.,3,1.0,1.0,0.0,1.0,2.0,0.0,scraped
Leica Biosystems,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
NRI North America,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
FUJIFILM Biosciences,3,0.0,0.0,0.0,2.0,2.0,0.0,scraped
Toast,6,0.0,0.0,0.0,0.0,5.0,0.0,scraped
Experient,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Boston Scientific,3,0.0,0.0,1.0,2.0,3.0,0.0,scraped
Price Industries,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Odyssey,7,0.0,0.0,1.0,3.0,7.0,0.0,scraped
Niyam IT,5,0.0,0.0,0.0,1.0,4.0,0.0,scraped
Dell Technologies,23,0.0,0.0,1.0,1.0,15.0,0.0,scraped
Immuta,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Modern Government Solutions (MGS),2,0.0,0.0,2.0,2.0,2.0,0.0,scraped
Western Express,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
OVERJET,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
VideoAmp,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Probook,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
PartsSource Inc.,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
360 Technology,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Collective Health,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Quantinno Capital Management,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"A-TEK, Inc.",2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Cars Commerce,4,0.0,0.0,0.0,0.0,4.0,0.0,scraped
Parloa,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Profitero+,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Paychex,4,0.0,0.0,2.0,2.0,4.0,0.0,scraped
SEGULA Technologies,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Alcon,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
"McLane Company, Inc.",10,0.0,0.0,0.0,3.0,10.0,0.0,scraped
Spacelabs Healthcare,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
ASSA ABLOY Group,4,2.0,2.0,0.0,0.0,2.0,0.0,scraped
Discover International,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Swift Engineering,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
InfraTech Solutions,4,1.0,1.0,0.0,0.0,2.0,0.0,scraped
Taco Bell,5,0.0,0.0,0.0,2.0,5.0,0.0,scraped
Vopak,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
RTX,12,0.0,0.0,4.0,7.0,10.0,3.0,scraped
Adaptive Security,3,0.0,0.0,0.0,1.0,3.0,0.0,scraped
Stratascale,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Tennr,5,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Astrion,4,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Ampcus Inc,20,3.0,3.0,0.0,4.0,8.0,19.0,scraped
OSI Engineering,12,0.0,0.0,0.0,5.0,10.0,1.0,scraped
"Mid-States Distributing, LLC",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
SailPoint,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Cox Automotive Inc.,11,2.0,2.0,8.0,8.0,10.0,0.0,scraped
Uniswap Labs,4,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Matlen Silver,26,0.0,0.0,0.0,0.0,18.0,0.0,scraped
Formic,4,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Strattec Security Corporation,3,0.0,0.0,0.0,1.0,3.0,0.0,scraped
Freshworks,8,0.0,0.0,0.0,2.0,6.0,0.0,scraped
"CareDx, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"Trusted Space, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"Datacor, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"Nemean Solutions, LLC",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
MITRE,13,0.0,0.0,4.0,4.0,12.0,0.0,scraped
Building Service 32BJ Benefit Funds,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
SharkNinja,4,0.0,0.0,0.0,1.0,4.0,0.0,scraped
Harvard Business School,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Semgrep,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Purpose Brands, LLC",4,0.0,0.0,1.0,1.0,4.0,0.0,scraped
Lennox,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Frontline Source Group - Nationwide Staffing & Executive Search,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Power Integrations,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Burford Capital,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
Blackhawk Network,6,0.0,0.0,1.0,2.0,5.0,0.0,scraped
EarthCam,2,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Renesas Electronics,12,1.0,1.0,0.0,0.0,9.0,0.0,scraped
HubSpot,5,0.0,0.0,0.0,1.0,2.0,0.0,scraped
ETAP Software,6,0.0,0.0,2.0,2.0,4.0,0.0,scraped
Gensler,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Acrisure,7,0.0,0.0,0.0,0.0,4.0,0.0,scraped
Black Duck,2,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Significance,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
CNH,7,0.0,0.0,2.0,5.0,6.0,0.0,scraped
Setpoint,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Modular,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Chugach Government Solutions, LLC",2,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Topsoe,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Viasat,17,1.0,1.0,4.0,5.0,15.0,0.0,scraped
Empire State Realty Trust,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Advanced Technology Search,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Telesat,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
GiveCampus,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
GenPark,4,3.0,3.0,0.0,0.0,0.0,0.0,scraped
Xbox Media Solutions (Formerly Activision Blizzard Media),1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Akkodis,67,0.0,0.0,4.0,10.0,42.0,3.0,scraped
Varsity Spirit,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Solventum,2,0.0,0.0,0.0,1.0,1.0,0.0,scraped
"Audacy, Inc.",1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
PRI Technology,7,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Leeds Professional Resources,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Asurion,2,0.0,0.0,1.0,2.0,2.0,0.0,scraped
Red Oak Technologies,4,0.0,0.0,0.0,0.0,0.0,0.0,scraped
BCM Controls Corporation,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"Somos, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"Steven Engineering, Inc.",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
InnovA Technologies,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
SpotOn,4,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Kana,2,1.0,1.0,2.0,2.0,2.0,0.0,scraped
Amazon Lab126,4,0.0,0.0,0.0,3.0,4.0,0.0,scraped
Compunnel Inc.,37,0.0,0.0,1.0,1.0,21.0,12.0,scraped
ConnectiveRx,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
MedAcuity,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Ghost,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Nokia,5,2.0,2.0,0.0,0.0,2.0,0.0,scraped
Ascot Group,3,0.0,0.0,1.0,2.0,2.0,0.0,scraped
Teoresi Group,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
United Talent Agency,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Giesecke+Devrient,3,1.0,1.0,0.0,2.0,2.0,0.0,scraped
N-able,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
"EA Engineering, Science, and Technology, Inc., PBC",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
PermitFlow,3,1.0,1.0,0.0,0.0,0.0,0.0,scraped
365 Retail Markets,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Potomac,2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Amy's Kitchen,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Nebius,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Kind Lending | NMLS #3925,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
NBCUniversal,11,0.0,0.0,1.0,2.0,8.0,0.0,scraped
AOI,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Capco,11,0.0,0.0,0.0,0.0,4.0,0.0,scraped
HSAGP Energy,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Eastridge Workforce Solutions,3,0.0,0.0,1.0,2.0,2.0,0.0,scraped
Rohde & Schwarz,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
QuEra Computing Inc.,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Resource Innovations,3,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Sun Communities & Sun Outdoors,2,0.0,0.0,0.0,2.0,2.0,0.0,scraped
Lam Research,31,1.0,1.0,5.0,19.0,29.0,0.0,scraped
"Haas Automation, Inc.",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Verizon,8,0.0,0.0,0.0,1.0,8.0,0.0,scraped
Los Angeles Times,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Lear Corporation,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Americor,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
BetterEngineer,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Tykhe Inc,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Spot & Tango,2,2.0,2.0,0.0,0.0,0.0,0.0,scraped
Perk,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
PTC,14,0.0,0.0,1.0,6.0,10.0,0.0,scraped
Lutron Electronics,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Street Smart,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
itD,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Partnership HealthPlan of California,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Denali Advanced Integration,3,0.0,0.0,0.0,0.0,3.0,0.0,scraped
"Santander Bank, N.A.",2,0.0,0.0,0.0,1.0,1.0,0.0,scraped
The Campbell's Company,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
VSE Aviation,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
First Horizon Bank,5,0.0,0.0,1.0,1.0,5.0,0.0,scraped
Vecima Networks Inc.,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
ABS Group,3,0.0,0.0,0.0,1.0,3.0,0.0,scraped
Solution Design Group,3,0.0,0.0,0.0,1.0,3.0,0.0,scraped
FDM Group,4,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Attune,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Net2Source (N2S),27,1.0,1.0,1.0,2.0,11.0,27.0,scraped
GEM,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Danfoss,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Symbotic,16,5.0,5.0,1.0,1.0,10.0,0.0,scraped
TAG - The Aspen Group,5,0.0,0.0,0.0,1.0,4.0,0.0,scraped
Eightfold AI,6,0.0,0.0,4.0,5.0,5.0,0.0,scraped
LaunchCode,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Komodo Health,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Growatt US,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
ICF,23,3.0,3.0,7.0,13.0,21.0,14.0,scraped
AXIS (AXIS Capital),1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Campspot,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Drivemode,7,0.0,0.0,0.0,1.0,3.0,0.0,scraped
FlexTrade,4,0.0,0.0,2.0,2.0,3.0,0.0,scraped
Saildrone,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Snail Games USA,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Euna Solutions,5,0.0,0.0,0.0,0.0,2.0,0.0,scraped
FUJIFILM Healthcare Americas Corporation,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Latham & Watkins,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Credit Karma,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Merget,2,0.0,0.0,2.0,2.0,2.0,0.0,scraped
Innodata,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Plenful,4,0.0,0.0,0.0,0.0,4.0,0.0,scraped
Flexton Inc.,7,0.0,0.0,0.0,1.0,3.0,0.0,scraped
Kerry,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Integris Group,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Aquila Technology,7,0.0,0.0,2.0,3.0,5.0,0.0,scraped
DAT Freight & Analytics,9,0.0,0.0,0.0,0.0,6.0,0.0,scraped
"Women's Healthcare AI Stealth Startup (based in Los Angeles, CA)",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
RedBalloon,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Brightpath Associates LLC,5,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Floor & Decor,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Ennoble First Inc.,4,0.0,0.0,2.0,2.0,4.0,0.0,scraped
Randstad Digital Americas,100,0.0,0.0,0.0,9.0,68.0,100.0,scraped
GeoWealth,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Wellington Management,4,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Compal,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
TalentAlly,126,0.0,0.0,14.0,31.0,104.0,126.0,scraped
Oxford Global Resources,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
A3 Consulting LLC,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Myn,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Edra,3,0.0,0.0,0.0,3.0,3.0,0.0,scraped
Ultragenyx,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Bank OZK,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Otsuka Pharmaceutical Companies (U.S.),1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Man Group,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Kavaliro,3,0.0,0.0,0.0,1.0,2.0,0.0,scraped
Tekgence Inc,9,0.0,0.0,0.0,0.0,6.0,0.0,scraped
Actalent,238,2.0,2.0,33.0,47.0,155.0,238.0,scraped
Live Nation Entertainment,3,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Tekskills Inc.,7,0.0,0.0,0.0,0.0,4.0,0.0,scraped
Wanzl North America,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Future Electronics,4,0.0,0.0,0.0,1.0,4.0,0.0,scraped
Stable Kernel,5,0.0,0.0,0.0,0.0,5.0,0.0,scraped
International Code Council,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
IPTA,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
"University of California, Riverside",2,0.0,0.0,0.0,1.0,2.0,0.0,scraped
OP,2,0.0,0.0,0.0,0.0,1.0,0.0,scraped
The Scotts Miracle-Gro Company,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Soho Square Solutions,6,0.0,0.0,0.0,0.0,5.0,1.0,scraped
Rivago Infotech Inc,19,0.0,0.0,0.0,0.0,6.0,9.0,scraped
"VMC Soft Technologies, Inc",12,0.0,0.0,0.0,0.0,9.0,0.0,scraped
Tata Consultancy Services,131,0.0,0.0,0.0,6.0,59.0,131.0,scraped
Cetera Financial Group,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Cyber Sphere LLC,9,0.0,0.0,0.0,0.0,5.0,8.0,scraped
Vision Square INC,4,0.0,0.0,0.0,0.0,3.0,2.0,scraped
iO Associates,3,0.0,0.0,0.0,0.0,1.0,1.0,scraped
Akrivis Solutions,3,0.0,0.0,0.0,1.0,2.0,3.0,scraped
Info Way Solutions,11,0.0,0.0,0.0,0.0,4.0,4.0,scraped
Javen Technologies,12,0.0,0.0,0.0,0.0,2.0,12.0,scraped
ClifyX,22,0.0,0.0,0.0,0.0,11.0,15.0,scraped
Spectrum,3,1.0,1.0,1.0,1.0,2.0,0.0,scraped
DQE Communications,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
F1servicecentre,3,0.0,0.0,1.0,2.0,3.0,0.0,scraped
Landing Point,3,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Ranger Technical Resources,3,0.0,0.0,0.0,0.0,0.0,1.0,scraped
Talently,6,0.0,0.0,0.0,1.0,4.0,0.0,scraped
Computer World Services Corp. (CWS),3,1.0,1.0,0.0,0.0,0.0,0.0,scraped
William and William Recruiting,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Pinecone,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
ROLLER,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
mcnish water,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
LUNA Innovations,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Aarki,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
Dunhill Professional Search & Government Solutions,2,0.0,0.0,1.0,1.0,2.0,0.0,scraped
"Orpine Inc, an Inc 5000 Company",1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
SDI International Corp,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Flatiron Health,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Driscoll's,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
ConcertAI,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Pixels on Target LLC,4,0.0,0.0,0.0,1.0,1.0,0.0,scraped
"United Employment Group, Inc.",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
SoTalent,20,0.0,0.0,2.0,4.0,10.0,0.0,scraped
ORION,4,0.0,0.0,0.0,1.0,3.0,0.0,scraped
"URBN (Urban Outfitters, Anthropologie Group, Free People & Nuuly)",2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
TetraMem - Accelerate The World,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
iCapital,5,0.0,0.0,1.0,2.0,5.0,0.0,scraped
Nextiva,1,1.0,1.0,0.0,0.0,0.0,0.0,scraped
"Zillion Technologies, Inc.",7,0.0,0.0,0.0,1.0,5.0,0.0,scraped
Orbis Group,9,0.0,0.0,0.0,0.0,3.0,0.0,scraped
Vatn Systems,2,0.0,0.0,0.0,0.0,0.0,0.0,scraped
ATPCO,2,1.0,1.0,0.0,0.0,0.0,0.0,scraped
The Beacon Mutual Insurance Company,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
"Digital Factory, Inc.",1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Wise Pelican,1,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Capgemini America,2,0.0,0.0,0.0,0.0,0.0,2.0,scraped
CyRAD Solutions,2,0.0,0.0,0.0,0.0,2.0,0.0,scraped
P2PSoftTek Inc,4,0.0,0.0,0.0,0.0,0.0,4.0,scraped
Bowman,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
SPECTRAFORCE TECHNOLOGIES Inc,2,0.0,0.0,0.0,0.0,0.0,2.0,scraped
"TechnoGen, Inc.",11,0.0,0.0,0.0,1.0,11.0,6.0,scraped
CGS Federal (Contact Government Services),6,0.0,0.0,0.0,1.0,3.0,0.0,scraped
JConnect Inc,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
The Aerospace Corporation,10,0.0,0.0,1.0,1.0,8.0,0.0,scraped
David Joseph & Company,9,0.0,0.0,1.0,2.0,5.0,0.0,scraped
Dimension Consulting,6,0.0,0.0,0.0,0.0,3.0,6.0,scraped
MLC CAD Systems Inc,1,0.0,0.0,0.0,0.0,0.0,1.0,scraped
ePace Technologies,2,0.0,0.0,0.0,0.0,0.0,2.0,scraped
"ForFutures Financial, Planning, a financial advisory practice of Ameriprise Financial Services LLC",4,0.0,0.0,1.0,2.0,3.0,0.0,scraped
Second Door Health,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Boom Supersonic,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Mixpanel,2,0.0,0.0,1.0,1.0,1.0,0.0,scraped
Wikimedia Foundation,1,0.0,0.0,1.0,1.0,1.0,0.0,scraped
The Farmer's Dog,3,0.0,0.0,0.0,0.0,0.0,0.0,scraped
Apple,15,0.0,0.0,1.0,5.0,8.0,0.0,scraped
Valley Services Electronics (VSE) - High Quality PCBA & EMS Solutions,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
Neon Blue,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
LHH,7,0.0,0.0,1.0,2.0,4.0,0.0,scraped
Provident Credit Union,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Heads Up Technologies,5,0.0,0.0,1.0,2.0,4.0,0.0,scraped
ICF Next,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Longbridge,1,0.0,0.0,0.0,0.0,1.0,0.0,scraped
"Yoh, A Day & Zimmermann Company",29,0.0,0.0,2.0,3.0,21.0,0.0,scraped
Bright Vision Technologies,29,0.0,0.0,0.0,13.0,20.0,0.0,scraped
Advanced Tech Placement,6,0.0,0.0,0.0,0.0,4.0,6.0,scraped
Jobright.ai,16,0.0,0.0,2.0,6.0,10.0,0.0,scraped
Naztec International Group,1,0.0,0.0,0.0,0.0,1.0,1.0,scraped
AI AXISS INC,3,0.0,0.0,0.0,0.0,2.0,0.0,scraped
Clevanoo LLC,8,0.0,0.0,0.0,3.0,4.0,0.0,scraped
A4Assist,2,0.0,0.0,1.0,2.0,2.0,0.0,scraped
VeriiPro,5,0.0,0.0,0.0,0.0,3.0,0.0,scraped
HireTalent - Staffing & Recruiting Firm,14,1.0,1.0,0.0,0.0,7.0,0.0,scraped
ITZ,1,0.0,0.0,0.0,1.0,1.0,0.0,scraped
Citian,4,0.0,0.0,1.0,1.0,2.0,0.0,scraped
