source,j1_full,j1_excl,j3_full,j3_excl
kaggle_arshkon,0.03730547857599659,0.034217085882619534,0.14977670903469598,0.1364301389904901
kaggle_asaniczka,0.01125268906172431,0.010794725172132104,0.10363098020882032,0.09536739899613264
scraped,0.031188082483305204,0.028181596686428976,0.17192995177839818,0.14359516739210024
