source,scope,n_total_postings,n_companies,hhi,gini,top1_share,top5_share,top10_share,top20_share,top50_share
kaggle_arshkon,all,4646,2298,15.60597954646575,0.4334612028577134,0.011192423590185106,0.04606112785191562,0.07576409814894533,0.1229014205768403,0.2087817477399914
kaggle_arshkon,no_aggregator,4216,2235,13.278456696995992,0.3990758546328252,0.012333965844402278,0.0400853889943074,0.06759962049335863,0.10436432637571158,0.18287476280834913
kaggle_asaniczka,all,18129,4948,54.40770134687348,0.641179948891384,0.04953389596778642,0.12168349054001876,0.1603508191295714,0.2110982403883281,0.30624965524849684
kaggle_asaniczka,no_aggregator,15186,4814,19.063147243290707,0.587650018321491,0.019228236533649416,0.0579481101014092,0.09139997365994995,0.1405241669959173,0.23534834716185962
scraped,all,40881,7940,36.113105464267605,0.6925442167741637,0.041853183630537416,0.09417577847900004,0.1290575083779751,0.18064626599153644,0.26917149776179644
scraped,no_aggregator,34081,7241,23.6335823257923,0.6722506433155638,0.02221178956016549,0.0720929550189255,0.11064816173234353,0.1655761274610487,0.25125436460197764
