metric,n,p01,p05,p25,p50,p75,p95,p99,mean,std,pct_below_500,pct_above_10000,pct_le2,pct_ge10
description_length_2024,22820,340.0,743.95,2106.0,3593.5,5155.25,7418.0,9431.620000000003,3763.080806310254,2104.710948542264,0.024890446976336546,0.005915863277826468,,
description_length_2026,40881,608.0,1309.0,3171.0,4862.0,6455.0,8818.0,10846.399999999994,4912.017049485091,2343.4389477825657,0.0058217753968836375,0.01907976810743377,,
yoe_extracted_2024,15745,1.0,2.0,3.0,5.0,7.0,10.0,15.0,5.691394093362972,3.11318379756919,,,0.11216259129882503,0.1327405525563671
yoe_extracted_2026,27581,1.0,2.0,3.0,5.0,6.0,10.0,14.0,5.047786519705594,2.761717848330341,,,0.17192995177839818,0.09085964975889199
