company_name_canonical,n_posts_2024,n_posts_2026,entry_final_share_2024,entry_final_share_2026,entry_yoe_share_2024,entry_yoe_share_2026,ai_any_share_2024,ai_any_share_2026,scope_any_share_2024,scope_any_share_2026,clean_len_mean_2024,clean_len_mean_2026,tech_count_mean_2024,tech_count_mean_2026,requirement_breadth_mean_2024,requirement_breadth_mean_2026,stack_depth_mean_2024,stack_depth_mean_2026,ai_domain_share_2024,ai_domain_share_2026,domain_entropy_2024,domain_entropy_2026,llm_text_share_2024,llm_text_share_2026,remote_share_2024,remote_share_2026,delta_n_posts,delta_entry_final_share,delta_entry_yoe_share,delta_ai_any_share,delta_scope_any_share,delta_clean_len_mean,delta_tech_count_mean,delta_requirement_breadth_mean,delta_stack_depth_mean,delta_ai_domain_share,delta_domain_entropy,delta_llm_text_share,delta_remote_share,cluster_id,cluster_label,cluster_name
Cognizant,8.0,53.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.1509433962264151,0.375,0.39622641509433965,505.125,1076.9811320754718,3.0,5.283018867924528,4.0,6.679245283018868,2.0,2.207547169811321,0.0,0.07547169811320754,0.8194483718728035,0.8747783892517849,1.0,0.16981132075471697,0.0,0.0,45.0,0.0,0.018867924528301886,0.1509433962264151,0.021226415094339646,571.8561320754718,2.283018867924528,2.6792452830188678,0.20754716981132093,0.07547169811320754,0.055330017378981355,-0.8301886792452831,0.0,2,,stack expansion
Collabera,14.0,14.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.2857142857142857,0.07142857142857142,0.2857142857142857,276.2857142857143,849.0,2.5714285714285716,4.142857142857143,3.5714285714285716,5.571428571428571,1.8571428571428572,2.142857142857143,0.0,0.21428571428571427,0.9315602842833154,0.8622039089312961,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.07142857142857142,0.2857142857142857,0.21428571428571427,572.7142857142858,1.5714285714285716,1.9999999999999996,0.2857142857142856,0.21428571428571427,-0.06935637535201933,-0.8571428571428572,0.0,3,,AI-forward recomposition
Collins Aerospace,3.0,45.0,0.0,0.0,0.0,0.3111111111111111,0.0,0.0,0.3333333333333333,0.17777777777777778,1066.3333333333333,2169.288888888889,2.0,2.9555555555555557,3.3333333333333335,4.333333333333333,2.3333333333333335,2.1333333333333333,0.0,0.0,0.9182958340544894,0.4763759978026365,1.0,0.1111111111111111,0.0,0.0,42.0,0.0,0.3111111111111111,0.0,-0.15555555555555553,1102.9555555555555,0.9555555555555557,0.9999999999999996,-0.20000000000000018,0.0,-0.44191983625185294,-0.8888888888888888,0.0,1,,template inflation / text-heavy
Compunnel Inc.,26.0,34.0,0.0,0.0,0.038461538461538464,0.029411764705882353,0.0,0.11764705882352941,0.038461538461538464,0.35294117647058826,538.8846153846154,557.5882352941177,4.846153846153846,5.794117647058823,5.884615384615385,7.705882352941177,1.9615384615384615,2.676470588235294,0.0,0.08823529411764706,0.8706283688741361,0.882340876098232,1.0,0.058823529411764705,0.0,0.0,8.0,0.0,-0.009049773755656111,0.11764705882352941,0.31447963800904977,18.703619909502322,0.9479638009049776,1.8212669683257916,0.7149321266968325,0.08823529411764706,0.011712507224095892,-0.9411764705882353,0.0,2,,stack expansion
Confidential,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.42857142857142855,576.4,715.4285714285714,3.2,3.5714285714285716,4.8,5.142857142857143,2.2,2.142857142857143,0.0,0.14285714285714285,0.8649735207179272,0.9211854965885543,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.22857142857142854,139.02857142857147,0.37142857142857144,0.3428571428571434,-0.057142857142857384,0.14285714285714285,0.056211975870627096,-1.0,0.0,4,,entry-heavy compact
ConsultNet Technology Services and Solutions,3.0,22.0,0.0,0.045454545454545456,0.3333333333333333,0.045454545454545456,0.0,0.2727272727272727,0.0,0.6363636363636364,337.3333333333333,1143.5454545454545,2.3333333333333335,8.363636363636363,3.3333333333333335,11.181818181818182,1.6666666666666667,3.409090909090909,0.0,0.18181818181818182,0.9182958340544894,0.972959493974982,1.0,0.18181818181818182,0.0,0.0,19.0,0.045454545454545456,-0.28787878787878785,0.2727272727272727,0.6363636363636364,806.2121212121212,6.030303030303029,7.848484848484848,1.7424242424242424,0.18181818181818182,0.0546636599204926,-0.8181818181818181,0.0,3,,AI-forward recomposition
CrowdStrike,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.25,0.2413793103448276,823.25,2015.6896551724137,6.5,6.724137931034483,7.0,7.931034482758621,1.5,2.0344827586206895,0.0,0.0,0.946394630357186,0.60641110523362,1.0,0.10344827586206896,0.0,0.0,25.0,0.0,0.0,0.06896551724137931,-0.008620689655172403,1192.4396551724137,0.2241379310344831,0.931034482758621,0.5344827586206895,0.0,-0.339983525123566,-0.896551724137931,0.0,1,,template inflation / text-heavy
DataAnnotation,8.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.125,724.8591549295775,5.0,5.183098591549296,5.0,5.52112676056338,1.0,1.3098591549295775,0.0,0.0,0.0,0.1851247601005459,1.0,0.23943661971830985,0.0,0.0,63.0,0.0,0.0,0.0,0.0,415.73415492957747,0.18309859154929597,0.52112676056338,0.3098591549295775,0.0,0.1851247601005459,-0.7605633802816901,0.0,4,,entry-heavy compact
Deloitte,22.0,54.0,0.045454545454545456,0.0,0.0,0.14814814814814814,0.0,0.2777777777777778,0.045454545454545456,0.5925925925925926,765.3636363636364,1716.9814814814815,3.6363636363636362,7.277777777777778,4.863636363636363,10.277777777777779,2.1363636363636362,3.2037037037037037,0.0,0.18518518518518517,0.6216501842694789,0.7728797311097216,1.0,0.2222222222222222,0.0,0.0,32.0,-0.045454545454545456,0.14814814814814814,0.2777777777777778,0.5471380471380471,951.6178451178451,3.6414141414141414,5.414141414141415,1.0673400673400675,0.18518518518518517,0.1512295468402427,-0.7777777777777778,0.0,3,,AI-forward recomposition
Delta Air Lines,3.0,8.0,0.0,0.0,0.0,0.5,0.0,0.125,0.6666666666666666,0.375,655.6666666666666,1559.75,2.0,5.375,3.6666666666666665,7.25,2.0,2.75,0.0,0.25,0.9182958340544894,0.946394630357186,1.0,0.25,0.0,0.0,5.0,0.0,0.5,0.125,-0.29166666666666663,904.0833333333334,3.375,3.5833333333333335,0.75,0.25,0.028098796302696516,-0.75,0.0,2,,stack expansion
Dexian,7.0,32.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0625,0.14285714285714285,0.25,705.1428571428571,732.5,6.571428571428571,4.84375,8.142857142857142,6.21875,2.142857142857143,2.21875,0.0,0.0625,0.8699155297736259,0.9121368897953143,1.0,0.125,0.0,0.0,25.0,-0.14285714285714285,0.0,0.0625,0.10714285714285715,27.35714285714289,-1.7276785714285712,-1.9241071428571423,0.0758928571428572,0.0625,0.042221360021688414,-0.875,0.0,4,,entry-heavy compact
Docusign,3.0,29.0,0.3333333333333333,0.034482758620689655,0.3333333333333333,0.2413793103448276,0.0,0.20689655172413793,0.0,0.5517241379310345,818.3333333333334,2003.3793103448277,6.666666666666667,8.137931034482758,8.333333333333334,10.620689655172415,2.6666666666666665,3.2758620689655173,0.0,0.10344827586206896,0.9999999999999998,0.8815903428305082,1.0,0.1724137931034483,0.0,0.0,26.0,-0.29885057471264365,-0.09195402298850572,0.20689655172413793,0.5517241379310345,1185.0459770114944,1.471264367816091,2.2873563218390807,0.6091954022988508,0.10344827586206896,-0.11840965716949159,-0.8275862068965517,0.0,1,,template inflation / text-heavy
EPITEC,11.0,27.0,0.0,0.0,0.09090909090909091,0.07407407407407407,0.09090909090909091,0.1111111111111111,0.2727272727272727,0.4074074074074074,718.2727272727273,822.7777777777778,3.8181818181818183,3.6296296296296298,5.818181818181818,5.592592592592593,2.5454545454545454,2.4074074074074074,0.09090909090909091,0.07407407407407407,0.8491853220906186,0.8812586077629252,1.0,0.037037037037037035,0.0,0.0,16.0,0.0,-0.01683501683501684,0.020202020202020193,0.13468013468013468,104.50505050505058,-0.18855218855218858,-0.22558922558922578,-0.13804713804713797,-0.01683501683501684,0.032073285672306606,-0.962962962962963,0.0,4,,entry-heavy compact
EVONA,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.42857142857142855,305.5,622.5714285714286,1.75,0.7142857142857143,2.25,2.142857142857143,1.25,1.380952380952381,0.0,0.14285714285714285,0.8112781244591328,0.8734515463860744,1.0,0.14285714285714285,0.0,0.0,17.0,0.0,0.0,0.09523809523809523,0.42857142857142855,317.07142857142856,-1.0357142857142856,-0.1071428571428572,0.13095238095238093,0.14285714285714285,0.06217342192694153,-0.8571428571428572,0.0,4,,entry-heavy compact
Ehub Global Inc,5.0,4.0,0.0,0.0,0.0,0.25,0.2,0.25,0.0,0.25,281.6,677.5,2.6,5.25,4.0,8.25,1.8,2.5,0.2,0.25,1.0000000000000002,0.946394630357186,1.0,0.0,0.0,0.0,-1.0,0.0,0.25,0.04999999999999999,0.25,395.9,2.65,4.25,0.7,0.04999999999999999,-0.05360536964281426,-1.0,0.0,2,,stack expansion
Eliassen Group,12.0,30.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.1,0.3333333333333333,0.26666666666666666,660.8333333333334,1408.3,5.75,6.8,7.25,8.266666666666667,2.4166666666666665,2.1333333333333333,0.0,0.1,0.9426312039378819,0.9077563814655113,1.0,0.1,0.0,0.0,18.0,0.0,0.06666666666666667,0.1,-0.06666666666666665,747.4666666666666,1.0499999999999998,1.0166666666666675,-0.2833333333333332,0.1,-0.034874822472370615,-0.9,0.0,1,,template inflation / text-heavy
Empower Professionals,7.0,9.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,463.85714285714283,778.0,4.285714285714286,5.222222222222222,5.428571428571429,6.444444444444445,1.8571428571428572,2.2222222222222223,0.0,0.1111111111111111,0.9821410328348751,0.946265187221801,1.0,0.3333333333333333,0.0,0.0,2.0,0.0,0.1111111111111111,0.0,0.3333333333333333,314.14285714285717,0.9365079365079367,1.0158730158730158,0.3650793650793651,0.1111111111111111,-0.03587584561307411,-0.6666666666666667,0.0,2,,stack expansion
Entegee,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,217.2,535.5,2.8,0.5,3.6,1.6666666666666667,1.8,1.6666666666666667,0.0,0.0,0.8649735207179272,0.9182958340544894,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,318.3,-2.3,-1.9333333333333333,-0.1333333333333333,0.0,0.05332231333656223,-0.6666666666666667,0.0,4,,entry-heavy compact
Equifax,4.0,26.0,0.0,0.0,0.25,0.4230769230769231,0.0,0.15384615384615385,0.5,0.8076923076923077,1101.0,1192.1538461538462,17.25,13.153846153846153,19.25,15.73076923076923,3.0,3.1923076923076925,0.0,0.11538461538461539,0.0,0.6992314691117759,1.0,0.23076923076923078,0.0,0.0,22.0,0.0,0.17307692307692307,0.15384615384615385,0.3076923076923077,91.15384615384619,-4.096153846153847,-3.51923076923077,0.1923076923076925,0.11538461538461539,0.6992314691117759,-0.7692307692307692,0.0,4,,entry-heavy compact
Esri,3.0,64.0,0.0,0.0,0.6666666666666666,0.4375,0.0,0.046875,0.0,0.4375,506.6666666666667,1419.390625,1.6666666666666667,3.640625,2.6666666666666665,5.734375,2.0,2.796875,0.0,0.0625,0.0,0.7855001081176927,1.0,0.109375,0.0,0.0,61.0,0.0,-0.22916666666666663,0.046875,0.4375,912.7239583333333,1.9739583333333333,3.0677083333333335,0.796875,0.0625,0.7855001081176927,-0.890625,0.0,2,,stack expansion
Experis,26.0,50.0,0.038461538461538464,0.02,0.07692307692307693,0.1,0.0,0.08,0.19230769230769232,0.34,504.61538461538464,908.22,2.6923076923076925,3.02,3.8461538461538463,5.2,1.8461538461538463,2.62,0.0,0.02,0.7494359447445321,0.7079572577133267,1.0,0.14,0.0,0.0,24.0,-0.018461538461538463,0.023076923076923078,0.08,0.1476923076923077,403.6046153846154,0.3276923076923075,1.353846153846154,0.7738461538461539,0.02,-0.041478687031205386,-0.86,0.0,2,,stack expansion
Extend Information Systems Inc.,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,527.6666666666666,1167.3333333333333,1.0,4.0,1.6666666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,0.0,0.0,0.0,0.9182958340544894,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,639.6666666666666,3.0,3.0,0.3333333333333335,0.0,0.9182958340544894,-0.6666666666666667,0.0,2,,stack expansion
FIS,6.0,13.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.15384615384615385,0.8333333333333334,0.7692307692307693,867.3333333333334,1830.5384615384614,4.833333333333333,5.3076923076923075,7.0,7.923076923076923,3.0,2.923076923076923,0.0,0.0,0.6500224216483541,0.7867012262088835,1.0,0.0,0.0,0.0,7.0,-0.16666666666666666,0.0,0.15384615384615385,-0.0641025641025641,963.2051282051281,0.47435897435897445,0.9230769230769234,-0.0769230769230771,0.0,0.1366788045605294,-1.0,0.0,1,,template inflation / text-heavy
FanDuel,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.25,0.42857142857142855,1269.0,2158.6428571428573,3.25,7.5,4.0,9.071428571428571,1.75,2.2142857142857144,0.0,0.0,0.8112781244591328,0.9852281360342515,1.0,0.14285714285714285,0.0,0.0,10.0,0.0,0.0,0.21428571428571427,0.17857142857142855,889.6428571428573,4.25,5.071428571428571,0.4642857142857144,0.0,0.1739500115751187,-0.8571428571428572,0.0,2,,stack expansion
Fanatics,3.0,29.0,0.0,0.0,0.0,0.13793103448275862,0.0,0.1724137931034483,0.3333333333333333,0.8620689655172413,496.0,1709.8620689655172,3.3333333333333335,4.9655172413793105,4.666666666666667,8.137931034482758,2.0,3.3448275862068964,0.0,0.0,0.9182958340544894,0.9101965949405021,1.0,0.06896551724137931,0.0,0.0,26.0,0.0,0.13793103448275862,0.1724137931034483,0.5287356321839081,1213.8620689655172,1.632183908045977,3.471264367816091,1.3448275862068964,0.0,-0.008099239113987355,-0.9310344827586207,0.0,2,,stack expansion
FastTek Global,5.0,19.0,0.0,0.0,0.2,0.0,0.0,0.10526315789473684,0.0,0.2631578947368421,681.8,1742.3157894736842,4.4,5.7894736842105265,6.0,7.368421052631579,2.2,2.3684210526315788,0.0,0.0,0.9609640474436812,0.8791487854374124,1.0,0.15789473684210525,0.0,0.0,14.0,0.0,-0.2,0.10526315789473684,0.2631578947368421,1060.5157894736842,1.3894736842105262,1.3684210526315788,0.16842105263157858,0.0,-0.08181526200626887,-0.8421052631578947,0.0,1,,template inflation / text-heavy
Fidelity Investments,29.0,43.0,0.0,0.0,0.034482758620689655,0.11627906976744186,0.0,0.06976744186046512,0.3103448275862069,0.3953488372093023,721.448275862069,1141.4883720930231,5.413793103448276,6.116279069767442,6.655172413793103,7.976744186046512,2.103448275862069,2.6744186046511627,0.0,0.046511627906976744,0.9537573456786619,0.8285201322279451,1.0,0.3023255813953488,0.0,0.0,14.0,0.0,0.0817963111467522,0.06976744186046512,0.0850040096230954,420.0400962309542,0.7024859663191663,1.3215717722534084,0.5709703287890937,0.046511627906976744,-0.1252372134507168,-0.6976744186046512,0.0,2,,stack expansion
Ford Motor Company,14.0,45.0,0.0,0.022222222222222223,0.2857142857142857,0.15555555555555556,0.07142857142857142,0.06666666666666667,0.42857142857142855,0.4222222222222222,958.0714285714286,1650.3555555555556,5.428571428571429,3.6,7.785714285714286,5.688888888888889,3.0,2.6444444444444444,0.07142857142857142,0.0,0.8549912206176893,0.8221583045483319,1.0,0.17777777777777778,0.0,0.0,31.0,0.022222222222222223,-0.13015873015873014,-0.004761904761904759,-0.006349206349206327,692.284126984127,-1.8285714285714287,-2.0968253968253965,-0.3555555555555556,-0.07142857142857142,-0.03283291606935734,-0.8222222222222222,0.0,4,,entry-heavy compact
Franklin Fitch,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.14285714285714285,0.6666666666666666,204.28571428571428,538.9166666666666,1.1428571428571428,2.5833333333333335,1.4285714285714286,4.0,0.7142857142857143,2.1666666666666665,0.0,0.25,0.8631205685666311,0.7755490855036324,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.08333333333333333,0.5238095238095237,334.63095238095235,1.4404761904761907,2.571428571428571,1.452380952380952,0.25,-0.08757148306299867,-1.0,0.0,2,,stack expansion
GE HealthCare,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,1084.75,1588.4166666666667,3.5,6.166666666666667,5.5,8.25,2.75,2.9166666666666665,0.0,0.0,0.946394630357186,0.9873179343530822,1.0,0.3333333333333333,0.0,0.0,8.0,0.0,0.0,0.0,-0.16666666666666669,503.66666666666674,2.666666666666667,2.75,0.16666666666666652,0.0,0.040923303995896276,-0.6666666666666667,0.0,2,,stack expansion
Galactic Minds INC,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,251.33333333333334,834.6,1.6666666666666667,5.8,2.6666666666666665,8.4,1.6666666666666667,3.2,0.0,0.2,0.9999999999999998,0.8649735207179272,1.0,0.2,0.0,0.0,2.0,0.0,0.0,0.2,0.6,583.2666666666667,4.133333333333333,5.733333333333334,1.5333333333333334,0.2,-0.13502647928207256,-0.8,0.0,3,,AI-forward recomposition
"Gardner Resources Consulting, LLC",3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,0.42857142857142855,420.6666666666667,364.2857142857143,5.333333333333333,3.857142857142857,6.666666666666667,5.142857142857143,2.3333333333333335,2.2857142857142856,0.0,0.2857142857142857,0.9999999999999998,0.9751060324573735,1.0,0.42857142857142855,0.0,0.0,4.0,0.0,0.0,0.14285714285714285,0.09523809523809523,-56.38095238095241,-1.4761904761904758,-1.5238095238095237,-0.047619047619047894,0.2857142857142857,-0.024893967542626294,-0.5714285714285714,0.0,4,,entry-heavy compact
General Atomics,3.0,20.0,0.3333333333333333,0.0,0.0,0.15,0.0,0.05,0.3333333333333333,0.05,918.0,1455.85,0.0,0.8,2.6666666666666665,4.2,2.3333333333333335,3.3,0.0,0.0,0.0,0.3589962496465303,1.0,0.15,0.0,0.0,17.0,-0.3333333333333333,0.15,0.05,-0.2833333333333333,537.8499999999999,0.8,1.5333333333333337,0.9666666666666663,0.0,0.3589962496465303,-0.85,0.0,1,,template inflation / text-heavy
General Dynamics Information Technology,3.0,66.0,0.0,0.015151515151515152,0.0,0.16666666666666666,0.0,0.07575757575757576,0.0,0.12121212121212122,943.6666666666666,1698.8636363636363,2.0,5.515151515151516,3.3333333333333335,7.2272727272727275,2.0,2.3636363636363638,0.0,0.13636363636363635,0.0,0.8298681409216913,1.0,0.19696969696969696,0.0,0.0,63.0,0.015151515151515152,0.16666666666666666,0.07575757575757576,0.12121212121212122,755.1969696969696,3.5151515151515156,3.893939393939394,0.36363636363636376,0.13636363636363635,0.8298681409216913,-0.803030303030303,0.0,2,,stack expansion
General Dynamics Mission Systems,5.0,57.0,0.0,0.10526315789473684,0.4,0.3684210526315789,0.0,0.017543859649122806,0.2,0.2982456140350877,551.6,1104.0877192982457,1.2,0.8596491228070176,2.0,2.1052631578947367,1.2,1.5964912280701755,0.0,0.0,0.7219280948873623,0.5601853845618928,1.0,0.14035087719298245,0.0,0.0,52.0,0.10526315789473684,-0.031578947368421095,0.017543859649122806,0.09824561403508769,552.4877192982457,-0.3403508771929824,0.10526315789473673,0.39649122807017556,0.0,-0.1617427103254695,-0.8596491228070176,0.0,4,,entry-heavy compact
General Motors,14.0,173.0,0.07142857142857142,0.057803468208092484,0.07142857142857142,0.08670520231213873,0.0,0.10404624277456648,0.7857142857142857,0.653179190751445,763.7142857142857,1925.7803468208092,4.857142857142857,4.011560693641618,7.714285714285714,6.398843930635838,3.142857142857143,2.901734104046243,0.0,0.15028901734104047,0.9620871761502205,0.8912140660404215,1.0,0.14450867052023122,0.0,0.0,159.0,-0.01362510322047894,0.015276630883567302,0.10404624277456648,-0.13253509496284066,1162.0660611065236,-0.8455821635012386,-1.3154417836498764,-0.2411230388108998,0.15028901734104047,-0.07087311010979902,-0.8554913294797688,0.0,1,,template inflation / text-heavy
Goldman Sachs,6.0,41.0,0.0,0.0,0.0,0.1951219512195122,0.16666666666666666,0.07317073170731707,0.16666666666666666,0.34146341463414637,572.3333333333334,1275.0487804878048,1.5,4.951219512195122,3.3333333333333335,6.975609756097561,2.3333333333333335,2.682926829268293,0.0,0.04878048780487805,0.8962406251802889,0.7667985832395415,1.0,0.21951219512195122,0.0,0.0,35.0,0.0,0.1951219512195122,-0.09349593495934959,0.1747967479674797,702.7154471544715,3.451219512195122,3.6422764227642275,0.34959349593495936,0.04878048780487805,-0.12944204194074738,-0.7804878048780488,0.0,2,,stack expansion
Goliath Partners,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.2916666666666667,280.8,247.0,2.2,1.3333333333333333,2.8,2.375,1.6,1.7083333333333333,0.0,0.16666666666666666,0.8649735207179272,0.7757103506911273,1.0,0.20833333333333334,0.0,0.0,19.0,0.0,0.0,0.08333333333333333,0.2916666666666667,-33.80000000000001,-0.8666666666666669,-0.4249999999999998,0.10833333333333317,0.16666666666666666,-0.08926317002679995,-0.7916666666666666,0.0,4,,entry-heavy compact
Google,15.0,706.0,0.0,0.0056657223796034,0.4666666666666667,0.5084985835694051,0.0,0.18696883852691218,0.4666666666666667,0.3130311614730878,576.5333333333333,1221.8611898016998,0.7333333333333333,1.3909348441926346,2.2,3.0056657223796033,1.7333333333333334,2.2195467422096318,0.0,0.012747875354107648,0.6643574057122259,0.4130846004113996,1.0,0.17705382436260622,0.0,0.0,691.0,0.0056657223796034,0.041831916902738464,0.18696883852691218,-0.15363550519357888,645.3278564683665,0.6576015108593013,0.8056657223796031,0.4862134088762984,0.012747875354107648,-0.2512728053008263,-0.8229461756373938,0.0,1,,template inflation / text-heavy
Guidehouse,3.0,14.0,0.3333333333333333,0.0,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.42857142857142855,627.0,2002.0,2.0,6.285714285714286,3.0,7.642857142857143,2.0,2.142857142857143,0.0,0.07142857142857142,0.9182958340544894,0.9134443205612237,1.0,0.07142857142857142,0.0,0.0,11.0,-0.3333333333333333,0.07142857142857142,0.14285714285714285,0.42857142857142855,1375.0,4.285714285714286,4.642857142857143,0.1428571428571428,0.07142857142857142,-0.0048515134932657356,-0.9285714285714286,0.0,2,,stack expansion
HIRECLOUT,3.0,5.0,0.0,0.0,0.0,0.2,0.0,0.2,0.6666666666666666,1.0,918.3333333333334,1253.8,10.333333333333334,6.6,13.666666666666666,9.8,3.6666666666666665,3.6,0.0,0.4,0.9999999999999998,0.9609640474436812,1.0,0.2,0.0,0.0,2.0,0.0,0.2,0.2,0.33333333333333337,335.4666666666666,-3.7333333333333343,-3.8666666666666654,-0.06666666666666643,0.4,-0.03903595255631853,-0.8,0.0,4,,entry-heavy compact
HTC Global Services,7.0,10.0,0.0,0.0,0.0,0.2,0.2857142857142857,0.1,0.5714285714285714,0.8,912.0,1240.3,4.428571428571429,5.2,7.0,7.7,3.142857142857143,3.0,0.0,0.0,0.9211854965885543,0.9477309221191609,1.0,0.1,0.0,0.0,3.0,0.0,0.2,-0.1857142857142857,0.22857142857142865,328.29999999999995,0.7714285714285714,0.7000000000000002,-0.1428571428571428,0.0,0.02654542553060657,-0.9,0.0,4,,entry-heavy compact
Harnham,6.0,31.0,0.0,0.0,0.0,0.03225806451612903,0.3333333333333333,0.3225806451612903,0.3333333333333333,0.6129032258064516,410.0,636.6129032258065,2.5,3.7419354838709675,3.6666666666666665,5.935483870967742,2.0,2.806451612903226,0.3333333333333333,0.2903225806451613,0.9206198357143047,0.8763069554245584,1.0,0.25806451612903225,0.0,0.0,25.0,0.0,0.03225806451612903,-0.010752688172043001,0.2795698924731183,226.61290322580646,1.2419354838709675,2.2688172043010755,0.806451612903226,-0.043010752688172005,-0.04431288028974634,-0.7419354838709677,0.0,2,,stack expansion
Harvey Nash,4.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,567.5,167.0,5.5,1.3333333333333333,6.5,2.0,1.5,1.3333333333333333,0.0,0.0,0.946394630357186,0.9182958340544894,1.0,0.0,0.0,0.0,-1.0,0.0,0.3333333333333333,0.0,-0.25,-400.5,-4.166666666666667,-4.5,-0.16666666666666674,0.0,-0.028098796302696516,-1.0,0.0,4,,entry-heavy compact
Honeywell,11.0,49.0,0.09090909090909091,0.02040816326530612,0.36363636363636365,0.10204081632653061,0.0,0.22448979591836735,0.36363636363636365,0.5918367346938775,735.0,1530.061224489796,0.7272727272727273,4.346938775510204,2.272727272727273,6.959183673469388,1.6363636363636365,2.816326530612245,0.0,0.20408163265306123,0.43949698692151334,0.7531207845913034,1.0,0.14285714285714285,0.0,0.0,38.0,-0.0705009276437848,-0.26159554730983303,0.22448979591836735,0.2282003710575139,795.0612244897959,3.6196660482374767,4.686456400742115,1.1799628942486085,0.20408163265306123,0.31362379766979004,-0.8571428571428572,0.0,3,,AI-forward recomposition
Horizontal Talent,4.0,33.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.09090909090909091,0.25,0.45454545454545453,368.5,676.939393939394,3.0,4.818181818181818,4.5,6.181818181818182,2.0,2.1515151515151514,0.0,0.06060606060606061,0.946394630357186,0.8185205571245394,1.0,0.12121212121212122,0.0,0.0,29.0,0.030303030303030304,0.0,0.09090909090909091,0.20454545454545453,308.439393939394,1.8181818181818183,1.6818181818181817,0.15151515151515138,0.06060606060606061,-0.12787407323264655,-0.8787878787878788,0.0,2,,stack expansion
ICE,26.0,46.0,0.07692307692307693,0.06521739130434782,0.11538461538461539,0.06521739130434782,0.0,0.32608695652173914,0.19230769230769232,0.2826086956521739,855.7307692307693,937.0217391304348,4.269230769230769,5.282608695652174,5.653846153846154,7.543478260869565,2.3461538461538463,2.9782608695652173,0.038461538461538464,0.043478260869565216,0.8328137731283201,0.8452240504456904,1.0,0.2391304347826087,0.0,0.0,20.0,-0.011705685618729103,-0.05016722408026757,0.32608695652173914,0.09030100334448157,81.29096989966547,1.0133779264214047,1.8896321070234112,0.632107023411371,0.0050167224080267525,0.012410277317370322,-0.7608695652173914,0.0,2,,stack expansion
"IDR, Inc.",4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.3333333333333333,388.25,519.1428571428571,3.75,3.0952380952380953,5.75,4.571428571428571,3.0,2.1904761904761907,0.0,0.14285714285714285,0.946394630357186,0.9507271636456952,1.0,0.09523809523809523,0.0,0.0,17.0,0.0,0.0,0.14285714285714285,0.3333333333333333,130.8928571428571,-0.6547619047619047,-1.1785714285714288,-0.8095238095238093,0.14285714285714285,0.004332533288509244,-0.9047619047619048,0.0,4,,entry-heavy compact
INSPYR Solutions,4.0,16.0,0.5,0.0,0.25,0.0625,0.0,0.0625,0.0,0.5,743.5,1393.125,6.5,3.625,7.5,5.5,2.0,2.3125,0.0,0.0625,0.946394630357186,0.9123763275816898,1.0,0.0625,0.0,0.0,12.0,-0.5,-0.1875,0.0625,0.5,649.625,-2.875,-2.0,0.3125,0.0625,-0.03401830277549611,-0.9375,0.0,1,,template inflation / text-heavy
Info Way Solutions,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,436.3333333333333,278.3,2.3333333333333335,3.0,3.3333333333333335,4.3,1.6666666666666667,2.3,0.0,0.1,0.9182958340544894,0.8804820237218406,1.0,0.2,0.0,0.0,7.0,0.0,0.0,0.1,0.2,-158.0333333333333,0.6666666666666665,0.9666666666666663,0.6333333333333331,0.1,-0.037813810332648856,-0.8,0.0,2,,stack expansion
