uid,imperative_per_1k,inclusive_per_1k,marketing_per_1k,passive_per_1k
arshkon_3884825494,0.3123048094940662,0.6246096189881324,0.1561524047470331,0.1561524047470331
arshkon_3889112103,0.4561350159647256,1.2163600425726016,0.9122700319294512,0.1520450053215752
asaniczka_a9c4a4a0f10fa12c,1.8703241895261846,2.493765586034913,0.0,0.6234413965087282
asaniczka_bd3a7bbe3011feba,0.0,0.2449779519843214,0.2449779519843214,0.0
asaniczka_c07711f0603981bd,0.0,0.9484666455896301,0.0,0.0
asaniczka_c1f43937b4c108cd,1.1392116655274551,1.1392116655274551,0.455684666210982,0.227842333105491
asaniczka_683a2a0ceb952a0f,1.0957703265395573,1.0957703265395573,0.4383081306158229,0.21915406530791146
asaniczka_3ed1a7b005aacf44,0.9475679090334808,0.0,0.3158559696778269,0.0
asaniczka_7787244881411485,0.27085590465872156,1.6251354279523293,0.0,0.0
asaniczka_a47c1454eff05ef9,7.898894154818326,0.4513653802753329,0.0,1.1284134506883323
asaniczka_2a62d96de7e282af,0.6426735218508998,0.3213367609254499,0.6426735218508998,0.0
arshkon_3902928071,1.4829461196243203,0.0,0.49431537320810676,0.9886307464162135
asaniczka_ad09b3d606560a94,1.6561775422325273,0.9937065253395163,0.0,0.6624710168930109
asaniczka_9370e243e0d2a941,0.47619047619047616,0.23809523809523808,0.47619047619047616,0.0
arshkon_3904387929,0.0,0.0,0.0,0.0
arshkon_3905868785,0.0,0.0,0.0,0.0
asaniczka_51e5efd98064562e,1.8662519440124417,0.6220839813374806,0.3110419906687403,0.0
arshkon_3884436740,0.0,0.38895371450797356,0.0,0.38895371450797356
asaniczka_190830d70d089843,0.513874614594039,0.0,0.0,0.0
asaniczka_a28a039a0c6cf671,1.122649452708392,0.841987089531294,0.280662363177098,1.683974179062588
asaniczka_80b582b4048a252c,0.0,0.0,0.0,0.33222591362126247
asaniczka_6410b27e5a32a2db,0.5973715651135006,2.9868578255675033,0.0,0.0
asaniczka_e7aa0195c54ef3d7,0.0,1.0263427984946973,0.3421142661648991,0.0
asaniczka_20a04aa408aae71e,1.0865628395508873,0.36218761318362913,0.7243752263672583,0.0
arshkon_3900946027,0.7446016381236039,1.4892032762472078,0.7446016381236039,0.7446016381236039
arshkon_3901944513,1.3767783386874712,1.3767783386874712,0.45892611289582375,0.0
asaniczka_8df6a946657d4e18,0.0,2.3734177215189876,0.5274261603375527,0.0
asaniczka_631c5b8e2af28bdd,1.8501387604070305,0.3083564600678384,0.0,0.9250693802035153
asaniczka_4d124aa0ed904e34,1.8662519440124417,0.6220839813374806,0.3110419906687403,0.0
asaniczka_928ecb8a92f0a892,0.29027576197387517,1.4513788098693758,0.5805515239477503,0.0
asaniczka_0a4fea2bc2249ae1,0.6535947712418301,3.2679738562091503,0.0,0.32679738562091504
asaniczka_3e0ce8a3bcf9774d,0.30093289196509176,1.5046644598254588,0.6018657839301835,0.0
