period,n,total_mean,core_mean,boiler_mean,unclassified_mean
2024,28232,2221.6359096061205,1595.5354916406914,69.719608954378,556.3808090110513
2026,35062,3877.242028406822,3013.81082083167,750.3206320232731,113.11057555187952
