metric,delta,lo,hi,B_used
AI-strict (all-SWE),0.08363769382305195,0.07613057679076726,0.09083682466488664,300
J3 entry (labeled),0.06170827655795058,0.032060515380065206,0.09862397494361348,300
S4 senior (labeled),-0.08293952364401536,-0.11968060178633684,-0.04667143723786947,300
Scope (V1 binary),0.22409869952657385,0.19935876683268572,0.2527297244660583,300
