metric,cohort,aggregate_delta,within_sym,between_residual,n_cos,n_cos_both_eras
AI-strict prevalence,all,0.09723512525631432,0.0709011041182279,0.026334021138086416,12872,2109
AI-strict prevalence,returning,0.08363769382305195,0.07914689342581474,0.004490800397237205,2109,2109
J3 entry share (labeled),all,0.05046512308548923,0.021999928879044593,0.028465194206444635,9273,1423
J3 entry share (labeled),returning,0.0617082765579505,0.0214506779404134,0.040257598617537096,2013,1423
S4 senior share (labeled),all,-0.07617333006261462,-0.057338027109166745,-0.018835302953447874,9273,1423
S4 senior share (labeled),returning,-0.08293952364401469,-0.09309245206661187,0.010152928422597185,2013,1423
Scope prevalence (V1),all,0.2325768040611187,0.1546312887025947,0.07794551535852398,12872,2109
Scope prevalence (V1),returning,0.22409869952657457,0.1638959503627451,0.06020274916382948,2109,2109
