period2,company_name_canonical,n
2026,Microsoft,84
2026,JPMorgan Chase & Co.,56
2026,Amazon,52
2026,Amazon Web Services (AWS),49
2026,General Motors,42
2026,Booz Allen Hamilton,41
2026,Uber,40
2026,Anthropic,38
2026,NVIDIA,38
2026,Adobe,35
2026,AMD,34
2026,Walmart,33
2026,OpenAI,32
2026,TikTok,31
2026,ByteDance,29
