op,period,n,mid-senior_n,mid-senior_pct,unknown_n,unknown_pct,associate_n,associate_pct,entry_n,entry_pct,director_n,director_pct,None_n,None_pct,yoe_known,yoe_le2_pct,yoe_3_4_pct,yoe_ge5_pct
combined_augmented,2024,731,506.0,69.22024623803009,154.0,21.06703146374829,58.0,7.934336525307797,10.0,1.3679890560875512,3.0,0.4103967168262654,,,,,,
combined_augmented,2026,5582,4029.0,72.17843067001075,803.0,14.385524901469008,114.0,2.042278753135077,574.0,10.28305266929416,62.0,1.1107130060910069,,,,,,
combined,2024,731,199.0,27.22298221614227,154.0,21.06703146374829,1.0,0.13679890560875513,8.0,1.094391244870041,3.0,0.4103967168262654,366.0,50.06839945280438,,,,
combined,2026,5582,488.0,8.742386241490504,396.0,7.0942314582586885,,,49.0,0.8778215693299892,25.0,0.4478681476173415,4624.0,82.83769258330348,,,,
yoe_proxy,2024,731,,,,,,,,,,,,,439.0,10.933940774487471,29.157175398633257,59.90888382687927
yoe_proxy,2026,5582,,,,,,,,,,,,,3764.0,16.0201912858661,31.137088204038253,52.842720510095646
