archetype,archetype_name,n_2024,n_2026,pct_2024,pct_2026,ratio,delta_pp
19,T19_servicenow / itsm / servicenow platform,260,183,0.38461538461538464,24.59016393442623,63.93442622950819,24.205548549810846
0,T00_software / technical / development,4347,5663,4.002760524499656,27.91806463005474,6.97470269809471,23.915304105555084
3,T03_data / analytics / data engineer,1534,2468,8.996088657105608,25.60777957860616,2.8465459328682496,16.611690921500553
11,T11_aws / services / years noninternship,728,974,3.296703296703297,18.583162217659137,5.636892539356605,15.286458920955843
2,T02_cloud / infrastructure / devops,1604,2476,2.2443890274314215,15.831987075928918,7.054029797163885,13.5875980484975
1,T01_ai / learning / machine learning,731,5582,25.718194254445965,38.05087782156933,1.4795314727429352,12.332683567123365
17,T17_typescript sql / javascript java / sql python,274,354,2.5547445255474455,14.124293785310735,5.528652138821631,11.56954925976329
10,T10_embedded / firmware / embedded software,816,734,2.696078431372549,13.487738419618529,5.002724795640327,10.791659988245978
15,T15_site reliability / sre / reliability,265,446,0.37735849056603776,10.986547085201794,29.114349775784753,10.609188594635755
4,T04_frontend / web / react,1725,1794,1.0434782608695654,11.594202898550725,11.11111111111111,10.55072463768116
5,T05_spring / java / spring boot,1088,702,0.4595588235294118,10.541310541310542,22.93789173789174,10.081751717781131
6,T06_android / mobile / ios,455,715,0.8791208791208791,10.62937062937063,12.090909090909092,9.75024975024975
8,T08_test / testing / automation,613,530,1.631321370309951,10.566037735849058,6.476981132075473,8.934716365539105
12,T12_flight / software / vehicle,515,749,3.6893203883495143,12.416555407209612,3.365540018269974,8.7272350188601
9,T09_net / aspnet / net core,1270,382,0.47244094488188976,8.37696335078534,17.73123909249564,7.904522405903451
13,T13_radar / clearance / missile,991,435,1.917255297679112,9.425287356321839,4.916031457955233,7.508032058642727
7,T07_equipment / sales / customer,1396,912,0.7879656160458453,7.894736842105263,10.01913875598086,7.106771226059418
16,T16_python / python developer / django,335,189,3.2835820895522385,8.465608465608465,2.578162578162578,5.182026376056227
18,T18_systems engineering / systems engineer / systems,1097,142,1.276207839562443,4.929577464788732,3.862676056338028,3.653369625226289
22,T22_test / manufacturing / equipment,314,152,0.3184713375796179,3.289473684210526,10.328947368421051,2.9710023466309083
