classifier,within_2024_share_gap,cross_period_share_gap,SNR_share,within_2024_chars_gap,cross_period_chars_gap,SNR_chars
T13,0.02612324081444281,0.025374266975991683,0.971329214327916,215.33598926775267,97.7245262552741,0.45382347181065796
simple_regex,0.05023750554709608,0.05294781375773072,1.053949896220341,224.03831462523988,503.4190200507296,2.2470219921660446
