period,classifier,n,mean_req_share,mean_req_chars,median_req_chars
2024,T13,22820,0.23796848947380592,886.53361086766,605.0
2024,simple_regex,22820,0.2243577187902352,926.1942156003506,0.0
2026,T13,45317,0.21259422249781423,984.258137122934,718.0
2026,simple_regex,45317,0.2773055325479659,1429.6132356510802,938.0
Δ(2026-2024),T13,68137,-0.025374266975991683,97.7245262552741,
Δ(2026-2024),simple_regex,68137,0.05294781375773072,503.4190200507296,
