company_name_canonical,n_2024,req_share_t13_2024,req_share_simple_2024,req_chars_t13_2024,req_chars_simple_2024,j3_share_2024,desc_len_2024,n_2026,req_share_t13_2026,req_share_simple_2026,req_chars_t13_2026,req_chars_simple_2026,j3_share_2026,desc_len_2026,d_req_share_t13,d_req_share_simple,d_req_chars_t13,d_req_chars_simple,d_j3_share,d_desc_len
AMD,25,0.00395112016293279,0.0,15.52,0.0,0.0,4180.12,88,0.0168449939860707,0.026197281086771853,86.45454545454545,124.93181818181819,0.0,4825.613636363636,0.012893873823137909,0.026197281086771853,70.93454545454546,124.93181818181819,0.0,645.4936363636361
AMERICAN SYSTEMS,10,0.4068107181752606,0.0,1458.2,0.0,0.0,3448.3,9,0.2795185384363359,0.4554621731383379,945.0,1476.5555555555557,0.2857142857142857,3253.3333333333335,-0.1272921797389247,0.4554621731383379,-513.2,1476.5555555555557,0.2857142857142857,-194.9666666666667
ASRC Federal,18,0.42170752449874643,0.40119880749635617,1067.9444444444443,1009.2222222222222,0.1111111111111111,2758.1666666666665,11,0.37220104998183656,0.583476525367652,1343.2727272727273,2154.2727272727275,0.3333333333333333,3866.181818181818,-0.04950647451690987,0.18227771787129587,275.3282828282829,1145.0505050505053,0.2222222222222222,1108.0151515151515
AT&T,9,0.46305230936084274,0.34485239880507934,2319.1111111111113,1720.5555555555557,0.0,5112.666666666667,25,0.31316919270896526,0.24305421955129516,1994.6,1458.56,0.0,6430.68,-0.14988311665187748,-0.10179817925378418,-324.5111111111114,-261.9955555555557,0.0,1318.0133333333333
AbbVie,10,0.2245820005495406,0.2245820005495406,1017.0,1017.0,0.2,4241.3,10,0.44313190413249187,0.4792150275581847,2660.8,2890.0,0.14285714285714285,5977.1,0.21854990358295126,0.2546330270086441,1643.8000000000002,1873.0,-0.05714285714285716,1735.8000000000002
Abbott,55,0.19489085580118362,0.23508322074303656,1129.8727272727272,1396.7818181818182,0.10204081632653061,5813.981818181818,33,0.23191612636100586,0.3020392744733423,1052.0,1446.8181818181818,0.5294117647058824,4959.69696969697,0.03702527055982224,0.06695605373030572,-77.87272727272716,50.0363636363636,0.42737094837935174,-854.2848484848482
Accenture,12,0.023412916742233992,0.30097220693015764,137.58333333333334,1762.5833333333333,0.09090909090909091,6571.5,59,0.03908148480815675,0.2526776665430014,305.91525423728814,2038.5762711864406,0.125,8302.915254237289,0.015668568065922758,-0.04829454038715625,168.3319209039548,275.9929378531074,0.03409090909090909,1731.4152542372885
Acro Service Corp,8,0.1372911329245749,0.04253093158660844,441.0,116.875,0.5,2695.625,14,0.3806398728875375,0.3103551249641237,858.3571428571429,676.9285714285714,0.42857142857142855,2275.5714285714284,0.24334873996296258,0.2678241933775153,417.3571428571429,560.0535714285714,-0.07142857142857145,-420.05357142857156
Actalent,39,0.1940529783315026,0.19857178798545028,758.8974358974359,694.1794871794872,0.08,3534.3333333333335,276,0.03001129767201306,0.250866653597094,151.34057971014494,1233.1340579710145,0.25862068965517243,4957.159420289855,-0.16404168065948954,0.052294865611643704,-607.556856187291,538.9545707915273,0.17862068965517242,1422.8260869565215
Addison Group,8,0.3135448677598124,0.30993257824551,525.0,503.25,0.0,1750.0,16,0.26835732969663156,0.20362517171236552,506.5625,384.125,0.14285714285714285,2161.25,-0.04518753806318082,-0.1063074065331445,-18.4375,-119.125,0.14285714285714285,411.25
Aditi Consulting,28,0.2830695233879902,0.045638248623939656,558.8571428571429,94.10714285714286,0.1111111111111111,1953.392857142857,36,0.11123935251048235,0.18873339557340746,572.6388888888889,947.3611111111111,0.0,4877.333333333333,-0.17183017087750785,0.1430951469494678,13.781746031746025,853.2539682539682,-0.1111111111111111,2923.940476190476
Adobe,18,0.043259949314928964,0.0,223.05555555555554,0.0,0.0,4815.555555555556,138,0.09857991627663722,0.19523980641298305,780.9782608695652,1555.8260869565217,0.04225352112676056,7661.253623188406,0.05531996696170825,0.19523980641298305,557.9227053140097,1555.8260869565217,0.04225352112676056,2845.6980676328503
Adyen,5,0.36429253682929785,0.44914520717920575,1685.2,2053.8,0.0,4603.2,7,0.41274629717892936,0.46787339576734155,1982.142857142857,2265.0,0.0,4885.0,0.0484537603496315,0.018728188588135797,296.94285714285706,211.19999999999982,0.0,281.8000000000002
Agility Partners,6,0.16666666666666666,0.16666666666666666,273.1666666666667,273.1666666666667,0.25,2007.1666666666667,8,0.23866323750739382,0.18387144238007733,420.0,320.5,0.0,2012.5,0.07199657084072716,0.01720477571341067,146.83333333333331,47.333333333333314,-0.25,5.3333333333332575
Agoda,11,0.3353185155470284,0.0,2072.909090909091,0.0,0.0,6220.090909090909,26,0.28074639975457366,0.016564689706367788,1800.076923076923,81.5,0.0,6384.384615384615,-0.054572115792454745,0.016564689706367788,-272.8321678321679,81.5,0.0,164.29370629370624
Akkodis,44,0.24088510635282337,0.23604779449529897,707.5,632.0681818181819,0.030303030303030304,2779.409090909091,76,0.18474016450548267,0.2951379253098029,801.7368421052631,1303.5526315789473,0.15384615384615385,4124.578947368421,-0.0561449418473407,0.0590901308145039,94.23684210526312,671.4844497607654,0.12354312354312355,1345.1698564593298
"Akraya, Inc.",5,0.46131705008728296,0.0,857.4,0.0,0.0,1820.4,13,0.47580041972427733,0.05672717306450863,1215.923076923077,140.3846153846154,0.0,2559.5384615384614,0.01448336963699437,0.05672717306450863,358.5230769230769,140.3846153846154,0.0,739.1384615384613
AllSTEM Connections,11,0.36998722901177816,0.24811209018461147,1291.090909090909,972.0909090909091,0.1111111111111111,3723.6363636363635,9,0.2184424395874357,0.31864968060129,1036.4444444444443,1639.4444444444443,0.0,4549.888888888889,-0.15154478942434246,0.07053759041667854,-254.64646464646466,667.3535353535352,-0.1111111111111111,826.2525252525252
Amazon,173,0.10232042146795715,0.43473448356174166,437.757225433526,1831.6300578034682,0.08875739644970414,4438.184971098266,376,0.10563051895457058,0.4653212334915592,570.0824468085107,2527.058510638298,0.13131313131313133,5630.941489361702,0.003310097486613428,0.030586749929817525,132.32522137498466,695.4284528348296,0.04255573486342719,1192.7565182634362
Amazon Web Services (AWS),109,0.07910846328487786,0.3706779081007828,397.27522935779814,1885.119266055046,0.045871559633027525,5275.064220183486,376,0.07687780406587463,0.39367752956527907,502.8670212765957,2593.906914893617,0.06880733944954129,6785.242021276596,-0.002230659219003228,0.022999621464496245,105.59179191879758,708.7876488385709,0.022935779816513763,1510.1778010931093
Amentum,9,0.2589084237584937,0.0916999879385259,1345.4444444444443,365.1111111111111,0.1111111111111111,5807.777777777777,18,0.29074099208275445,0.10808582583631322,1828.888888888889,587.5,0.2,6269.944444444444,0.031832568324260735,0.016385837897787317,483.44444444444457,222.3888888888889,0.0888888888888889,462.16666666666697
American Express,7,0.14778916454108107,0.16670190806505053,1010.7142857142857,1133.7142857142858,0.14285714285714285,6728.428571428572,18,0.13133154188139617,0.1666694040828861,1216.1666666666667,1533.0555555555557,0.16666666666666666,8948.833333333334,-0.016457622659684895,-3.250398216442241e-05,205.45238095238108,399.3412698412699,0.023809523809523808,2220.4047619047624
"American Unit, Inc",9,0.06741815405092917,0.10884730884730885,118.11111111111111,523.5555555555555,0.0,2192.777777777778,8,0.28229854385014935,0.06959813628421666,628.0,239.0,0.0,2267.625,0.2148803897992202,-0.0392491725630922,509.8888888888889,-284.55555555555554,0.0,74.84722222222217
Ampcus Inc,5,0.2886850185626505,0.19021634201423912,692.4,606.6,0.0,2117.0,21,0.12855360967462812,0.04726590084958507,180.42857142857142,75.0952380952381,0.0,1414.7142857142858,-0.16013140888802238,-0.14295044116465405,-511.97142857142853,-531.504761904762,0.0,-702.2857142857142
Ampstek,16,0.10064668881051005,0.0,317.5625,0.0,0.0,1363.0,40,0.21625791695947258,0.18454956476840284,353.05,411.2,0.0,1706.325,0.11561122814896253,0.18454956476840284,35.48750000000001,411.2,0.0,343.32500000000005
Amtex Systems Inc.,13,0.04998030889783016,0.026038121170864535,149.53846153846155,70.61538461538461,0.0,1332.3076923076924,19,0.29502918382214305,0.32268037684659545,523.7894736842105,596.421052631579,0.125,1600.6315789473683,0.24504887492431288,0.29664225567573094,374.251012145749,525.8056680161943,0.125,268.32388663967595
Anduril Industries,52,0.18847626875573584,0.3280501738766248,1109.9038461538462,1806.673076923077,0.1875,5988.4807692307695,271,0.10196675661437933,0.6448473401178456,849.09963099631,5345.391143911439,0.10743801652892562,8346.276752767528,-0.0865095121413565,0.31679716624122084,-260.8042151575362,3538.718066988362,-0.08006198347107438,2357.7959835367583
ApTask,7,0.0,0.0,0.0,0.0,0.0,1371.4285714285713,5,0.4018247931237832,0.5892966856882526,1632.0,2777.6,0.0,4217.4,0.4018247931237832,0.5892966856882526,1632.0,2777.6,0.0,2845.971428571428
Apex Systems,78,0.22587253421023598,0.3485498953529667,762.2948717948718,1551.448717948718,0.14,4065.269230769231,201,0.13496070643803537,0.3347289142005419,1172.9701492537313,2888.7114427860697,0.1038961038961039,8539.925373134329,-0.09091182777220061,-0.013820981152424805,410.67527745885945,1337.2627248373517,-0.03610389610389611,4474.656142365098
Apexon,9,0.08936654099406476,0.07506344732499366,241.22222222222223,233.66666666666666,0.0,2596.0,10,0.27470291172374706,0.22412764987360378,700.4,613.5,0.0,2490.6,0.1853363707296823,0.14906420254861014,459.17777777777775,379.83333333333337,0.0,-105.40000000000009
Archer,5,0.048758620689655176,0.5799297128239222,141.4,2715.2,0.0,4577.4,19,0.09724352608055131,0.6057708154493625,611.9473684210526,3630.3684210526317,0.0,6009.631578947368,0.04848490539089614,0.02584110262544026,470.5473684210526,915.1684210526319,0.0,1432.2315789473687
Ascendion,13,0.1365842021476131,0.15377954915257622,496.15384615384613,576.3076923076923,0.09090909090909091,3518.4615384615386,12,0.20335944443311801,0.2214047214851901,778.6666666666666,886.0,0.2,4098.0,0.06677524228550491,0.06762517233261389,282.5128205128205,309.69230769230774,0.1090909090909091,579.5384615384614
Aurora,8,0.5818942957525944,0.5818942957525944,4291.25,4291.25,0.0,7358.625,23,0.5212824757733218,0.5212824757733218,2978.8695652173915,2978.8695652173915,0.2727272727272727,5921.347826086957,-0.060611819979272674,-0.060611819979272674,-1312.3804347826085,-1312.3804347826085,0.2727272727272727,-1437.277173913043
Avid Technology Professionals,8,0.04364113729508197,0.0,170.375,0.0,1.0,2152.5,12,0.06996369961946448,0.03368401624215578,154.16666666666666,30.416666666666668,0.2,896.5,0.026322562324382515,0.03368401624215578,-16.208333333333343,30.416666666666668,-0.8,-1256.0
