aggregator_mode,source_a,source_b,total_a,total_b,chi2,dof,p_value,cramers_v
all,kaggle_arshkon,kaggle_asaniczka,2223,11911,241.588321564907,3,4.315460926129024e-52,0.1307390800736521
all,kaggle_arshkon,scraped,2223,21799,8.402067191236963,3,0.03839349306343376,0.018702018997419554
all,kaggle_asaniczka,scraped,11911,21799,521.3760693940013,3,1.111658096144754e-112,0.12436442623605386
non_aggregator,kaggle_arshkon,kaggle_asaniczka,2051,9608,187.53700075250242,3,2.077967692819943e-40,0.12682732481323356
non_aggregator,kaggle_arshkon,scraped,2051,18960,10.108023477774607,3,0.017669865647424992,0.02193359194820904
non_aggregator,kaggle_asaniczka,scraped,9608,18960,391.50773297872615,3,1.5296471936495507e-84,0.11706585831948402
