a,b,ks_stat,ks_p,mw_u,mw_p,median_a,median_b
kaggle_arshkon,kaggle_asaniczka,0.255359565807327,0.004065963031316039,5984.5,0.02813283020855449,2640.0,3711.0
kaggle_arshkon,scraped,0.31936056838365895,4.829840142981377e-05,9810.5,7.205211819928438e-06,2640.0,4825.0
kaggle_asaniczka,scraped,0.20575408923411362,3.2060823523721815e-07,57466.0,2.7348619693240282e-08,3711.0,4825.0
