a,b,chi2,dof,p,cramer_v
kaggle_arshkon,kaggle_asaniczka,274.53465246224397,3,3.2238119025293977e-59,0.13996937520255592
kaggle_arshkon,scraped,26.231506344253688,3,8.530048556925033e-06,0.03508734138574702
kaggle_asaniczka,scraped,433.3035491618546,3,1.3510294928358137e-93,0.11863681822765614
