metro_area,period,archetype_name,n,n_metro_period,share
Boston Metro,scraped,test_engineering,2,95,0.021052631578947368
Charlotte Metro,2024,ai_ml_engineering,1,72,0.013888888888888888
Charlotte Metro,2024,angular_frontend,3,72,0.041666666666666664
Charlotte Metro,2024,aws_cloud_services,1,72,0.013888888888888888
Charlotte Metro,2024,azure_dotnet_web,2,72,0.027777777777777776
Charlotte Metro,2024,cloud_devops,12,72,0.16666666666666666
Charlotte Metro,2024,customer_project_engineer,2,72,0.027777777777777776
Charlotte Metro,2024,data_engineering,6,72,0.08333333333333333
Charlotte Metro,2024,dotnet_web_sql,6,72,0.08333333333333333
Charlotte Metro,2024,frontend_react,3,72,0.041666666666666664
Charlotte Metro,2024,generic_software_engineer,9,72,0.125
Charlotte Metro,2024,golang_cloud,1,72,0.013888888888888888
Charlotte Metro,2024,internship_new_grad,1,72,0.013888888888888888
Charlotte Metro,2024,java_spring_backend,8,72,0.1111111111111111
Charlotte Metro,2024,mobile_android_ios,3,72,0.041666666666666664
Charlotte Metro,2024,network_security_linux,6,72,0.08333333333333333
Charlotte Metro,2024,python_backend_developer,2,72,0.027777777777777776
Charlotte Metro,2024,qa_test_automation,3,72,0.041666666666666664
Charlotte Metro,2024,technology_leadership,3,72,0.041666666666666664
Charlotte Metro,scraped,ai_ml_engineering,3,51,0.058823529411764705
Charlotte Metro,scraped,angular_frontend,3,51,0.058823529411764705
Charlotte Metro,scraped,azure_dotnet_web,1,51,0.0196078431372549
Charlotte Metro,scraped,backend_platform,1,51,0.0196078431372549
Charlotte Metro,scraped,cloud_devops,5,51,0.09803921568627451
Charlotte Metro,scraped,customer_project_engineer,2,51,0.0392156862745098
Charlotte Metro,scraped,data_engineering,8,51,0.1568627450980392
Charlotte Metro,scraped,dotnet_web_sql,3,51,0.058823529411764705
Charlotte Metro,scraped,frontend_react,3,51,0.058823529411764705
Charlotte Metro,scraped,generic_software_engineer,3,51,0.058823529411764705
Charlotte Metro,scraped,java_spring_backend,6,51,0.11764705882352941
Charlotte Metro,scraped,mobile_android_ios,1,51,0.0196078431372549
Charlotte Metro,scraped,python_backend_developer,3,51,0.058823529411764705
Charlotte Metro,scraped,qa_test_automation,2,51,0.0392156862745098
Charlotte Metro,scraped,systems_engineering,2,51,0.0392156862745098
Charlotte Metro,scraped,technology_leadership,4,51,0.0784313725490196
Charlotte Metro,scraped,test_engineering,1,51,0.0196078431372549
Chicago Metro,2024,ai_ml_engineering,7,162,0.043209876543209874
Chicago Metro,2024,aws_cloud_services,5,162,0.030864197530864196
Chicago Metro,2024,azure_dotnet_web,3,162,0.018518518518518517
Chicago Metro,2024,cloud_devops,22,162,0.13580246913580246
Chicago Metro,2024,customer_project_engineer,8,162,0.04938271604938271
Chicago Metro,2024,data_engineering,15,162,0.09259259259259259
Chicago Metro,2024,dotnet_web_sql,4,162,0.024691358024691357
Chicago Metro,2024,frontend_react,7,162,0.043209876543209874
Chicago Metro,2024,generic_software_engineer,27,162,0.16666666666666666
Chicago Metro,2024,golang_cloud,2,162,0.012345679012345678
Chicago Metro,2024,java_spring_backend,21,162,0.12962962962962962
Chicago Metro,2024,mobile_android_ios,5,162,0.030864197530864196
Chicago Metro,2024,network_security_linux,8,162,0.04938271604938271
Chicago Metro,2024,python_backend_developer,2,162,0.012345679012345678
Chicago Metro,2024,qa_test_automation,6,162,0.037037037037037035
Chicago Metro,2024,recommendation_ecommerce,1,162,0.006172839506172839
Chicago Metro,2024,systems_engineering,10,162,0.06172839506172839
Chicago Metro,2024,technology_leadership,9,162,0.05555555555555555
Chicago Metro,scraped,ai_ml_engineering,8,73,0.1095890410958904
Chicago Metro,scraped,angular_frontend,1,73,0.0136986301369863
Chicago Metro,scraped,aws_cloud_services,4,73,0.0547945205479452
Chicago Metro,scraped,azure_dotnet_web,2,73,0.0273972602739726
Chicago Metro,scraped,cloud_devops,3,73,0.0410958904109589
Chicago Metro,scraped,customer_project_engineer,3,73,0.0410958904109589
Chicago Metro,scraped,data_engineering,12,73,0.1643835616438356
Chicago Metro,scraped,dotnet_web_sql,2,73,0.0273972602739726
Chicago Metro,scraped,frontend_react,5,73,0.0684931506849315
Chicago Metro,scraped,generic_software_engineer,17,73,0.2328767123287671
Chicago Metro,scraped,internship_new_grad,3,73,0.0410958904109589
Chicago Metro,scraped,java_spring_backend,6,73,0.0821917808219178
Chicago Metro,scraped,mobile_android_ios,1,73,0.0136986301369863
Chicago Metro,scraped,python_backend_developer,1,73,0.0136986301369863
Chicago Metro,scraped,qa_test_automation,2,73,0.0273972602739726
Chicago Metro,scraped,systems_engineering,1,73,0.0136986301369863
Chicago Metro,scraped,technology_leadership,1,73,0.0136986301369863
Chicago Metro,scraped,test_engineering,1,73,0.0136986301369863
Columbus Metro,2024,azure_dotnet_web,1,43,0.023255813953488372
Columbus Metro,2024,cloud_devops,6,43,0.13953488372093023
Columbus Metro,2024,customer_project_engineer,4,43,0.09302325581395349
Columbus Metro,2024,data_engineering,10,43,0.23255813953488372
Columbus Metro,2024,dotnet_web_sql,3,43,0.06976744186046512
Columbus Metro,2024,frontend_react,1,43,0.023255813953488372
Columbus Metro,2024,generic_software_engineer,7,43,0.16279069767441862
Columbus Metro,2024,java_spring_backend,5,43,0.11627906976744186
Columbus Metro,2024,systems_engineering,2,43,0.046511627906976744
Columbus Metro,2024,technology_leadership,4,43,0.09302325581395349
Columbus Metro,scraped,ai_ml_engineering,2,32,0.0625
Columbus Metro,scraped,cloud_devops,4,32,0.125
Columbus Metro,scraped,data_engineering,4,32,0.125
Columbus Metro,scraped,dotnet_web_sql,1,32,0.03125
Columbus Metro,scraped,frontend_react,2,32,0.0625
Columbus Metro,scraped,generic_software_engineer,5,32,0.15625
Columbus Metro,scraped,internship_new_grad,1,32,0.03125
Columbus Metro,scraped,java_spring_backend,3,32,0.09375
Columbus Metro,scraped,mobile_android_ios,1,32,0.03125
Columbus Metro,scraped,network_security_linux,3,32,0.09375
Columbus Metro,scraped,technology_leadership,6,32,0.1875
Dallas-Fort Worth Metro,2024,ai_ml_engineering,3,236,0.012711864406779662
Dallas-Fort Worth Metro,2024,angular_frontend,5,236,0.0211864406779661
Dallas-Fort Worth Metro,2024,aws_cloud_services,6,236,0.025423728813559324
Dallas-Fort Worth Metro,2024,azure_dotnet_web,6,236,0.025423728813559324
Dallas-Fort Worth Metro,2024,cloud_devops,28,236,0.11864406779661017
Dallas-Fort Worth Metro,2024,customer_project_engineer,6,236,0.025423728813559324
Dallas-Fort Worth Metro,2024,data_engineering,29,236,0.1228813559322034
Dallas-Fort Worth Metro,2024,dotnet_web_sql,10,236,0.0423728813559322
Dallas-Fort Worth Metro,2024,frontend_react,15,236,0.0635593220338983
Dallas-Fort Worth Metro,2024,generic_software_engineer,40,236,0.1694915254237288
Dallas-Fort Worth Metro,2024,golang_cloud,3,236,0.012711864406779662
Dallas-Fort Worth Metro,2024,internship_new_grad,1,236,0.00423728813559322
Dallas-Fort Worth Metro,2024,java_spring_backend,28,236,0.11864406779661017
Dallas-Fort Worth Metro,2024,mobile_android_ios,17,236,0.07203389830508475
Dallas-Fort Worth Metro,2024,network_security_linux,12,236,0.05084745762711865
Dallas-Fort Worth Metro,2024,python_backend_developer,5,236,0.0211864406779661
Dallas-Fort Worth Metro,2024,qa_test_automation,4,236,0.01694915254237288
Dallas-Fort Worth Metro,2024,systems_engineering,6,236,0.025423728813559324
Dallas-Fort Worth Metro,2024,technology_leadership,11,236,0.046610169491525424
Dallas-Fort Worth Metro,2024,test_engineering,1,236,0.00423728813559322
Dallas-Fort Worth Metro,scraped,ai_ml_engineering,18,115,0.1565217391304348
Dallas-Fort Worth Metro,scraped,angular_frontend,2,115,0.017391304347826087
Dallas-Fort Worth Metro,scraped,aws_cloud_services,4,115,0.034782608695652174
Dallas-Fort Worth Metro,scraped,azure_dotnet_web,1,115,0.008695652173913044
Dallas-Fort Worth Metro,scraped,cloud_devops,11,115,0.09565217391304348
Dallas-Fort Worth Metro,scraped,customer_project_engineer,1,115,0.008695652173913044
Dallas-Fort Worth Metro,scraped,data_engineering,18,115,0.1565217391304348
Dallas-Fort Worth Metro,scraped,dotnet_web_sql,3,115,0.02608695652173913
Dallas-Fort Worth Metro,scraped,frontend_react,6,115,0.05217391304347826
Dallas-Fort Worth Metro,scraped,generic_software_engineer,18,115,0.1565217391304348
Dallas-Fort Worth Metro,scraped,internship_new_grad,2,115,0.017391304347826087
Dallas-Fort Worth Metro,scraped,java_spring_backend,14,115,0.12173913043478261
Dallas-Fort Worth Metro,scraped,mobile_android_ios,2,115,0.017391304347826087
Dallas-Fort Worth Metro,scraped,network_security_linux,2,115,0.017391304347826087
Dallas-Fort Worth Metro,scraped,python_backend_developer,1,115,0.008695652173913044
Dallas-Fort Worth Metro,scraped,qa_test_automation,2,115,0.017391304347826087
Dallas-Fort Worth Metro,scraped,systems_engineering,3,115,0.02608695652173913
Dallas-Fort Worth Metro,scraped,technology_leadership,6,115,0.05217391304347826
Dallas-Fort Worth Metro,scraped,test_engineering,1,115,0.008695652173913044
Denver Metro,2024,ai_ml_engineering,2,126,0.015873015873015872
Denver Metro,2024,angular_frontend,3,126,0.023809523809523808
Denver Metro,2024,aws_cloud_services,1,126,0.007936507936507936
Denver Metro,2024,azure_dotnet_web,1,126,0.007936507936507936
Denver Metro,2024,cloud_devops,12,126,0.09523809523809523
Denver Metro,2024,customer_project_engineer,2,126,0.015873015873015872
Denver Metro,2024,data_engineering,6,126,0.047619047619047616
Denver Metro,2024,frontend_react,4,126,0.031746031746031744
Denver Metro,2024,generic_software_engineer,39,126,0.30952380952380953
Denver Metro,2024,java_spring_backend,7,126,0.05555555555555555
Denver Metro,2024,mobile_android_ios,2,126,0.015873015873015872
Denver Metro,2024,network_security_linux,8,126,0.06349206349206349
Denver Metro,2024,python_backend_developer,1,126,0.007936507936507936
Denver Metro,2024,qa_test_automation,2,126,0.015873015873015872
Denver Metro,2024,systems_engineering,30,126,0.23809523809523808
Denver Metro,2024,technology_leadership,1,126,0.007936507936507936
Denver Metro,2024,test_engineering,5,126,0.03968253968253968
Denver Metro,scraped,ai_ml_engineering,5,50,0.1
Denver Metro,scraped,azure_dotnet_web,1,50,0.02
Denver Metro,scraped,cloud_devops,6,50,0.12
Denver Metro,scraped,customer_project_engineer,1,50,0.02
Denver Metro,scraped,data_engineering,3,50,0.06
Denver Metro,scraped,frontend_react,3,50,0.06
Denver Metro,scraped,generic_software_engineer,18,50,0.36
Denver Metro,scraped,internship_new_grad,1,50,0.02
Denver Metro,scraped,java_spring_backend,2,50,0.04
Denver Metro,scraped,mobile_android_ios,1,50,0.02
Denver Metro,scraped,network_security_linux,1,50,0.02
Denver Metro,scraped,python_backend_developer,1,50,0.02
Denver Metro,scraped,qa_test_automation,1,50,0.02
Denver Metro,scraped,systems_engineering,5,50,0.1
Denver Metro,scraped,test_engineering,1,50,0.02
Detroit Metro,2024,ai_ml_engineering,2,71,0.028169014084507043
Detroit Metro,2024,angular_frontend,2,71,0.028169014084507043
Detroit Metro,2024,aws_cloud_services,1,71,0.014084507042253521
Detroit Metro,2024,azure_dotnet_web,1,71,0.014084507042253521
Detroit Metro,2024,cloud_devops,4,71,0.056338028169014086
Detroit Metro,2024,customer_project_engineer,7,71,0.09859154929577464
Detroit Metro,2024,data_engineering,2,71,0.028169014084507043
Detroit Metro,2024,dotnet_web_sql,3,71,0.04225352112676056
Detroit Metro,2024,frontend_react,4,71,0.056338028169014086
Detroit Metro,2024,generic_software_engineer,23,71,0.323943661971831
Detroit Metro,2024,java_spring_backend,7,71,0.09859154929577464
Detroit Metro,2024,mobile_android_ios,1,71,0.014084507042253521
Detroit Metro,2024,qa_test_automation,1,71,0.014084507042253521
Detroit Metro,2024,systems_engineering,10,71,0.14084507042253522
Detroit Metro,2024,technology_leadership,2,71,0.028169014084507043
Detroit Metro,2024,test_engineering,1,71,0.014084507042253521
Detroit Metro,scraped,ai_ml_engineering,4,29,0.13793103448275862
Detroit Metro,scraped,cloud_devops,3,29,0.10344827586206896
Detroit Metro,scraped,customer_project_engineer,1,29,0.034482758620689655
Detroit Metro,scraped,data_engineering,4,29,0.13793103448275862
Detroit Metro,scraped,frontend_react,2,29,0.06896551724137931
Detroit Metro,scraped,generic_software_engineer,9,29,0.3103448275862069
Detroit Metro,scraped,golang_cloud,1,29,0.034482758620689655
Detroit Metro,scraped,java_spring_backend,3,29,0.10344827586206896
Detroit Metro,scraped,network_security_linux,1,29,0.034482758620689655
Detroit Metro,scraped,qa_test_automation,1,29,0.034482758620689655
Houston Metro,2024,angular_frontend,1,72,0.013888888888888888
Houston Metro,2024,azure_dotnet_web,1,72,0.013888888888888888
Houston Metro,2024,cloud_devops,13,72,0.18055555555555555
Houston Metro,2024,customer_project_engineer,6,72,0.08333333333333333
Houston Metro,2024,data_engineering,9,72,0.125
Houston Metro,2024,dotnet_web_sql,6,72,0.08333333333333333
Houston Metro,2024,frontend_react,3,72,0.041666666666666664
Houston Metro,2024,generic_software_engineer,14,72,0.19444444444444445
Houston Metro,2024,java_spring_backend,4,72,0.05555555555555555
Houston Metro,2024,mobile_android_ios,2,72,0.027777777777777776
Houston Metro,2024,network_security_linux,2,72,0.027777777777777776
Houston Metro,2024,python_backend_developer,5,72,0.06944444444444445
Houston Metro,2024,qa_test_automation,2,72,0.027777777777777776
Houston Metro,2024,systems_engineering,4,72,0.05555555555555555
Houston Metro,scraped,ai_ml_engineering,3,26,0.11538461538461539
Houston Metro,scraped,azure_dotnet_web,2,26,0.07692307692307693
Houston Metro,scraped,cloud_devops,2,26,0.07692307692307693
Houston Metro,scraped,customer_project_engineer,3,26,0.11538461538461539
Houston Metro,scraped,data_engineering,3,26,0.11538461538461539
Houston Metro,scraped,frontend_react,4,26,0.15384615384615385
Houston Metro,scraped,generic_software_engineer,5,26,0.19230769230769232
Houston Metro,scraped,network_security_linux,1,26,0.038461538461538464
Houston Metro,scraped,systems_engineering,2,26,0.07692307692307693
Houston Metro,scraped,technology_leadership,1,26,0.038461538461538464
Los Angeles Metro,2024,ai_ml_engineering,4,207,0.01932367149758454
Los Angeles Metro,2024,angular_frontend,2,207,0.00966183574879227
Los Angeles Metro,2024,aws_cloud_services,2,207,0.00966183574879227
Los Angeles Metro,2024,azure_dotnet_web,3,207,0.014492753623188406
Los Angeles Metro,2024,backend_platform,2,207,0.00966183574879227
Los Angeles Metro,2024,cloud_devops,17,207,0.0821256038647343
Los Angeles Metro,2024,customer_project_engineer,6,207,0.028985507246376812
Los Angeles Metro,2024,data_engineering,15,207,0.07246376811594203
Los Angeles Metro,2024,dotnet_web_sql,8,207,0.03864734299516908
Los Angeles Metro,2024,frontend_react,26,207,0.12560386473429952
Los Angeles Metro,2024,generic_software_engineer,44,207,0.21256038647342995
Los Angeles Metro,2024,java_spring_backend,7,207,0.033816425120772944
Los Angeles Metro,2024,mobile_android_ios,2,207,0.00966183574879227
Los Angeles Metro,2024,network_security_linux,7,207,0.033816425120772944
Los Angeles Metro,2024,python_backend_developer,3,207,0.014492753623188406
Los Angeles Metro,2024,qa_test_automation,5,207,0.024154589371980676
Los Angeles Metro,2024,recommendation_ecommerce,2,207,0.00966183574879227
Los Angeles Metro,2024,systems_engineering,40,207,0.1932367149758454
Los Angeles Metro,2024,technology_leadership,3,207,0.014492753623188406
Los Angeles Metro,2024,test_engineering,9,207,0.043478260869565216
Los Angeles Metro,scraped,ai_ml_engineering,11,107,0.102803738317757
Los Angeles Metro,scraped,aws_cloud_services,1,107,0.009345794392523364
Los Angeles Metro,scraped,cloud_devops,11,107,0.102803738317757
Los Angeles Metro,scraped,customer_project_engineer,2,107,0.018691588785046728
Los Angeles Metro,scraped,data_engineering,7,107,0.06542056074766354
Los Angeles Metro,scraped,frontend_react,6,107,0.056074766355140186
Los Angeles Metro,scraped,generic_software_engineer,32,107,0.29906542056074764
Los Angeles Metro,scraped,internship_new_grad,2,107,0.018691588785046728
Los Angeles Metro,scraped,java_spring_backend,6,107,0.056074766355140186
Los Angeles Metro,scraped,mobile_android_ios,3,107,0.028037383177570093
Los Angeles Metro,scraped,network_security_linux,6,107,0.056074766355140186
Los Angeles Metro,scraped,python_backend_developer,1,107,0.009345794392523364
Los Angeles Metro,scraped,qa_test_automation,2,107,0.018691588785046728
Los Angeles Metro,scraped,systems_engineering,9,107,0.08411214953271028
Los Angeles Metro,scraped,technology_leadership,2,107,0.018691588785046728
Los Angeles Metro,scraped,test_engineering,6,107,0.056074766355140186
Miami Metro,2024,azure_dotnet_web,1,41,0.024390243902439025
Miami Metro,2024,backend_platform,2,41,0.04878048780487805
Miami Metro,2024,cloud_devops,4,41,0.0975609756097561
Miami Metro,2024,customer_project_engineer,1,41,0.024390243902439025
Miami Metro,2024,data_engineering,1,41,0.024390243902439025
Miami Metro,2024,dotnet_web_sql,6,41,0.14634146341463414
Miami Metro,2024,frontend_react,5,41,0.12195121951219512
Miami Metro,2024,generic_software_engineer,5,41,0.12195121951219512
Miami Metro,2024,golang_cloud,1,41,0.024390243902439025
Miami Metro,2024,java_spring_backend,2,41,0.04878048780487805
Miami Metro,2024,mobile_android_ios,1,41,0.024390243902439025
Miami Metro,2024,network_security_linux,5,41,0.12195121951219512
Miami Metro,2024,qa_test_automation,1,41,0.024390243902439025
Miami Metro,2024,systems_engineering,3,41,0.07317073170731707
Miami Metro,2024,technology_leadership,2,41,0.04878048780487805
Miami Metro,2024,test_engineering,1,41,0.024390243902439025
Miami Metro,scraped,ai_ml_engineering,4,9,0.4444444444444444
Miami Metro,scraped,data_engineering,1,9,0.1111111111111111
Miami Metro,scraped,generic_software_engineer,2,9,0.2222222222222222
Miami Metro,scraped,python_backend_developer,1,9,0.1111111111111111
Miami Metro,scraped,systems_engineering,1,9,0.1111111111111111
Minneapolis-Saint Paul,2024,ai_ml_engineering,1,68,0.014705882352941176
Minneapolis-Saint Paul,2024,azure_dotnet_web,2,68,0.029411764705882353
Minneapolis-Saint Paul,2024,cloud_devops,5,68,0.07352941176470588
Minneapolis-Saint Paul,2024,customer_project_engineer,3,68,0.04411764705882353
Minneapolis-Saint Paul,2024,data_engineering,5,68,0.07352941176470588
Minneapolis-Saint Paul,2024,dotnet_web_sql,2,68,0.029411764705882353
Minneapolis-Saint Paul,2024,frontend_react,6,68,0.08823529411764706
Minneapolis-Saint Paul,2024,generic_software_engineer,9,68,0.1323529411764706
Minneapolis-Saint Paul,2024,java_spring_backend,6,68,0.08823529411764706
Minneapolis-Saint Paul,2024,mobile_android_ios,6,68,0.08823529411764706
Minneapolis-Saint Paul,2024,network_security_linux,2,68,0.029411764705882353
Minneapolis-Saint Paul,2024,qa_test_automation,1,68,0.014705882352941176
Minneapolis-Saint Paul,2024,systems_engineering,13,68,0.19117647058823528
Minneapolis-Saint Paul,2024,technology_leadership,2,68,0.029411764705882353
Minneapolis-Saint Paul,2024,test_engineering,5,68,0.07352941176470588
Minneapolis-Saint Paul,scraped,ai_ml_engineering,2,25,0.08
Minneapolis-Saint Paul,scraped,cloud_devops,3,25,0.12
Minneapolis-Saint Paul,scraped,customer_project_engineer,1,25,0.04
Minneapolis-Saint Paul,scraped,data_engineering,3,25,0.12
Minneapolis-Saint Paul,scraped,frontend_react,3,25,0.12
Minneapolis-Saint Paul,scraped,generic_software_engineer,7,25,0.28
Minneapolis-Saint Paul,scraped,java_spring_backend,1,25,0.04
Minneapolis-Saint Paul,scraped,mobile_android_ios,1,25,0.04
Minneapolis-Saint Paul,scraped,network_security_linux,2,25,0.08
Minneapolis-Saint Paul,scraped,python_backend_developer,1,25,0.04
Minneapolis-Saint Paul,scraped,test_engineering,1,25,0.04
Nashville Metro,2024,ai_ml_engineering,1,19,0.05263157894736842
Nashville Metro,2024,angular_frontend,1,19,0.05263157894736842
Nashville Metro,2024,aws_cloud_services,1,19,0.05263157894736842
Nashville Metro,2024,cloud_devops,2,19,0.10526315789473684
Nashville Metro,2024,data_engineering,7,19,0.3684210526315789
Nashville Metro,2024,frontend_react,2,19,0.10526315789473684
Nashville Metro,2024,generic_software_engineer,2,19,0.10526315789473684
Nashville Metro,2024,java_spring_backend,1,19,0.05263157894736842
Nashville Metro,2024,mobile_android_ios,1,19,0.05263157894736842
Nashville Metro,2024,python_backend_developer,1,19,0.05263157894736842
Nashville Metro,scraped,ai_ml_engineering,2,14,0.14285714285714285
Nashville Metro,scraped,azure_dotnet_web,1,14,0.07142857142857142
Nashville Metro,scraped,backend_platform,1,14,0.07142857142857142
Nashville Metro,scraped,cloud_devops,1,14,0.07142857142857142
Nashville Metro,scraped,customer_project_engineer,1,14,0.07142857142857142
Nashville Metro,scraped,frontend_react,1,14,0.07142857142857142
Nashville Metro,scraped,generic_software_engineer,3,14,0.21428571428571427
Nashville Metro,scraped,java_spring_backend,4,14,0.2857142857142857
New York City Metro,2024,cloud_devops,1,17,0.058823529411764705
New York City Metro,2024,customer_project_engineer,1,17,0.058823529411764705
New York City Metro,2024,data_engineering,3,17,0.17647058823529413
