period,occ_group,total,ai_broad,gen_ai,trad_ml,ai_tools,ai_broad_share,gen_ai_share,trad_ml_share,ai_tools_share
2024-01,Control,112080,439.0,11.0,147.0,44.0,0.003916845110635261,9.814418272662384e-05,0.0013115631691648822,0.0003925767309064954
2024-01,SWE,23213,3428.0,624.0,2957.0,419.0,0.14767587127902468,0.026881488820919314,0.12738551673631154,0.01805023047430319
2024-01,SWE-adjacent,11068,1210.0,166.0,1006.0,141.0,0.10932417780990242,0.014998192988796531,0.09089266353451392,0.012739428984459704
2024-04,Control,8445,36.0,1.0,16.0,6.0,0.004262877442273535,0.00011841326228537596,0.0018946121965660154,0.0007104795737122557
2024-04,SWE,5019,619.0,155.0,491.0,123.0,0.12333134090456266,0.03088264594540745,0.09782825263996812,0.024506873879258817
2024-04,SWE-adjacent,2475,355.0,90.0,290.0,55.0,0.14343434343434344,0.03636363636363636,0.11717171717171718,0.022222222222222223
2026-03,Control,21291,593.0,164.0,119.0,328.0,0.02785214409844535,0.007702785214409844,0.005589216100699826,0.015405570428819688
2026-03,SWE,24095,9411.0,5610.0,5061.0,5128.0,0.3905789582901017,0.23282838763228886,0.21004357750570657,0.21282423739365014
2026-03,SWE-adjacent,6667,2556.0,1363.0,1815.0,1119.0,0.3833808309584521,0.20443977801109944,0.272236388180591,0.167841607919604
