period,occ_group,total,ai_share,avg_core_len,collab_share
2024-01,Control,106638,0.0038822933663422046,2887.2084622742364,0.045537238132748174
2024-01,SWE,16873,0.11906596337343685,2860.792686540627,0.2894565281811178
2024-01,SWE-adjacent,9536,0.10213926174496644,3071.932990771812,0.26856124161073824
2024-04,Control,7986,0.0043826696719258705,2411.333959429001,0.08690207863761583
2024-04,SWE,4428,0.13098464317976513,2836.6129177958446,0.30691056910569103
2024-04,SWE-adjacent,2184,0.1543040293040293,3141.8255494505493,0.3598901098901099
2026-03,Control,19485,0.029253271747498075,3532.470926353605,0.18881190659481653
2026-03,SWE,20578,0.4088832733987754,4467.511322771892,0.46136650792108075
2026-03,SWE-adjacent,5703,0.4036472032263721,4771.558477994038,0.5647904611607926
