period,occ_group,n,avg_core_len,median_core_len,avg_desc_len,median_desc_len
2024-01,Control,112080,2854.3164525339043,2280.0,3814.1685224839403,3254.0
2024-01,SWE,23213,2696.1245853616506,2419.0,4052.197044759402,3825.0
2024-01,SWE-adjacent,11068,3028.715124683773,2624.0,4055.6982291290205,3638.0
2024-04,Control,8445,2374.8986382474836,1928.0,3275.1076376554174,2783.0
2024-04,SWE,5019,2738.4604502889024,2504.0,3315.796373779637,2954.0
2024-04,SWE-adjacent,2475,3059.6472727272726,2764.0,3640.6008080808083,3220.0
2026-03,Control,21291,3520.646799116998,3160.0,4589.421210840261,4193.0
2026-03,SWE,24095,4313.838182195476,4171.0,5203.113343017223,5158.0
2026-03,SWE-adjacent,6667,4618.354282285885,4471.0,5494.295035248238,5434.0
