period,occ_group,total,ai_share,avg_core_len,collab_share
2024-01,SWE,20411,0.14590171966096713,2691.214884131106,0.2759296457792367
2024-01,SWE-adjacent,4571,0.1509516517173485,3141.5366440603807,0.24261649529643403
2024-04,SWE,4477,0.1268706723252178,2738.3229841411658,0.285905740451195
2024-04,SWE-adjacent,1150,0.21043478260869566,3200.3339130434783,0.3278260869565217
2026-03,SWE,22697,0.39943604881702427,4330.582279596422,0.451072829008239
2026-03,SWE-adjacent,3418,0.4909303686366296,4848.9640140433,0.5713867758923347
