period,occ_group,total,collab_share,mentor_share,leadership_share,soft_share,strategy_share
2024-01,Control,112080,0.04911670235546039,0.13187901498929336,0.25,0.26180406852248395,0.01551570306923626
2024-01,SWE,23213,0.27269202601990267,0.297333390772412,0.20863309352517986,0.27583681557747813,0.12536078921294103
2024-01,SWE-adjacent,11068,0.26490784242862303,0.19109143476689555,0.24557282255149981,0.360769786772678,0.15576436573906757
2024-04,Control,8445,0.08715216104203671,0.10124333925399645,0.21752516281823564,0.303611604499704,0.02486678507992895
2024-04,SWE,5019,0.2914923291492329,0.2167762502490536,0.16855947399880455,0.28989838613269575,0.12193664076509265
2024-04,SWE-adjacent,2475,0.3414141414141414,0.1874747474747475,0.24363636363636362,0.36686868686868684,0.17212121212121212
2026-03,Control,21291,0.19407261284110658,0.20698886853600112,0.31670658963881454,0.348738903762153,0.04861208961533042
2026-03,SWE,24095,0.4508819257107284,0.3324341149616103,0.26573978003735216,0.28387632288856607,0.21568790205436814
2026-03,SWE-adjacent,6667,0.5492725363731813,0.29728513574321286,0.3307334633268337,0.35248237588120596,0.2935353232338383
