bin,n,ai_broad,ai_narrow,copilot,desc_len,entry_share,yoe_le2
arshkon_early,1235,0.1805668016194332,0.11417004048582996,0.0016194331983805667,3320.5514170040487,0.03724696356275304,0.0931174089068826
arshkon_late,3456,0.16319444444444445,0.09230324074074074,0.0014467592592592592,3300.313946759259,0.03732638888888889,0.09288194444444445
scraped_early,22242,0.5102958367053323,0.4353025807031742,0.0380811078140455,4965.57040733747,0.03443934897940833,0.11833468213290171
scraped_late,18639,0.5244380063308117,0.45485272815065186,0.04286710660443157,4848.111593969634,0.02730833199205966,0.11320349804174043
