date_posted,n,ai_broad,ai_narrow,desc_len,entry_share
2024-04-05,150,0.12666666666666668,0.06,2950.0466666666666,0.02
2024-04-06,204,0.19607843137254902,0.09313725490196079,3722.774509803922,0.07352941176470588
2024-04-07,10,0.2,0.2,2763.7,0.0
2024-04-09,343,0.23615160349854228,0.17201166180758018,3285.9737609329445,0.03206997084548105
2024-04-11,334,0.12874251497005987,0.09281437125748503,2854.131736526946,0.023952095808383235
2024-04-12,194,0.1958762886597938,0.10824742268041238,4076.917525773196,0.04639175257731959
2024-04-15,303,0.11551155115511551,0.08250825082508251,2829.112211221122,0.026402640264026403
2024-04-16,215,0.12093023255813953,0.07906976744186046,2594.5162790697673,0.023255813953488372
2024-04-17,347,0.17579250720461095,0.07780979827089338,4028.363112391931,0.04610951008645533
2024-04-18,1399,0.15939957112223016,0.09792709077912795,3372.905646890636,0.035025017869907075
2024-04-19,1177,0.18096856414613424,0.09430756159728122,3226.067969413764,0.04248088360237893
2024-04-20,15,0.4,0.13333333333333333,5148.266666666666,0.06666666666666667
