scrape_date,n,ai_broad,ai_narrow,copilot,claude_tool,desc_len,entry_share,unknown_share,yoe_le2
2026-03-20,2448,0.49264705882352944,0.4236111111111111,0.039624183006535946,0.03390522875816993,4871.8709150326795,0.03431372549019608,0.5477941176470589,0.11070261437908496
2026-03-21,1164,0.506872852233677,0.44072164948453607,0.03865979381443299,0.028350515463917526,5062.17439862543,0.05412371134020619,0.5077319587628866,0.12371134020618557
2026-03-22,945,0.5894179894179894,0.5185185185185185,0.039153439153439155,0.04338624338624339,5440.860317460318,0.04338624338624339,0.4158730158730159,0.11957671957671957
2026-03-23,613,0.5628058727569332,0.4828711256117455,0.04241435562805873,0.04730831973898858,5100.1712887438825,0.10929853181076672,0.41435562805872755,0.11745513866231648
2026-03-24,2161,0.4757056918093475,0.3877834335955576,0.03007866728366497,0.022211938917167977,4563.836186950486,0.03979639055992596,0.5409532623785285,0.10828320222119389
2026-03-25,2311,0.515361315447858,0.4270878407615751,0.038078753786239726,0.032453483340545215,4793.702726092601,0.0298572046733016,0.5607961921246214,0.12548680225010816
2026-03-26,2252,0.5079928952042628,0.42984014209591476,0.044849023090586145,0.03596802841918295,4938.406305506217,0.02797513321492007,0.5475133214920072,0.1216696269982238
2026-03-27,2197,0.4988620846609012,0.4360491579426491,0.03914428766499772,0.03504779244424215,4974.927173418298,0.028220300409649523,0.5589440145653164,0.1133363677742376
2026-03-28,1964,0.5325865580448065,0.4684317718940937,0.03513238289205703,0.032586558044806514,5006.532586558044,0.028513238289205704,0.5509164969450102,0.12169042769857434
2026-03-29,825,0.5684848484848485,0.509090909090909,0.04,0.027878787878787878,5653.933333333333,0.04,0.4218181818181818,0.14181818181818182
2026-03-30,782,0.47570332480818417,0.40281329923273657,0.020460358056265986,0.020460358056265986,6065.1841432225065,0.056265984654731455,0.4143222506393862,0.09846547314578005
2026-03-31,2115,0.5139479905437352,0.4203309692671395,0.037825059101654845,0.031205673758865248,4784.5394799054375,0.025059101654846337,0.5513002364066194,0.1148936170212766
2026-04-01,2465,0.4945233265720081,0.42636916835699795,0.042190669371196754,0.04259634888438134,4870.58215010142,0.018255578093306288,0.5671399594320486,0.12535496957403652
2026-04-02,1448,0.5490331491712708,0.468232044198895,0.0324585635359116,0.04558011049723757,5041.2209944751385,0.026243093922651933,0.5200276243093923,0.1180939226519337
2026-04-03,2140,0.5112149532710281,0.44299065420560746,0.03177570093457944,0.0308411214953271,4887.314485981308,0.019626168224299065,0.5280373831775701,0.11214953271028037
2026-04-04,1987,0.5072974333165576,0.4363361852038249,0.03069954705586311,0.03925515853044791,4977.3784599899345,0.03069954705586311,0.5576245596376447,0.11424257674886763
2026-04-05,888,0.5675675675675675,0.4786036036036036,0.04279279279279279,0.03265765765765766,5684.806306306306,0.02927927927927928,0.42905405405405406,0.1036036036036036
2026-04-06,474,0.5864978902953587,0.4978902953586498,0.04430379746835443,0.03375527426160337,5239.537974683544,0.05485232067510549,0.3628691983122363,0.09282700421940929
2026-04-07,1617,0.4805194805194805,0.4230055658627087,0.029684601113172542,0.032158317872603585,4399.597402597403,0.030303030303030304,0.5726654298082869,0.10760667903525047
2026-04-08,2074,0.5284474445515911,0.4734811957569913,0.0390549662487946,0.034233365477338476,4719.620057859209,0.024108003857280617,0.5337512054001928,0.10993249758919961
2026-04-09,2182,0.5366636113657195,0.47066911090742436,0.07332722273143905,0.03299725022914757,4840.871219065078,0.025206232813932174,0.5302474793767186,0.12694775435380384
2026-04-10,2059,0.5434677027683341,0.4701311316172899,0.03156872268091306,0.036911121903836816,4866.203496843128,0.027683341427877612,0.5473530840213696,0.1160757649344342
2026-04-11,1450,0.5193103448275862,0.4475862068965517,0.06275862068965517,0.04482758620689655,4854.703448275862,0.028275862068965516,0.5613793103448276,0.11655172413793104
2026-04-12,410,0.6414634146341464,0.5609756097560976,0.05365853658536585,0.03902439024390244,4833.885365853658,0.012195121951219513,0.47073170731707314,0.05853658536585366
2026-04-13,310,0.4870967741935484,0.3870967741935484,0.025806451612903226,0.03870967741935484,5260.358064516129,0.06451612903225806,0.4838709677419355,0.1064516129032258
2026-04-14,1600,0.47875,0.415,0.055625,0.05,4404.2825,0.024375,0.625,0.12
