dow,n,ai_broad,ai_narrow,desc_len
Friday,8844,0.5115479498809482,0.4431955137191644,4900.079017818854
Monday,2179,0.5280259655135061,0.44266787359917004,5416.312867791516
Saturday,6565,0.5165167971056568,0.4482689533697516,4975.197223362317
Sunday,3068,0.5917334550261379,0.5167971602422822,5403.371330738404
Thursday,5882,0.5312298852470844,0.4562470990674114,4940.166173015477
Tuesday,7493,0.4872307907181408,0.41152999218135144,4538.063892363331
Wednesday,6850,0.5127773621904858,0.4423127349585214,4794.634978017743
