metric,first_day,last_day,delta
ai_broad,0.49264705882352944,0.47875,-0.013897058823529429
ai_narrow,0.4236111111111111,0.415,-0.008611111111111125
copilot,0.039624183006535946,0.055625,0.016000816993464055
claude_tool,0.03390522875816993,0.05,0.01609477124183007
desc_len,4871.8709150326795,4404.2825,-467.5884150326792
entry_share,0.03431372549019608,0.024375,-0.00993872549019608
yoe_le2,0.11070261437908496,0.12,0.009297385620915033
