period,n,remote_source_n,remote_source_pct,remote_inferred_n,remote_inferred_pct,remote_any_n,remote_any_pct
2024-01,21626,1.0,0.0,0.0,0.0,1.0,0.0
2024-04,4438,0.0,0.0,0.0,0.0,0.0,0.0
2026-03,4219,1041.0,24.67,0.0,0.0,1041.0,24.67
