,2024-01_junior,2024-01_mid,2024-01_senior,2024-04_junior,2024-04_mid,2024-04_senior,2026-03_junior,2026-03_mid,2026-03_senior
2024-01_junior,1.0,0.9442253434173599,0.9416363818926065,0.9709211656154992,0.9621430792814133,0.9367110412468086,0.8521838849438744,0.8744813251040262,0.8566675159594441
2024-01_mid,0.9442253434173599,1.0,0.9389441871736217,0.9663840042528928,0.9725276888556507,0.93930320824424,0.8164088538416578,0.8684535543820424,0.8553202837326083
2024-01_senior,0.9416363818926065,0.9389441871736217,1.0,0.9734906499310826,0.9520381204266392,0.9715046676438726,0.8403088494995958,0.881248461332261,0.8940879275807864
2024-04_junior,0.9709211656154992,0.9663840042528928,0.9734906499310826,1.0,0.9823839992650791,0.9783479089914584,0.8368818035806789,0.8857079416469542,0.8790742711815382
2024-04_mid,0.9621430792814133,0.9725276888556507,0.9520381204266392,0.9823839992650791,1.0,0.9575575581667867,0.8302782805378028,0.8809757330079102,0.8679420822101463
2024-04_senior,0.9367110412468086,0.93930320824424,0.9715046676438726,0.9783479089914584,0.9575575581667867,1.0,0.8282025103046369,0.8892427165335605,0.8950550066185617
2026-03_junior,0.8521838849438744,0.8164088538416578,0.8403088494995958,0.8368818035806789,0.8302782805378028,0.8282025103046369,1.0,0.9376943041983212,0.9504275849879574
2026-03_mid,0.8744813251040262,0.8684535543820424,0.881248461332261,0.8857079416469542,0.8809757330079102,0.8892427165335605,0.9376943041983212,1.0,0.9675613278561169
2026-03_senior,0.8566675159594441,0.8553202837326083,0.8940879275807864,0.8790742711815382,0.8679420822101463,0.8950550066185617,0.9504275849879574,0.9675613278561169,1.0
